max_depth_LGB,num_iterations_LGB,learning_rate_LGB,num_leaves_LGB,min_child_samples_LGB,reg_lambda_LGB,subsample_LGB,colsample_bytree_LGB,max_bin_LGB,reg_alpha_LGB,degree,mse,r2,mse_y,auc_t
5,100,0.2,128,128,20,0.9,0.9,144,0.1,10,0.123334207,0.876665793,1.079532543,0.504037149
5,100,0.2,32,32,5,0.7,0.7,48,0.1,5,0.293068754,0.706931246,1.110226797,0.504037149
5,100,0.2,96,96,15,0.5,0.5,144,0.01,5,0.293121343,0.706878657,1.081547347,0.504037149
9,100,0.2,64,64,10,0.9,0.9,48,0.1,5,0.293369841,0.706630159,1.114872576,0.504037149
9,100,0.2,96,96,15,0.5,0.5,112,0.1,5,0.293731067,0.706268933,1.084986273,0.504037149
9,100,0.2,32,32,5,0.5,0.5,112,0.01,5,0.294073495,0.705926505,1.130671068,0.504037149
9,100,0.2,32,32,5,0.5,0.5,144,0.01,5,0.294297385,0.705702615,1.123044212,0.504037149
9,100,0.2,32,32,5,0.5,0.5,144,0.1,5,0.294330563,0.705669437,1.11689096,0.504037149
7,100,0.2,32,32,5,0.9,0.9,80,0.01,5,0.294633912,0.705366088,1.131844967,0.504037149
7,200,0.1,64,64,10,0.7,0.7,16,0.1,5,0.294699923,0.705300077,1.088578118,0.504037149
5,200,0.1,96,96,15,0.5,0.5,144,0.1,5,0.294780922,0.705219078,1.076451125,0.504037149
7,100,0.2,64,64,10,0.5,0.5,144,0.01,5,0.294919832,0.705080168,1.092578755,0.504037149
9,100,0.2,96,96,15,0.5,0.5,112,0.01,5,0.294967109,0.705032891,1.082776588,0.504037149
9,100,0.2,96,96,15,0.5,0.5,48,0.01,5,0.294994472,0.705005528,1.085493144,0.504037149
9,100,0.2,96,96,15,0.7,0.7,48,0.1,5,0.295336337,0.704663663,1.0869424,0.504037149
7,100,0.2,96,96,15,0.9,0.9,48,0.1,5,0.295337001,0.704662999,1.090876906,0.504037149
7,100,0.2,128,128,20,0.5,0.5,48,0.01,5,0.295421581,0.704578419,1.081449235,0.504037149
9,100,0.2,128,128,20,0.5,0.5,48,0.01,5,0.295421581,0.704578419,1.081364688,0.504037149
9,100,0.2,96,96,15,0.5,0.5,48,0.1,5,0.295449715,0.704550285,1.082913834,0.504037149
9,200,0.1,96,96,15,0.7,0.7,112,0.1,5,0.295596752,0.704403248,1.088058974,0.504037149
5,100,0.2,32,32,5,0.5,0.5,112,1,5,0.295634972,0.704365028,1.091785474,0.504037149
9,100,0.2,96,96,15,0.5,0.5,144,0.1,5,0.295663075,0.704336925,1.084714528,0.504037149
9,100,0.2,96,96,15,0.7,0.7,80,0.1,5,0.295869459,0.704130541,1.083381843,0.504037149
7,200,0.1,96,96,15,0.7,0.7,112,0.1,5,0.295967947,0.704032053,1.082038027,0.504037149
7,100,0.2,96,96,15,0.7,0.7,48,0.1,5,0.29614959,0.70385041,1.086309,0.504037149
9,100,0.2,64,64,10,0.9,0.9,112,0.01,5,0.296153284,0.703846716,1.109414652,0.504037149
7,100,0.2,64,64,10,0.5,0.5,144,0.1,5,0.296258063,0.703741937,1.08946986,0.504037149
9,200,0.1,96,96,15,0.9,0.9,48,0.1,5,0.296293663,0.703706337,1.087780865,0.504037149
5,100,0.2,96,96,15,0.9,0.9,112,1,5,0.296409966,0.703590034,1.080485336,0.504037149
9,100,0.2,64,64,10,0.5,0.5,144,0.01,5,0.29674114,0.70325886,1.097687833,0.504037149
5,100,0.2,32,32,5,0.7,0.7,144,0.1,5,0.296856768,0.703143232,1.105246039,0.504037149
9,100,0.2,96,96,15,0.7,0.7,144,0.01,5,0.296863746,0.703136254,1.090918042,0.504037149
5,200,0.1,64,64,10,0.7,0.7,16,1,5,0.296864392,0.703135608,1.077526554,0.504037149
9,200,0.1,64,64,10,0.9,0.9,112,1,5,0.296879943,0.703120057,1.109461001,0.504037149
5,100,0.2,32,32,5,0.5,0.5,48,0.1,5,0.296947643,0.703052357,1.098415908,0.504037149
5,200,0.1,96,96,15,0.5,0.5,112,0.1,5,0.296952434,0.703047566,1.076054302,0.504037149
7,200,0.1,96,96,15,0.7,0.7,48,0.01,5,0.297040437,0.702959563,1.08333271,0.504037149
5,100,0.2,96,96,15,0.9,0.9,48,0.01,5,0.29706066,0.70293934,1.081975551,0.504037149
9,200,0.1,96,96,15,0.7,0.7,144,1,5,0.297210862,0.702789138,1.086361271,0.504037149
7,100,0.2,64,64,10,0.5,0.5,144,1,5,0.297247945,0.702752055,1.093614695,0.504037149
9,100,0.2,64,64,10,0.5,0.5,48,1,5,0.297298616,0.702701384,1.098814426,0.504037149
9,100,0.2,64,64,10,0.7,0.7,80,0.1,5,0.297363398,0.702636602,1.102455507,0.504037149
7,100,0.2,96,96,15,0.7,0.7,112,1,5,0.29749769,0.70250231,1.084617702,0.504037149
9,200,0.1,96,96,15,0.9,0.9,112,0.01,5,0.297528425,0.702471575,1.090478224,0.504037149
7,100,0.2,64,64,10,0.5,0.5,80,1,5,0.297531001,0.702468999,1.098665659,0.504037149
7,200,0.1,64,64,10,0.7,0.7,112,0.1,5,0.297572666,0.702427334,1.092447106,0.504037149
7,100,0.2,96,96,15,0.5,0.5,48,1,5,0.297603092,0.702396908,1.082713961,0.504037149
7,200,0.1,96,96,15,0.5,0.5,48,0.1,5,0.297653258,0.702346742,1.083558705,0.504037149
7,100,0.2,96,96,15,0.5,0.5,48,0.1,5,0.297686389,0.702313611,1.085085101,0.504037149
5,100,0.2,64,64,10,0.5,0.5,80,0.01,5,0.297727261,0.702272739,1.092646203,0.504037149
9,200,0.1,32,32,5,0.5,0.5,144,1,5,0.297740892,0.702259108,1.111353511,0.504037149
5,100,0.2,96,96,15,0.5,0.5,112,0.01,5,0.297816889,0.702183111,1.078084196,0.504037149
9,100,0.2,128,128,20,0.9,0.9,48,0.01,5,0.297856327,0.702143673,1.090932131,0.504037149
7,100,0.2,128,128,20,0.9,0.9,48,0.01,5,0.297856327,0.702143673,1.085504545,0.504037149
9,200,0.1,96,96,15,0.5,0.5,112,1,5,0.297860466,0.702139534,1.080923447,0.504037149
7,100,0.2,96,96,15,0.7,0.7,80,0.1,5,0.297887837,0.702112163,1.07860209,0.504037149
7,200,0.1,96,96,15,0.7,0.7,144,1,5,0.297907206,0.702092794,1.084365833,0.504037149
9,200,0.1,64,64,10,0.5,0.5,80,1,5,0.297975727,0.702024273,1.103014778,0.504037149
7,100,0.2,96,96,15,0.5,0.5,112,0.01,5,0.297990536,0.702009464,1.085043527,0.504037149
9,200,0.1,96,96,15,0.7,0.7,48,0.01,5,0.298069778,0.701930222,1.085612187,0.504037149
7,100,0.2,96,96,15,0.9,0.9,48,1,5,0.298079481,0.701920519,1.08762555,0.504037149
5,100,0.2,96,96,15,0.7,0.7,144,0.01,5,0.298100697,0.701899303,1.080560272,0.504037149
7,100,0.2,64,64,10,0.7,0.7,144,1,5,0.298125154,0.701874846,1.094207091,0.504037149
9,100,0.2,64,64,10,0.7,0.7,48,0.1,5,0.298167219,0.701832781,1.109678556,0.504037149
5,100,0.2,64,64,10,0.5,0.5,112,0.01,5,0.298168345,0.701831655,1.08534553,0.504037149
7,200,0.1,96,96,15,0.7,0.7,48,1,5,0.298171453,0.701828547,1.082460717,0.504037149
9,100,0.2,96,96,15,0.9,0.9,112,1,5,0.298207589,0.701792411,1.093046471,0.504037149
5,200,0.1,64,64,10,0.9,0.9,16,1,5,0.298210704,0.701789296,1.073583703,0.504037149
5,200,0.1,64,64,10,0.7,0.7,112,0.01,5,0.298236304,0.701763696,1.082498696,0.504037149
5,100,0.2,32,32,5,0.5,0.5,144,1,5,0.298272489,0.701727511,1.096831022,0.504037149
5,200,0.1,96,96,15,0.9,0.9,16,0.01,5,0.298272999,0.701727001,1.072184524,0.504037149
5,100,0.2,96,96,15,0.5,0.5,144,1,5,0.298353364,0.701646636,1.078519661,0.504037149
7,100,0.2,96,96,15,0.9,0.9,48,0.01,5,0.298367005,0.701632995,1.087144473,0.504037149
7,100,0.2,96,96,15,0.5,0.5,48,0.01,5,0.298421399,0.701578601,1.081927073,0.504037149
7,100,0.2,32,32,5,0.5,0.5,144,1,5,0.298422269,0.701577731,1.1116673,0.504037149
7,200,0.1,96,96,15,0.9,0.9,112,0.1,5,0.298458155,0.701541845,1.087783904,0.504037149
9,100,0.2,96,96,15,0.9,0.9,48,0.1,5,0.298467699,0.701532301,1.097122512,0.504037149
9,100,0.2,64,64,10,0.5,0.5,80,0.1,5,0.298472083,0.701527917,1.107890587,0.504037149
7,200,0.1,64,64,10,0.9,0.9,112,1,5,0.29851748,0.70148252,1.099442772,0.504037149
9,100,0.2,96,96,15,0.9,0.9,144,1,5,0.29855024,0.70144976,1.094872005,0.504037149
7,200,0.1,32,32,5,0.7,0.7,16,0.1,5,0.298552142,0.701447858,1.120024801,0.504037149
5,100,0.2,64,64,10,0.5,0.5,144,0.1,5,0.298575098,0.701424902,1.0800404,0.504037149
7,100,0.2,32,32,5,0.9,0.9,80,0.1,5,0.298576458,0.701423542,1.135091543,0.504037149
9,200,0.1,64,64,10,0.7,0.7,16,0.1,5,0.298585899,0.701414101,1.094339532,0.504037149
7,100,0.2,96,96,15,0.5,0.5,144,0.1,5,0.298649715,0.701350285,1.087018319,0.504037149
9,100,0.2,96,96,15,0.9,0.9,112,0.01,5,0.298678268,0.701321732,1.093782034,0.504037149
5,100,0.2,96,96,15,0.9,0.9,112,0.1,5,0.298680395,0.701319605,1.081403482,0.504037149
9,100,0.2,32,32,5,0.9,0.9,48,0.01,5,0.298687156,0.701312844,1.155462028,0.504037149
7,200,0.1,64,64,10,0.7,0.7,16,1,5,0.298690957,0.701309043,1.084843799,0.504037149
5,200,0.1,96,96,15,0.9,0.9,48,1,5,0.298752544,0.701247456,1.08331948,0.504037149
7,100,0.2,96,96,15,0.5,0.5,112,0.1,5,0.298763279,0.701236721,1.081213614,0.504037149
7,200,0.1,64,64,10,0.5,0.5,48,0.1,5,0.298792115,0.701207885,1.096895051,0.504037149
5,200,0.1,96,96,15,0.9,0.9,48,0.1,5,0.298792333,0.701207667,1.081391938,0.504037149
5,100,0.2,32,32,5,0.5,0.5,80,1,5,0.298829654,0.701170346,1.099948254,0.504037149
9,100,0.2,64,64,10,0.7,0.7,112,1,5,0.298866973,0.701133027,1.100294976,0.504037149
7,100,0.2,128,128,20,0.5,0.5,48,0.1,5,0.298887211,0.701112789,1.082135002,0.504037149
9,100,0.2,128,128,20,0.5,0.5,48,0.1,5,0.298887211,0.701112789,1.081939072,0.504037149
5,200,0.1,96,96,15,0.7,0.7,144,1,5,0.298904348,0.701095652,1.075811691,0.504037149
5,100,0.2,96,96,15,0.5,0.5,144,0.1,5,0.298966598,0.701033402,1.077681091,0.504037149
9,100,0.2,64,64,10,0.5,0.5,144,1,5,0.298987818,0.701012182,1.09266859,0.504037149
9,200,0.1,96,96,15,0.5,0.5,16,0.1,5,0.299001255,0.700998745,1.075432206,0.504037149
7,100,0.2,96,96,15,0.5,0.5,16,0.01,5,0.299016364,0.700983636,1.078052457,0.504037149
9,100,0.2,32,32,5,0.9,0.9,144,1,5,0.299023928,0.700976072,1.141751521,0.504037149
5,200,0.1,96,96,15,0.9,0.9,112,0.01,5,0.29902795,0.70097205,1.080727299,0.504037149
7,200,0.1,32,32,5,0.9,0.9,144,1,5,0.299220117,0.700779883,1.125624754,0.504037149
9,100,0.2,64,64,10,0.5,0.5,144,0.1,5,0.299227438,0.700772562,1.097957153,0.504037149
9,100,0.2,64,64,10,0.7,0.7,144,0.1,5,0.299239445,0.700760555,1.105063606,0.504037149
5,100,0.2,128,128,20,0.9,0.9,48,0.01,5,0.299239678,0.700760322,1.080528921,0.504037149
9,100,0.2,96,96,15,0.9,0.9,48,1,5,0.299258304,0.700741696,1.092625538,0.504037149
9,200,0.1,32,32,5,0.9,0.9,144,0.01,5,0.299265428,0.700734572,1.131146307,0.504037149
7,200,0.1,96,96,15,0.7,0.7,144,0.1,5,0.299333784,0.700666216,1.086468964,0.504037149
9,100,0.2,64,64,10,0.5,0.5,112,0.1,5,0.299345324,0.700654676,1.100868987,0.504037149
9,100,0.2,32,32,5,0.5,0.5,144,1,5,0.299360699,0.700639301,1.11558204,0.504037149
7,100,0.2,64,64,10,0.7,0.7,80,1,5,0.299410531,0.700589469,1.100247502,0.504037149
9,200,0.1,32,32,5,0.5,0.5,144,0.01,5,0.299444245,0.700555755,1.11351764,0.504037149
5,100,0.2,64,64,10,0.5,0.5,16,0.1,5,0.299444745,0.700555255,1.080596474,0.504037149
5,200,0.1,96,96,15,0.7,0.7,16,0.01,5,0.299472786,0.700527214,1.072615509,0.504037149
9,200,0.1,64,64,10,0.7,0.7,112,0.1,5,0.299505311,0.700494689,1.103137654,0.504037149
5,200,0.1,96,96,15,0.7,0.7,112,1,5,0.299509038,0.700490962,1.078096344,0.504037149
5,100,0.2,32,32,5,0.9,0.9,48,0.1,5,0.299530536,0.700469464,1.11022507,0.504037149
9,200,0.1,64,64,10,0.5,0.5,48,1,5,0.29956243,0.70043757,1.099034143,0.504037149
9,100,0.2,64,64,10,0.7,0.7,112,0.01,5,0.299564454,0.700435546,1.108330296,0.504037149
7,200,0.1,64,64,10,0.7,0.7,48,1,5,0.299577002,0.700422998,1.09862825,0.504037149
5,100,0.2,32,32,5,0.9,0.9,48,0.01,5,0.299651708,0.700348292,1.121847779,0.504037149
7,100,0.2,64,64,10,0.5,0.5,16,0.01,5,0.299663633,0.700336367,1.087516066,0.504037149
7,200,0.1,96,96,15,0.9,0.9,16,1,5,0.299677608,0.700322392,1.075150036,0.504037149
7,200,0.1,64,64,10,0.7,0.7,144,0.01,5,0.299682831,0.700317169,1.100089467,0.504037149
9,200,0.1,96,96,15,0.7,0.7,48,0.1,5,0.299697141,0.700302859,1.085677204,0.504037149
9,100,0.2,96,96,15,0.7,0.7,144,0.1,5,0.299698062,0.700301938,1.091376827,0.504037149
7,200,0.1,96,96,15,0.7,0.7,144,0.01,5,0.299737121,0.700262879,1.082009237,0.504037149
9,100,0.2,96,96,15,0.9,0.9,80,0.1,5,0.299745153,0.700254847,1.087948124,0.504037149
5,100,0.2,32,32,5,0.7,0.7,144,0.01,5,0.299746023,0.700253977,1.102185916,0.504037149
9,200,0.1,32,32,5,0.5,0.5,112,0.01,5,0.299764917,0.700235083,1.120329968,0.504037149
9,200,0.1,96,96,15,0.5,0.5,144,0.01,5,0.299788862,0.700211138,1.084596457,0.504037149
7,200,0.1,96,96,15,0.7,0.7,112,1,5,0.29981555,0.70018445,1.078954004,0.504037149
7,200,0.1,64,64,10,0.5,0.5,16,1,5,0.299862375,0.700137625,1.085223966,0.504037149
5,100,0.2,64,64,10,0.5,0.5,48,1,5,0.299878108,0.700121892,1.090977065,0.504037149
7,200,0.1,64,64,10,0.7,0.7,144,0.1,5,0.299884557,0.700115443,1.095271185,0.504037149
7,100,0.2,64,64,10,0.7,0.7,144,0.01,5,0.299888261,0.700111739,1.094286824,0.504037149
5,100,0.2,64,64,10,0.9,0.9,80,0.1,5,0.299925241,0.700074759,1.091598478,0.504037149
7,200,0.1,32,32,5,0.7,0.7,48,0.01,5,0.299932579,0.700067421,1.126099881,0.504037149
9,200,0.1,96,96,15,0.7,0.7,80,0.1,5,0.29993642,0.70006358,1.080888866,0.504037149
7,100,0.2,96,96,15,0.5,0.5,144,0.01,5,0.299954921,0.700045079,1.082907714,0.504037149
9,100,0.2,32,32,5,0.7,0.7,48,0.1,5,0.299961499,0.700038501,1.137880127,0.504037149
9,200,0.1,64,64,10,0.7,0.7,144,0.1,5,0.29998778,0.70001222,1.106771602,0.504037149
7,200,0.1,32,32,5,0.5,0.5,48,0.01,5,0.300014517,0.699985483,1.117540055,0.504037149
7,200,0.1,96,96,15,0.5,0.5,112,1,5,0.300020746,0.699979254,1.079763232,0.504037149
7,100,0.2,32,32,5,0.9,0.9,48,1,5,0.300029018,0.699970982,1.135351677,0.504037149
5,200,0.1,96,96,15,0.9,0.9,112,0.1,5,0.300055548,0.699944452,1.078934601,0.504037149
7,100,0.2,96,96,15,0.5,0.5,16,1,5,0.300100591,0.699899409,1.075111251,0.504037149
5,100,0.2,32,32,5,0.7,0.7,16,1,5,0.300113266,0.699886734,1.101119268,0.504037149
7,100,0.2,128,128,20,0.9,0.9,80,1,5,0.300128035,0.699871965,1.078666593,0.504037149
9,100,0.2,128,128,20,0.9,0.9,80,1,5,0.300128035,0.699871965,1.081026064,0.504037149
5,200,0.1,128,128,20,0.5,0.5,16,1,5,0.300134314,0.699865686,1.066628265,0.504037149
9,100,0.2,96,96,15,0.7,0.7,16,1,5,0.300138325,0.699861675,1.078363653,0.504037149
5,200,0.1,96,96,15,0.9,0.9,16,0.1,5,0.30015933,0.69984067,1.073774523,0.504037149
5,200,0.1,64,64,10,0.5,0.5,48,0.01,5,0.300161201,0.699838799,1.090909812,0.504037149
5,100,0.2,96,96,15,0.7,0.7,144,1,5,0.300172877,0.699827123,1.074185772,0.504037149
5,200,0.1,64,64,10,0.5,0.5,48,0.1,5,0.300185754,0.699814246,1.089555189,0.504037149
7,100,0.2,32,32,5,0.7,0.7,112,0.1,5,0.300222951,0.699777049,1.124626757,0.504037149
5,200,0.1,32,32,5,0.7,0.7,144,1,5,0.300245991,0.699754009,1.10181798,0.504037149
9,200,0.1,96,96,15,0.9,0.9,112,0.1,5,0.300263657,0.699736343,1.088071871,0.504037149
7,200,0.1,96,96,15,0.5,0.5,16,0.01,5,0.30026554,0.69973446,1.07631384,0.504037149
9,200,0.1,96,96,15,0.7,0.7,144,0.01,5,0.300265602,0.699734398,1.087214256,0.504037149
5,100,0.2,64,64,10,0.5,0.5,144,0.01,5,0.300303814,0.699696186,1.084404426,0.504037149
5,100,0.2,96,96,15,0.7,0.7,48,1,5,0.300305047,0.699694953,1.076993193,0.504037149
7,200,0.1,96,96,15,0.9,0.9,112,0.01,5,0.300309516,0.699690484,1.089531588,0.504037149
9,200,0.1,96,96,15,0.7,0.7,112,1,5,0.300319566,0.699680434,1.081956083,0.504037149
9,100,0.2,64,64,10,0.7,0.7,144,1,5,0.300328489,0.699671511,1.10826737,0.504037149
5,200,0.1,128,128,20,0.7,0.7,16,1,5,0.300379943,0.699620057,1.07494727,0.504037149
7,100,0.2,32,32,5,0.5,0.5,112,0.01,5,0.300386147,0.699613853,1.114716846,0.504037149
5,100,0.2,32,32,5,0.7,0.7,80,0.1,5,0.300399787,0.699600213,1.108950116,0.504037149
7,100,0.2,64,64,10,0.5,0.5,112,0.01,5,0.300401636,0.699598364,1.096824365,0.504037149
9,200,0.1,96,96,15,0.9,0.9,144,0.1,5,0.30042584,0.69957416,1.092316133,0.504037149
9,200,0.1,96,96,15,0.7,0.7,144,0.1,5,0.300430366,0.699569634,1.087104772,0.504037149
5,200,0.1,96,96,15,0.7,0.7,112,0.01,5,0.300441421,0.699558579,1.078373669,0.504037149
5,100,0.2,64,64,10,0.7,0.7,48,0.01,5,0.300443604,0.699556396,1.088545764,0.504037149
7,200,0.1,96,96,15,0.9,0.9,48,0.01,5,0.300451805,0.699548195,1.088412943,0.504037149
5,100,0.2,128,128,20,0.5,0.5,16,0.01,5,0.300453175,0.699546825,1.067341247,0.504037149
5,100,0.2,32,32,5,0.9,0.9,48,1,5,0.300458894,0.699541106,1.124431712,0.504037149
9,100,0.2,96,96,15,0.5,0.5,144,0.01,5,0.30049107,0.69950893,1.084191037,0.504037149
9,100,0.2,64,64,10,0.5,0.5,112,0.01,5,0.300498872,0.699501128,1.100932003,0.504037149
7,100,0.2,96,96,15,0.5,0.5,112,1,5,0.300501918,0.699498082,1.079685925,0.504037149
9,200,0.1,64,64,10,0.7,0.7,48,0.1,5,0.300510449,0.699489551,1.106877738,0.504037149
7,200,0.1,96,96,15,0.7,0.7,16,0.01,5,0.300514538,0.699485462,1.076754459,0.504037149
9,200,0.1,96,96,15,0.9,0.9,112,1,5,0.30052212,0.69947788,1.090224729,0.504037149
5,100,0.2,64,64,10,0.9,0.9,48,1,5,0.300535457,0.699464543,1.090334662,0.504037149
9,200,0.1,64,64,10,0.5,0.5,48,0.1,5,0.300540128,0.699459872,1.103633779,0.504037149
5,200,0.1,32,32,5,0.7,0.7,48,1,5,0.300544807,0.699455193,1.104594607,0.504037149
5,200,0.1,32,32,5,0.5,0.5,48,0.1,5,0.300557743,0.699442257,1.10051505,0.504037149
9,100,0.2,96,96,15,0.7,0.7,144,1,5,0.3005948,0.6994052,1.083268473,0.504037149
7,200,0.1,96,96,15,0.7,0.7,48,0.1,5,0.300607847,0.699392153,1.081403888,0.504037149
5,200,0.1,96,96,15,0.7,0.7,48,0.1,5,0.300612271,0.699387729,1.075692108,0.504037149
7,100,0.2,96,96,15,0.7,0.7,112,0.01,5,0.300613198,0.699386802,1.085112846,0.504037149
9,200,0.1,96,96,15,0.5,0.5,48,0.01,5,0.300624847,0.699375153,1.083244404,0.504037149
5,200,0.1,96,96,15,0.5,0.5,48,0.01,5,0.300651014,0.699348986,1.079684598,0.504037149
5,200,0.1,96,96,15,0.7,0.7,48,0.01,5,0.300652276,0.699347724,1.079967435,0.504037149
5,100,0.2,32,32,5,0.7,0.7,112,1,5,0.300666782,0.699333218,1.104303655,0.504037149
7,200,0.1,128,128,20,0.7,0.7,48,0.1,5,0.300673655,0.699326345,1.078944528,0.504037149
9,200,0.1,128,128,20,0.7,0.7,48,0.1,5,0.300673655,0.699326345,1.080026448,0.504037149
5,200,0.1,96,96,15,0.9,0.9,112,1,5,0.300688841,0.699311159,1.080257131,0.504037149
7,200,0.1,96,96,15,0.9,0.9,144,0.01,5,0.300698546,0.699301454,1.094044141,0.504037149
5,200,0.1,96,96,15,0.7,0.7,112,0.1,5,0.300721629,0.699278371,1.078839532,0.504037149
7,100,0.2,32,32,5,0.5,0.5,48,0.01,5,0.300726264,0.699273736,1.117765175,0.504037149
9,100,0.2,64,64,10,0.9,0.9,48,1,5,0.300738627,0.699261373,1.119979876,0.504037149
9,200,0.1,96,96,15,0.7,0.7,112,0.01,5,0.300746369,0.699253631,1.08296777,0.504037149
5,200,0.1,32,32,5,0.5,0.5,48,0.01,5,0.300746571,0.699253429,1.096321484,0.504037149
7,200,0.1,64,64,10,0.7,0.7,16,0.01,5,0.300774055,0.699225945,1.088506487,0.504037149
9,100,0.2,64,64,10,0.9,0.9,48,0.01,5,0.300780668,0.699219332,1.126001119,0.504037149
7,100,0.2,64,64,10,0.9,0.9,112,0.01,5,0.300794203,0.699205797,1.103153508,0.504037149
9,200,0.1,64,64,10,0.7,0.7,16,0.01,5,0.30082647,0.69917353,1.092715605,0.504037149
7,100,0.2,96,96,15,0.7,0.7,48,1,5,0.300834431,0.699165569,1.083421273,0.504037149
9,200,0.1,96,96,15,0.5,0.5,144,0.1,5,0.30083833,0.69916167,1.084663783,0.504037149
9,100,0.2,32,32,5,0.5,0.5,112,0.1,5,0.300852938,0.699147062,1.122920737,0.504037149
5,100,0.2,64,64,10,0.7,0.7,144,1,5,0.300868689,0.699131311,1.086930473,0.504037149
5,200,0.1,96,96,15,0.9,0.9,144,1,5,0.300877095,0.699122905,1.081117168,0.504037149
5,200,0.1,96,96,15,0.5,0.5,16,0.1,5,0.300883183,0.699116817,1.072144954,0.504037149
9,200,0.1,96,96,15,0.9,0.9,80,0.1,5,0.30088435,0.69911565,1.088048883,0.504037149
9,100,0.2,32,32,5,0.7,0.7,144,0.01,5,0.300915193,0.699084807,1.14458476,0.504037149
9,200,0.1,96,96,15,0.7,0.7,48,1,5,0.300915214,0.699084786,1.081948504,0.504037149
5,100,0.2,64,64,10,0.5,0.5,80,0.1,5,0.300916134,0.699083866,1.091665784,0.504037149
7,200,0.1,64,64,10,0.5,0.5,16,0.01,5,0.30091706,0.69908294,1.087196745,0.504037149
9,100,0.2,64,64,10,0.5,0.5,16,1,5,0.300925027,0.699074973,1.08219695,0.504037149
9,100,0.2,96,96,15,0.5,0.5,144,1,5,0.300941355,0.699058645,1.083595182,0.504037149
9,100,0.2,64,64,10,0.7,0.7,16,0.1,5,0.30094501,0.69905499,1.095253877,0.504037149
5,200,0.1,96,96,15,0.7,0.7,48,1,5,0.300945984,0.699054016,1.075744008,0.504037149
5,100,0.2,128,128,20,0.5,0.5,112,1,5,0.300946461,0.699053539,1.075687863,0.504037149
7,200,0.1,64,64,10,0.5,0.5,48,0.01,5,0.300960312,0.699039688,1.099318873,0.504037149
5,100,0.2,96,96,15,0.5,0.5,48,0.01,5,0.300978251,0.699021749,1.082701621,0.504037149
7,200,0.1,64,64,10,0.7,0.7,112,0.01,5,0.300984569,0.699015431,1.094799921,0.504037149
9,100,0.2,32,32,5,0.9,0.9,48,1,5,0.300987879,0.699012121,1.161002131,0.504037149
9,200,0.1,32,32,5,0.5,0.5,80,0.1,5,0.301004037,0.698995963,1.119186134,0.504037149
7,100,0.2,32,32,5,0.9,0.9,144,1,5,0.301017858,0.698982142,1.134739745,0.504037149
7,100,0.2,128,128,20,0.5,0.5,112,0.1,5,0.301020935,0.698979065,1.078750015,0.504037149
9,100,0.2,128,128,20,0.5,0.5,112,0.1,5,0.301020935,0.698979065,1.078826939,0.504037149
5,200,0.1,64,64,10,0.9,0.9,112,0.01,5,0.30102323,0.69897677,1.089990056,0.504037149
9,100,0.2,128,128,20,0.9,0.9,48,0.1,5,0.301027117,0.698972883,1.084292685,0.504037149
7,100,0.2,128,128,20,0.9,0.9,48,0.1,5,0.301027117,0.698972883,1.081276765,0.504037149
7,200,0.1,128,128,20,0.9,0.9,16,1,5,0.30104755,0.69895245,1.075663319,0.504037149
9,200,0.1,128,128,20,0.9,0.9,16,1,5,0.30104755,0.69895245,1.074882784,0.504037149
9,200,0.1,64,64,10,0.5,0.5,144,0.01,5,0.301052229,0.698947771,1.09549221,0.504037149
9,100,0.2,64,64,10,0.5,0.5,16,0.01,5,0.301062635,0.698937365,1.089567642,0.504037149
7,100,0.2,64,64,10,0.5,0.5,16,0.1,5,0.301064824,0.698935176,1.085555893,0.504037149
5,200,0.1,96,96,15,0.7,0.7,16,0.1,5,0.301099778,0.698900222,1.070194457,0.504037149
7,200,0.1,32,32,5,0.5,0.5,144,0.1,5,0.301116751,0.698883249,1.106358935,0.504037149
5,100,0.2,32,32,5,0.5,0.5,144,0.1,5,0.301126809,0.698873191,1.103159287,0.504037149
9,200,0.1,32,32,5,0.5,0.5,112,0.1,5,0.301143049,0.698856951,1.114564541,0.504037149
5,100,0.2,64,64,10,0.5,0.5,112,0.1,5,0.301145792,0.698854208,1.090826248,0.504037149
5,100,0.2,96,96,15,0.5,0.5,112,1,5,0.301149184,0.698850816,1.077471038,0.504037149
7,100,0.2,64,64,10,0.7,0.7,48,0.01,5,0.301151459,0.698848541,1.098300146,0.504037149
7,100,0.2,96,96,15,0.7,0.7,16,0.01,5,0.301178671,0.698821329,1.076695131,0.504037149
9,200,0.1,32,32,5,0.9,0.9,48,1,5,0.301179476,0.698820524,1.148053423,0.504037149
9,200,0.1,64,64,10,0.7,0.7,48,1,5,0.301205581,0.698794419,1.103423334,0.504037149
9,200,0.1,96,96,15,0.7,0.7,80,0.01,5,0.301211132,0.698788868,1.081535376,0.504037149
9,100,0.2,96,96,15,0.5,0.5,16,0.01,5,0.301228644,0.698771356,1.081155535,0.504037149
9,200,0.1,64,64,10,0.9,0.9,48,0.01,5,0.301230328,0.698769672,1.116539055,0.504037149
9,100,0.2,96,96,15,0.5,0.5,80,0.1,5,0.301231514,0.698768486,1.088040839,0.504037149
5,200,0.1,64,64,10,0.9,0.9,144,0.1,5,0.301242307,0.698757693,1.08935644,0.504037149
7,200,0.1,64,64,10,0.9,0.9,48,0.1,5,0.301252138,0.698747862,1.107802582,0.504037149
9,100,0.2,64,64,10,0.5,0.5,80,1,5,0.301258076,0.698741924,1.101184678,0.504037149
