max_depth_XGB,reg_lambda_XGB,reg_lambda_LGB,learning_rate_XGB,n_estimators_XGB,num_leaves_LGB,min_child_samples_LGB,subsample_XGB,colsample_bytree_XGB,subsample_LGB,colsample_bytree_LGB,max_depth_LGB,min_child_weight_XGB,max_bin_LGB,reg_alpha_XGB,reg_alpha_LGB,learning_rate_XGB,num_iterations_LGB,degree,mse,r2
9,9,2.8125,0.1,100,64,64,0.9,0.9,0.5,0.5,5,80,80,0.01,0.01,0.05,200,10,0.206266144,0.793733856
5,5,1.5625,0.1,100,128,128,0.7,0.7,0.7,0.7,7,112,112,1,1,0.1,100,10,0.206269149,0.793730851
9,9,2.8125,0.1,100,128,128,0.7,0.7,0.7,0.7,9,144,144,1,1,0.05,200,10,0.206273843,0.793726157
9,9,2.8125,0.05,200,64,64,0.9,0.9,0.5,0.5,5,80,80,0.01,0.01,0.1,100,10,0.206299558,0.793700442
5,5,1.5625,0.05,200,96,96,0.9,0.9,0.5,0.5,5,80,80,1,1,0.05,200,10,0.206308793,0.793691207
9,9,2.8125,0.1,100,64,64,0.7,0.7,0.7,0.7,9,144,144,0.01,0.01,0.05,200,10,0.206311395,0.793688605
7,7,2.1875,0.1,100,128,128,0.9,0.9,0.5,0.5,5,80,80,1,1,0.05,200,10,0.206311497,0.793688503
5,5,1.5625,0.05,200,64,64,0.7,0.7,0.7,0.7,9,144,144,0.01,0.01,0.1,100,10,0.206312273,0.793687727
5,5,1.5625,0.1,100,128,128,0.5,0.5,0.9,0.9,9,144,144,1,1,0.05,200,10,0.206336712,0.793663288
9,9,2.8125,0.05,200,128,128,0.9,0.9,0.5,0.5,7,112,112,0.01,0.01,0.05,200,10,0.20633686,0.79366314
7,7,2.1875,0.1,100,64,64,0.9,0.9,0.5,0.5,7,112,112,0.1,0.1,0.1,100,10,0.206343124,0.793656876
7,7,2.1875,0.05,200,128,128,0.5,0.5,0.9,0.9,7,112,112,0.1,0.1,0.1,100,10,0.206349461,0.793650539
5,5,1.5625,0.05,200,96,96,0.7,0.7,0.7,0.7,5,80,80,0.1,0.1,0.05,200,10,0.206362464,0.793637536
7,7,2.1875,0.1,100,96,96,0.9,0.9,0.5,0.5,3,48,48,0.1,0.1,0.1,100,10,0.206366973,0.793633027
7,7,2.1875,0.05,200,96,96,0.5,0.5,0.9,0.9,9,144,144,0.01,0.01,0.1,100,10,0.2063804,0.7936196
9,9,2.8125,0.1,100,128,128,0.9,0.9,0.5,0.5,5,80,80,0.1,0.1,0.05,200,10,0.206392209,0.793607791
5,5,1.5625,0.1,100,128,128,0.5,0.5,0.9,0.9,9,144,144,1,1,0.1,100,10,0.206413145,0.793586855
9,9,2.8125,0.05,200,128,128,0.9,0.9,0.5,0.5,7,112,112,0.1,0.1,0.05,200,10,0.206418658,0.793581342
7,7,2.1875,0.1,100,64,64,0.9,0.9,0.5,0.5,9,144,144,0.01,0.01,0.05,200,10,0.206425376,0.793574624
7,7,2.1875,0.1,100,128,128,0.9,0.9,0.5,0.5,3,48,48,1,1,0.1,100,10,0.206432074,0.793567926
9,9,2.8125,0.1,100,64,64,0.9,0.9,0.5,0.5,7,112,112,1,1,0.1,100,10,0.206437391,0.793562609
5,5,1.5625,0.05,200,64,64,0.7,0.7,0.7,0.7,9,144,144,0.01,0.01,0.05,200,10,0.206440639,0.793559361
7,7,2.1875,0.05,200,96,96,0.7,0.7,0.7,0.7,5,80,80,1,1,0.05,200,10,0.206445384,0.793554616
9,9,2.8125,0.1,100,128,128,0.7,0.7,0.7,0.7,5,80,80,0.01,0.01,0.05,200,10,0.206452333,0.793547667
7,7,2.1875,0.1,100,32,32,0.5,0.5,0.9,0.9,7,112,112,1,1,0.05,200,10,0.206456235,0.793543765
5,5,1.5625,0.1,100,32,32,0.7,0.7,0.7,0.7,9,144,144,0.01,0.01,0.1,100,10,0.206462035,0.793537965
9,9,2.8125,0.1,100,64,64,0.9,0.9,0.5,0.5,9,144,144,1,1,0.1,100,10,0.206480542,0.793519458
5,5,1.5625,0.1,100,96,96,0.7,0.7,0.7,0.7,7,112,112,1,1,0.05,200,10,0.206481981,0.793518019
9,9,2.8125,0.05,200,32,32,0.5,0.5,0.9,0.9,9,144,144,1,1,0.05,200,10,0.206499495,0.793500505
7,7,2.1875,0.1,100,96,96,0.5,0.5,0.9,0.9,5,80,80,1,1,0.1,100,10,0.206505203,0.793494797
9,9,2.8125,0.05,200,96,96,0.9,0.9,0.5,0.5,9,144,144,0.01,0.01,0.05,200,10,0.206514175,0.793485825
5,5,1.5625,0.1,100,64,64,0.7,0.7,0.7,0.7,7,112,112,0.1,0.1,0.05,200,10,0.206526549,0.793473451
5,5,1.5625,0.05,200,32,32,0.7,0.7,0.7,0.7,5,80,80,0.1,0.1,0.05,200,10,0.206581328,0.793418672
7,7,2.1875,0.1,100,128,128,0.7,0.7,0.7,0.7,7,112,112,1,1,0.05,200,10,0.206593336,0.793406664
7,7,2.1875,0.1,100,96,96,0.9,0.9,0.5,0.5,7,112,112,1,1,0.05,200,10,0.206647245,0.793352755
9,9,2.8125,0.1,100,64,64,0.5,0.5,0.9,0.9,9,144,144,0.01,0.01,0.1,100,10,0.206658365,0.793341635
9,9,2.8125,0.1,100,32,32,0.5,0.5,0.9,0.9,9,144,144,0.1,0.1,0.05,200,10,0.206724001,0.793275999
9,9,2.8125,0.05,200,96,96,0.7,0.7,0.7,0.7,7,112,112,1,1,0.1,100,10,0.206755456,0.793244544
9,9,2.8125,0.05,200,64,64,0.7,0.7,0.7,0.7,9,144,144,0.01,0.01,0.05,200,10,0.206799526,0.793200474
7,7,2.1875,0.1,100,32,32,0.9,0.9,0.5,0.5,7,112,112,0.1,0.1,0.1,100,10,0.206827875,0.793172125
9,9,2.8125,0.05,200,96,96,0.9,0.9,0.5,0.5,9,144,144,1,1,0.05,200,10,0.206837647,0.793162353
7,7,2.1875,0.1,100,32,32,0.9,0.9,0.5,0.5,9,144,144,0.1,0.1,0.1,100,10,0.206850827,0.793149173
9,9,2.8125,0.1,100,128,128,0.7,0.7,0.7,0.7,7,112,112,0.01,0.01,0.05,200,10,0.206853773,0.793146227
5,5,1.5625,0.1,100,32,32,0.7,0.7,0.7,0.7,5,80,80,0.1,0.1,0.1,100,10,0.206864657,0.793135343
5,5,1.5625,0.1,100,128,128,0.9,0.9,0.5,0.5,9,144,144,1,1,0.05,200,10,0.206882102,0.793117898
5,5,1.5625,0.05,200,128,128,0.5,0.5,0.9,0.9,9,144,144,1,1,0.1,100,10,0.206904141,0.793095859
9,9,2.8125,0.05,200,64,64,0.9,0.9,0.5,0.5,7,112,112,0.01,0.01,0.1,100,10,0.206914496,0.793085504
9,9,2.8125,0.1,100,64,64,0.7,0.7,0.7,0.7,9,144,144,0.01,0.01,0.1,100,10,0.206927404,0.793072596
5,5,1.5625,0.1,100,96,96,0.9,0.9,0.5,0.5,7,112,112,0.01,0.01,0.05,200,10,0.20692765,0.79307235
5,5,1.5625,0.05,200,128,128,0.9,0.9,0.5,0.5,7,112,112,0.01,0.01,0.05,200,10,0.206946403,0.793053597
9,9,2.8125,0.1,100,96,96,0.7,0.7,0.7,0.7,9,144,144,0.1,0.1,0.1,100,10,0.207002129,0.792997871
9,9,2.8125,0.1,100,128,128,0.7,0.7,0.7,0.7,7,112,112,1,1,0.05,200,10,0.207025069,0.792974931
7,7,2.1875,0.1,100,32,32,0.7,0.7,0.7,0.7,5,80,80,0.01,0.01,0.05,200,10,0.207046711,0.792953289
7,7,2.1875,0.05,200,96,96,0.7,0.7,0.7,0.7,9,144,144,0.01,0.01,0.1,100,10,0.207056945,0.792943055
7,7,2.1875,0.05,200,32,32,0.9,0.9,0.5,0.5,7,112,112,0.01,0.01,0.05,200,10,0.207148204,0.792851796
9,9,2.8125,0.05,200,128,128,0.9,0.9,0.5,0.5,7,112,112,1,1,0.1,100,10,0.207158327,0.792841673
9,9,2.8125,0.1,100,128,128,0.9,0.9,0.5,0.5,7,112,112,1,1,0.05,200,10,0.207160615,0.792839385
7,7,2.1875,0.1,100,64,64,0.7,0.7,0.7,0.7,5,80,80,0.1,0.1,0.1,100,10,0.207168014,0.792831986
9,9,2.8125,0.1,100,32,32,0.9,0.9,0.5,0.5,5,80,80,0.1,0.1,0.1,100,10,0.207177116,0.792822884
9,9,2.8125,0.05,200,32,32,0.9,0.9,0.5,0.5,9,144,144,1,1,0.1,100,10,0.207191163,0.792808837
7,7,2.1875,0.05,200,128,128,0.7,0.7,0.7,0.7,7,112,112,0.01,0.01,0.05,200,10,0.207205963,0.792794037
9,9,2.8125,0.1,100,32,32,0.7,0.7,0.7,0.7,7,112,112,0.1,0.1,0.05,200,10,0.207220824,0.792779176
7,7,2.1875,0.1,100,32,32,0.5,0.5,0.9,0.9,9,144,144,1,1,0.05,200,10,0.207317133,0.792682867
5,5,1.5625,0.05,200,64,64,0.9,0.9,0.5,0.5,9,144,144,0.1,0.1,0.05,200,10,0.207366088,0.792633912
5,5,1.5625,0.1,100,96,96,0.9,0.9,0.5,0.5,9,144,144,1,1,0.05,200,10,0.207373228,0.792626772
9,9,2.8125,0.1,100,96,96,0.5,0.5,0.9,0.9,9,144,144,1,1,0.05,200,10,0.207391482,0.792608518
5,5,1.5625,0.1,100,96,96,0.9,0.9,0.5,0.5,7,112,112,0.1,0.1,0.1,100,10,0.207418703,0.792581297
5,5,1.5625,0.05,200,96,96,0.7,0.7,0.7,0.7,9,144,144,0.1,0.1,0.1,100,10,0.207422388,0.792577612
9,9,2.8125,0.1,100,128,128,0.7,0.7,0.7,0.7,9,144,144,0.1,0.1,0.1,100,10,0.207436996,0.792563004
5,5,1.5625,0.05,200,128,128,0.9,0.9,0.5,0.5,9,144,144,1,1,0.1,100,10,0.20746813,0.79253187
5,5,1.5625,0.05,200,96,96,0.7,0.7,0.7,0.7,9,144,144,1,1,0.05,200,10,0.207535749,0.792464251
7,7,2.1875,0.05,200,96,96,0.5,0.5,0.9,0.9,9,144,144,0.1,0.1,0.1,100,10,0.207590558,0.792409442
7,7,2.1875,0.05,200,32,32,0.9,0.9,0.5,0.5,5,80,80,1,1,0.1,100,10,0.207593873,0.792406127
7,7,2.1875,0.1,100,64,64,0.5,0.5,0.9,0.9,9,144,144,1,1,0.1,100,10,0.207611971,0.792388029
7,7,2.1875,0.1,100,32,32,0.9,0.9,0.5,0.5,9,144,144,1,1,0.1,100,10,0.207636606,0.792363394
7,7,2.1875,0.1,100,32,32,0.5,0.5,0.9,0.9,5,80,80,0.01,0.01,0.1,100,10,0.207641259,0.792358741
7,7,2.1875,0.05,200,64,64,0.9,0.9,0.5,0.5,7,112,112,0.1,0.1,0.05,200,10,0.207641555,0.792358445
9,9,2.8125,0.05,200,96,96,0.9,0.9,0.5,0.5,5,80,80,0.1,0.1,0.05,200,10,0.207713629,0.792286371
7,7,2.1875,0.05,200,96,96,0.9,0.9,0.5,0.5,7,112,112,0.01,0.01,0.05,200,10,0.207727443,0.792272557
9,9,2.8125,0.05,200,96,96,0.9,0.9,0.5,0.5,3,48,48,0.01,0.01,0.1,100,10,0.207731501,0.792268499
5,5,1.5625,0.05,200,96,96,0.7,0.7,0.7,0.7,9,144,144,0.1,0.1,0.05,200,10,0.207731836,0.792268164
7,7,2.1875,0.05,200,96,96,0.7,0.7,0.7,0.7,5,80,80,0.01,0.01,0.1,100,10,0.207741542,0.792258458
9,9,2.8125,0.05,200,32,32,0.5,0.5,0.9,0.9,7,112,112,1,1,0.05,200,10,0.207751662,0.792248338
7,7,2.1875,0.05,200,32,32,0.9,0.9,0.5,0.5,5,80,80,0.1,0.1,0.05,200,10,0.207754436,0.792245564
5,5,1.5625,0.1,100,64,64,0.7,0.7,0.7,0.7,9,144,144,0.1,0.1,0.05,200,10,0.207769686,0.792230314
9,9,2.8125,0.1,100,32,32,0.5,0.5,0.9,0.9,7,112,112,1,1,0.05,200,10,0.207800519,0.792199481
9,9,2.8125,0.05,200,96,96,0.9,0.9,0.5,0.5,9,144,144,0.1,0.1,0.1,100,10,0.207840078,0.792159922
7,7,2.1875,0.05,200,128,128,0.9,0.9,0.5,0.5,9,144,144,1,1,0.1,100,10,0.207904334,0.792095666
5,5,1.5625,0.1,100,96,96,0.9,0.9,0.5,0.5,5,80,80,0.1,0.1,0.05,200,10,0.207912638,0.792087362
7,7,2.1875,0.1,100,128,128,0.5,0.5,0.9,0.9,7,112,112,1,1,0.1,100,10,0.207916411,0.792083589
9,9,2.8125,0.1,100,128,128,0.9,0.9,0.5,0.5,9,144,144,1,1,0.05,200,10,0.207917261,0.792082739
5,5,1.5625,0.1,100,64,64,0.9,0.9,0.5,0.5,9,144,144,1,1,0.1,100,10,0.207922482,0.792077518
7,7,2.1875,0.05,200,32,32,0.7,0.7,0.7,0.7,7,112,112,0.1,0.1,0.05,200,10,0.207937701,0.792062299
9,9,2.8125,0.1,100,96,96,0.5,0.5,0.9,0.9,7,112,112,0.1,0.1,0.05,200,10,0.207945025,0.792054975
7,7,2.1875,0.05,200,96,96,0.9,0.9,0.5,0.5,7,112,112,1,1,0.1,100,10,0.207953685,0.792046315
9,9,2.8125,0.05,200,64,64,0.5,0.5,0.9,0.9,9,144,144,0.01,0.01,0.05,200,10,0.207953738,0.792046262
9,9,2.8125,0.05,200,96,96,0.9,0.9,0.5,0.5,7,112,112,1,1,0.1,100,10,0.207960922,0.792039078
7,7,2.1875,0.05,200,96,96,0.5,0.5,0.9,0.9,5,80,80,1,1,0.1,100,10,0.207963607,0.792036393
5,5,1.5625,0.05,200,128,128,0.9,0.9,0.5,0.5,7,112,112,0.1,0.1,0.05,200,10,0.207977551,0.792022449
7,7,2.1875,0.05,200,64,64,0.9,0.9,0.5,0.5,9,144,144,0.01,0.01,0.05,200,10,0.20801333,0.79198667
5,5,1.5625,0.1,100,32,32,0.9,0.9,0.5,0.5,5,80,80,1,1,0.05,200,10,0.208048663,0.791951337
7,7,2.1875,0.1,100,64,64,0.7,0.7,0.7,0.7,9,144,144,0.1,0.1,0.1,100,10,0.208054134,0.791945866
7,7,2.1875,0.05,200,32,32,0.5,0.5,0.9,0.9,7,112,112,1,1,0.05,200,10,0.208070243,0.791929757
7,7,2.1875,0.1,100,96,96,0.5,0.5,0.9,0.9,7,112,112,1,1,0.05,200,10,0.208075883,0.791924117
9,9,2.8125,0.1,100,32,32,0.7,0.7,0.7,0.7,5,80,80,0.01,0.01,0.1,100,10,0.208086546,0.791913454
5,5,1.5625,0.1,100,128,128,0.5,0.5,0.9,0.9,7,112,112,0.1,0.1,0.05,200,10,0.208091346,0.791908654
7,7,2.1875,0.1,100,64,64,0.9,0.9,0.5,0.5,3,48,48,0.01,0.01,0.1,100,10,0.208099395,0.791900605
7,7,2.1875,0.1,100,32,32,0.9,0.9,0.5,0.5,5,80,80,1,1,0.05,200,10,0.208115262,0.791884738
9,9,2.8125,0.05,200,32,32,0.5,0.5,0.9,0.9,9,144,144,0.1,0.1,0.05,200,10,0.208132896,0.791867104
7,7,2.1875,0.05,200,32,32,0.7,0.7,0.7,0.7,9,144,144,1,1,0.05,200,10,0.208132914,0.791867086
9,9,2.8125,0.05,200,128,128,0.9,0.9,0.5,0.5,5,80,80,1,1,0.05,200,10,0.208159654,0.791840346
5,5,1.5625,0.1,100,64,64,0.9,0.9,0.5,0.5,3,48,48,0.01,0.01,0.05,200,10,0.208181656,0.791818344
5,5,1.5625,0.05,200,96,96,0.9,0.9,0.5,0.5,9,144,144,0.1,0.1,0.05,200,10,0.208190127,0.791809873
7,7,2.1875,0.05,200,128,128,0.5,0.5,0.9,0.9,9,144,144,1,1,0.05,200,10,0.208194778,0.791805222
5,5,1.5625,0.05,200,64,64,0.5,0.5,0.9,0.9,5,80,80,0.1,0.1,0.1,100,10,0.208248009,0.791751991
5,5,1.5625,0.05,200,32,32,0.5,0.5,0.9,0.9,5,80,80,0.1,0.1,0.1,100,10,0.208254284,0.791745716
5,5,1.5625,0.05,200,128,128,0.9,0.9,0.5,0.5,7,112,112,1,1,0.05,200,10,0.208270763,0.791729237
7,7,2.1875,0.1,100,96,96,0.9,0.9,0.5,0.5,3,48,48,1,1,0.1,100,10,0.208283741,0.791716259
5,5,1.5625,0.1,100,32,32,0.7,0.7,0.7,0.7,9,144,144,0.01,0.01,0.05,200,10,0.208330872,0.791669128
9,9,2.8125,0.1,100,64,64,0.7,0.7,0.7,0.7,9,144,144,0.1,0.1,0.05,200,10,0.208339506,0.791660494
9,9,2.8125,0.1,100,32,32,0.5,0.5,0.9,0.9,9,144,144,0.01,0.01,0.05,200,10,0.208354887,0.791645113
9,9,2.8125,0.1,100,32,32,0.9,0.9,0.5,0.5,5,80,80,0.01,0.01,0.05,200,10,0.208359031,0.791640969
5,5,1.5625,0.05,200,96,96,0.9,0.9,0.5,0.5,5,80,80,0.01,0.01,0.05,200,10,0.208390592,0.791609408
7,7,2.1875,0.05,200,96,96,0.7,0.7,0.7,0.7,7,112,112,0.01,0.01,0.05,200,10,0.20839591,0.79160409
7,7,2.1875,0.1,100,128,128,0.7,0.7,0.7,0.7,9,144,144,1,1,0.1,100,10,0.208396963,0.791603037
7,7,2.1875,0.05,200,32,32,0.5,0.5,0.9,0.9,5,80,80,0.01,0.01,0.1,100,10,0.208425449,0.791574551
7,7,2.1875,0.05,200,128,128,0.7,0.7,0.7,0.7,9,144,144,1,1,0.05,200,10,0.208431956,0.791568044
9,9,2.8125,0.05,200,64,64,0.5,0.5,0.9,0.9,7,112,112,0.01,0.01,0.05,200,10,0.208452203,0.791547797
7,7,2.1875,0.05,200,128,128,0.9,0.9,0.5,0.5,7,112,112,1,1,0.05,200,10,0.208473079,0.791526921
7,7,2.1875,0.05,200,32,32,0.7,0.7,0.7,0.7,5,80,80,0.1,0.1,0.1,100,10,0.20851126,0.79148874
7,7,2.1875,0.05,200,64,64,0.9,0.9,0.5,0.5,7,112,112,0.01,0.01,0.1,100,10,0.208535705,0.791464295
5,5,1.5625,0.05,200,64,64,0.7,0.7,0.7,0.7,7,112,112,1,1,0.05,200,10,0.208552838,0.791447162
5,5,1.5625,0.05,200,32,32,0.7,0.7,0.7,0.7,9,144,144,0.01,0.01,0.1,100,10,0.208566824,0.791433176
9,9,2.8125,0.05,200,64,64,0.9,0.9,0.5,0.5,9,144,144,1,1,0.05,200,10,0.208568869,0.791431131
5,5,1.5625,0.05,200,64,64,0.9,0.9,0.5,0.5,5,80,80,1,1,0.1,100,10,0.208570746,0.791429254
7,7,2.1875,0.05,200,96,96,0.5,0.5,0.9,0.9,7,112,112,0.01,0.01,0.1,100,10,0.208577943,0.791422057
5,5,1.5625,0.05,200,128,128,0.5,0.5,0.9,0.9,9,144,144,1,1,0.05,200,10,0.208588138,0.791411862
9,9,2.8125,0.05,200,64,64,0.5,0.5,0.9,0.9,9,144,144,0.01,0.01,0.1,100,10,0.208593506,0.791406494
9,9,2.8125,0.1,100,64,64,0.9,0.9,0.5,0.5,9,144,144,0.01,0.01,0.1,100,10,0.208605696,0.791394304
9,9,2.8125,0.1,100,32,32,0.9,0.9,0.5,0.5,7,112,112,0.01,0.01,0.05,200,10,0.208628031,0.791371969
5,5,1.5625,0.05,200,128,128,0.7,0.7,0.7,0.7,9,144,144,1,1,0.05,200,10,0.208650643,0.791349357
7,7,2.1875,0.1,100,32,32,0.9,0.9,0.5,0.5,7,112,112,0.1,0.1,0.05,200,10,0.208655684,0.791344316
5,5,1.5625,0.05,200,64,64,0.9,0.9,0.5,0.5,7,112,112,0.1,0.1,0.1,100,10,0.208684692,0.791315308
7,7,2.1875,0.05,200,64,64,0.9,0.9,0.5,0.5,5,80,80,1,1,0.1,100,10,0.208693499,0.791306501
5,5,1.5625,0.1,100,96,96,0.5,0.5,0.9,0.9,9,144,144,1,1,0.1,100,10,0.208782017,0.791217983
5,5,1.5625,0.1,100,32,32,0.5,0.5,0.9,0.9,7,112,112,1,1,0.05,200,10,0.208789478,0.791210522
5,5,1.5625,0.05,200,32,32,0.9,0.9,0.5,0.5,9,144,144,0.01,0.01,0.05,200,10,0.208867424,0.791132576
9,9,2.8125,0.05,200,128,128,0.7,0.7,0.7,0.7,9,144,144,1,1,0.05,200,10,0.208876824,0.791123176
5,5,1.5625,0.1,100,96,96,0.9,0.9,0.5,0.5,3,48,48,0.01,0.01,0.05,200,10,0.208907364,0.791092636
7,7,2.1875,0.05,200,64,64,0.7,0.7,0.7,0.7,9,144,144,1,1,0.05,200,10,0.208913571,0.791086429
5,5,1.5625,0.05,200,128,128,0.9,0.9,0.5,0.5,3,48,48,0.1,0.1,0.1,100,10,0.208927466,0.791072534
7,7,2.1875,0.05,200,96,96,0.7,0.7,0.7,0.7,7,112,112,0.01,0.01,0.1,100,10,0.208929252,0.791070748
5,5,1.5625,0.1,100,32,32,0.9,0.9,0.5,0.5,7,112,112,1,1,0.05,200,10,0.20893476,0.79106524
9,9,2.8125,0.1,100,96,96,0.9,0.9,0.5,0.5,3,48,48,0.1,0.1,0.1,100,10,0.208969354,0.791030646
7,7,2.1875,0.05,200,32,32,0.9,0.9,0.5,0.5,7,112,112,0.01,0.01,0.1,100,10,0.209026601,0.790973399
5,5,1.5625,0.05,200,32,32,0.7,0.7,0.7,0.7,5,80,80,0.01,0.01,0.1,100,10,0.20905234,0.79094766
7,7,2.1875,0.1,100,96,96,0.5,0.5,0.9,0.9,7,112,112,1,1,0.1,100,10,0.209117527,0.790882473
5,5,1.5625,0.1,100,32,32,0.9,0.9,0.5,0.5,9,144,144,1,1,0.05,200,10,0.209202876,0.790797124
9,9,2.8125,0.1,100,128,128,0.5,0.5,0.9,0.9,7,112,112,0.1,0.1,0.1,100,10,0.209267611,0.790732389
9,9,2.8125,0.1,100,64,64,0.5,0.5,0.9,0.9,9,144,144,1,1,0.1,100,10,0.209274694,0.790725306
7,7,2.1875,0.1,100,64,64,0.7,0.7,0.7,0.7,9,144,144,0.01,0.01,0.1,100,10,0.209358763,0.790641237
5,5,1.5625,0.05,200,96,96,0.7,0.7,0.7,0.7,7,112,112,1,1,0.05,200,10,0.209392047,0.790607953
7,7,2.1875,0.05,200,64,64,0.5,0.5,0.9,0.9,9,144,144,1,1,0.1,100,10,0.209412696,0.790587304
5,5,1.5625,0.05,200,128,128,0.7,0.7,0.7,0.7,7,112,112,1,1,0.1,100,10,0.209426507,0.790573493
5,5,1.5625,0.05,200,64,64,0.9,0.9,0.5,0.5,7,112,112,0.01,0.01,0.1,100,10,0.209472383,0.790527617
9,9,2.8125,0.05,200,32,32,0.5,0.5,0.9,0.9,9,144,144,0.01,0.01,0.05,200,10,0.209485319,0.790514681
9,9,2.8125,0.05,200,96,96,0.5,0.5,0.9,0.9,9,144,144,1,1,0.05,200,10,0.209496977,0.790503023
9,9,2.8125,0.1,100,96,96,0.9,0.9,0.5,0.5,3,48,48,1,1,0.1,100,10,0.209517292,0.790482708
9,9,2.8125,0.05,200,64,64,0.7,0.7,0.7,0.7,9,144,144,0.01,0.01,0.1,100,10,0.209520368,0.790479632
7,7,2.1875,0.05,200,96,96,0.7,0.7,0.7,0.7,7,112,112,0.1,0.1,0.05,200,10,0.209567027,0.790432973
7,7,2.1875,0.1,100,128,128,0.7,0.7,0.7,0.7,7,112,112,0.1,0.1,0.1,100,10,0.209580727,0.790419273
5,5,1.5625,0.05,200,32,32,0.9,0.9,0.5,0.5,7,112,112,1,1,0.1,100,10,0.209633076,0.790366924
5,5,1.5625,0.1,100,32,32,0.9,0.9,0.5,0.5,5,80,80,0.01,0.01,0.1,100,10,0.209637437,0.790362563
5,5,1.5625,0.05,200,96,96,0.9,0.9,0.5,0.5,7,112,112,1,1,0.05,200,10,0.209643609,0.790356391
9,9,2.8125,0.05,200,96,96,0.9,0.9,0.5,0.5,7,112,112,1,1,0.05,200,10,0.209790084,0.790209916
9,9,2.8125,0.05,200,128,128,0.7,0.7,0.7,0.7,9,144,144,0.1,0.1,0.1,100,10,0.209806553,0.790193447
5,5,1.5625,0.1,100,128,128,0.7,0.7,0.7,0.7,7,112,112,0.1,0.1,0.1,100,10,0.209858489,0.790141511
5,5,1.5625,0.1,100,32,32,0.5,0.5,0.9,0.9,9,144,144,0.01,0.01,0.1,100,10,0.209874541,0.790125459
7,7,2.1875,0.05,200,64,64,0.9,0.9,0.5,0.5,9,144,144,0.1,0.1,0.1,100,10,0.209885632,0.790114368
7,7,2.1875,0.1,100,128,128,0.9,0.9,0.5,0.5,7,112,112,0.01,0.01,0.05,200,10,0.209912371,0.790087629
7,7,2.1875,0.05,200,128,128,0.7,0.7,0.7,0.7,7,112,112,1,1,0.05,200,10,0.20992621,0.79007379
7,7,2.1875,0.05,200,128,128,0.5,0.5,0.9,0.9,7,112,112,1,1,0.05,200,10,0.209950254,0.790049746
9,9,2.8125,0.05,200,128,128,0.7,0.7,0.7,0.7,5,80,80,0.01,0.01,0.05,200,10,0.209952802,0.790047198
7,7,2.1875,0.1,100,128,128,0.9,0.9,0.5,0.5,9,144,144,0.01,0.01,0.1,100,10,0.20997364,0.79002636
9,9,2.8125,0.05,200,32,32,0.7,0.7,0.7,0.7,7,112,112,0.1,0.1,0.05,200,10,0.20998118,0.79001882
5,5,1.5625,0.05,200,64,64,0.7,0.7,0.7,0.7,7,112,112,0.1,0.1,0.05,200,10,0.210062533,0.789937467
9,9,2.8125,0.05,200,96,96,0.7,0.7,0.7,0.7,9,144,144,0.1,0.1,0.1,100,10,0.210089538,0.789910462
9,9,2.8125,0.05,200,32,32,0.9,0.9,0.5,0.5,5,80,80,0.01,0.01,0.05,200,10,0.210091735,0.789908265
9,9,2.8125,0.1,100,96,96,0.5,0.5,0.9,0.9,7,112,112,0.01,0.01,0.05,200,10,0.210107347,0.789892653
9,9,2.8125,0.05,200,128,128,0.7,0.7,0.7,0.7,7,112,112,1,1,0.05,200,10,0.210154503,0.789845497
7,7,2.1875,0.1,100,96,96,0.7,0.7,0.7,0.7,9,144,144,0.1,0.1,0.1,100,10,0.210165247,0.789834753
9,9,2.8125,0.05,200,96,96,0.5,0.5,0.9,0.9,7,112,112,0.1,0.1,0.05,200,10,0.210174722,0.789825278
9,9,2.8125,0.1,100,96,96,0.5,0.5,0.9,0.9,7,112,112,0.1,0.1,0.1,100,10,0.210192309,0.789807691
7,7,2.1875,0.1,100,96,96,0.7,0.7,0.7,0.7,7,112,112,0.1,0.1,0.05,200,10,0.210207559,0.789792441
5,5,1.5625,0.1,100,64,64,0.9,0.9,0.5,0.5,3,48,48,0.1,0.1,0.1,100,10,0.2102083,0.7897917
5,5,1.5625,0.1,100,128,128,0.7,0.7,0.7,0.7,7,112,112,1,1,0.05,200,10,0.210212004,0.789787996
7,7,2.1875,0.1,100,128,128,0.9,0.9,0.5,0.5,7,112,112,1,1,0.1,100,10,0.210234226,0.789765774
9,9,2.8125,0.1,100,128,128,0.5,0.5,0.9,0.9,9,144,144,1,1,0.1,100,10,0.210242939,0.789757061
7,7,2.1875,0.05,200,64,64,0.9,0.9,0.5,0.5,7,112,112,0.1,0.1,0.1,100,10,0.210267152,0.789732848
7,7,2.1875,0.05,200,128,128,0.5,0.5,0.9,0.9,7,112,112,1,1,0.1,100,10,0.21026754,0.78973246
7,7,2.1875,0.05,200,96,96,0.5,0.5,0.9,0.9,7,112,112,1,1,0.05,200,10,0.210295267,0.789704733
5,5,1.5625,0.1,100,32,32,0.5,0.5,0.9,0.9,9,144,144,0.1,0.1,0.1,100,10,0.21033866,0.78966134
9,9,2.8125,0.05,200,128,128,0.7,0.7,0.7,0.7,7,112,112,0.01,0.01,0.05,200,10,0.210367735,0.789632265
7,7,2.1875,0.1,100,32,32,0.7,0.7,0.7,0.7,9,144,144,0.1,0.1,0.1,100,10,0.210385297,0.789614703
