max_depth_XGB,reg_lambda_XGB,reg_lambda_LGB,learning_rate_XGB,n_estimators_XGB,num_leaves_LGB,min_child_samples_LGB,subsample_XGB,colsample_bytree_XGB,subsample_LGB,colsample_bytree_LGB,max_depth_LGB,min_child_weight_XGB,max_bin_LGB,reg_alpha_XGB,reg_alpha_LGB,learning_rate_XGB,num_iterations_LGB,degree,mse,r2
9,9,2.8125,0.05,200,64,64,0.5,0.5,0.9,0.9,7,112,112,1,1,0.1,100,5,0.363625099,0.636374901
7,7,2.1875,0.05,200,32,32,0.5,0.5,0.9,0.9,9,144,144,1,1,0.1,100,5,0.363642414,0.636357586
7,7,2.1875,0.1,100,32,32,0.9,0.9,0.5,0.5,7,112,112,0.01,0.01,0.05,200,5,0.363651807,0.636348193
5,5,1.5625,0.1,100,64,64,0.7,0.7,0.7,0.7,7,112,112,0.01,0.01,0.05,200,5,0.363702199,0.636297801
5,5,1.5625,0.1,100,96,96,0.5,0.5,0.9,0.9,7,112,112,0.01,0.01,0.05,200,5,0.363718263,0.636281737
7,7,2.1875,0.05,200,128,128,0.5,0.5,0.9,0.9,9,144,144,0.01,0.01,0.05,200,5,0.363729855,0.636270145
9,9,2.8125,0.05,200,64,64,0.5,0.5,0.9,0.9,5,80,80,0.1,0.1,0.1,100,5,0.363751973,0.636248027
5,5,1.5625,0.1,100,32,32,0.5,0.5,0.9,0.9,9,144,144,1,1,0.1,100,5,0.363806377,0.636193623
5,5,1.5625,0.1,100,64,64,0.9,0.9,0.5,0.5,7,112,112,0.01,0.01,0.05,200,5,0.363829093,0.636170907
9,9,2.8125,0.05,200,32,32,0.7,0.7,0.7,0.7,9,144,144,0.1,0.1,0.1,100,5,0.363861336,0.636138664
7,7,2.1875,0.05,200,96,96,0.7,0.7,0.7,0.7,5,80,80,1,1,0.1,100,5,0.363861875,0.636138125
9,9,2.8125,0.1,100,96,96,0.9,0.9,0.5,0.5,7,112,112,0.1,0.1,0.05,200,5,0.363887101,0.636112899
5,5,1.5625,0.1,100,96,96,0.9,0.9,0.5,0.5,7,112,112,1,1,0.1,100,5,0.363887969,0.636112031
7,7,2.1875,0.1,100,128,128,0.5,0.5,0.9,0.9,5,80,80,0.1,0.1,0.05,200,5,0.363892229,0.636107771
5,5,1.5625,0.05,200,64,64,0.7,0.7,0.7,0.7,7,112,112,1,1,0.1,100,5,0.363902578,0.636097422
7,7,2.1875,0.1,100,64,64,0.7,0.7,0.7,0.7,7,112,112,0.1,0.1,0.1,100,5,0.363948291,0.636051709
7,7,2.1875,0.1,100,96,96,0.9,0.9,0.5,0.5,9,144,144,0.1,0.1,0.1,100,5,0.363964989,0.636035011
7,7,2.1875,0.05,200,64,64,0.7,0.7,0.7,0.7,5,80,80,1,1,0.05,200,5,0.364008905,0.635991095
9,9,2.8125,0.1,100,64,64,0.5,0.5,0.9,0.9,9,144,144,0.01,0.01,0.1,100,5,0.36407756,0.63592244
7,7,2.1875,0.1,100,96,96,0.9,0.9,0.5,0.5,7,112,112,0.01,0.01,0.1,100,5,0.364085278,0.635914722
7,7,2.1875,0.1,100,32,32,0.7,0.7,0.7,0.7,5,80,80,1,1,0.1,100,5,0.364088077,0.635911923
7,7,2.1875,0.05,200,96,96,0.7,0.7,0.7,0.7,7,112,112,0.1,0.1,0.05,200,5,0.364096631,0.635903369
5,5,1.5625,0.1,100,96,96,0.5,0.5,0.9,0.9,7,112,112,0.1,0.1,0.05,200,5,0.364107963,0.635892037
7,7,2.1875,0.1,100,64,64,0.9,0.9,0.5,0.5,7,112,112,0.1,0.1,0.05,200,5,0.364149249,0.635850751
7,7,2.1875,0.1,100,128,128,0.7,0.7,0.7,0.7,9,144,144,0.01,0.01,0.05,200,5,0.364152628,0.635847372
5,5,1.5625,0.05,200,32,32,0.5,0.5,0.9,0.9,7,112,112,1,1,0.1,100,5,0.364169754,0.635830246
9,9,2.8125,0.05,200,96,96,0.5,0.5,0.9,0.9,5,80,80,0.1,0.1,0.05,200,5,0.364179223,0.635820777
5,5,1.5625,0.05,200,32,32,0.7,0.7,0.7,0.7,9,144,144,1,1,0.05,200,5,0.364184831,0.635815169
9,9,2.8125,0.1,100,96,96,0.7,0.7,0.7,0.7,9,144,144,1,1,0.1,100,5,0.364185857,0.635814143
9,9,2.8125,0.05,200,96,96,0.7,0.7,0.7,0.7,5,80,80,0.1,0.1,0.05,200,5,0.364206208,0.635793792
9,9,2.8125,0.1,100,96,96,0.5,0.5,0.9,0.9,7,112,112,1,1,0.05,200,5,0.364239228,0.635760772
5,5,1.5625,0.05,200,32,32,0.5,0.5,0.9,0.9,9,144,144,1,1,0.1,100,5,0.364252346,0.635747654
5,5,1.5625,0.05,200,64,64,0.5,0.5,0.9,0.9,5,80,80,0.1,0.1,0.05,200,5,0.364335922,0.635664078
9,9,2.8125,0.1,100,32,32,0.5,0.5,0.9,0.9,5,80,80,1,1,0.1,100,5,0.364376283,0.635623717
9,9,2.8125,0.1,100,96,96,0.5,0.5,0.9,0.9,9,144,144,0.1,0.1,0.1,100,5,0.364386021,0.635613979
7,7,2.1875,0.1,100,64,64,0.5,0.5,0.9,0.9,7,112,112,1,1,0.05,200,5,0.364393045,0.635606955
9,9,2.8125,0.1,100,64,64,0.5,0.5,0.9,0.9,5,80,80,0.01,0.01,0.05,200,5,0.364407486,0.635592514
9,9,2.8125,0.1,100,64,64,0.9,0.9,0.5,0.5,7,112,112,0.01,0.01,0.05,200,5,0.364422444,0.635577556
5,5,1.5625,0.05,200,96,96,0.5,0.5,0.9,0.9,7,112,112,0.01,0.01,0.05,200,5,0.364430474,0.635569526
5,5,1.5625,0.05,200,128,128,0.5,0.5,0.9,0.9,7,112,112,0.01,0.01,0.05,200,5,0.364461159,0.635538841
7,7,2.1875,0.05,200,128,128,0.5,0.5,0.9,0.9,5,80,80,1,1,0.1,100,5,0.36449211,0.63550789
5,5,1.5625,0.1,100,32,32,0.5,0.5,0.9,0.9,7,112,112,0.1,0.1,0.05,200,5,0.364505661,0.635494339
5,5,1.5625,0.1,100,128,128,0.5,0.5,0.9,0.9,9,144,144,0.1,0.1,0.05,200,5,0.364508584,0.635491416
7,7,2.1875,0.1,100,96,96,0.5,0.5,0.9,0.9,5,80,80,0.1,0.1,0.1,100,5,0.36452718,0.63547282
9,9,2.8125,0.05,200,64,64,0.5,0.5,0.9,0.9,9,144,144,0.01,0.01,0.1,100,5,0.364547096,0.635452904
7,7,2.1875,0.05,200,32,32,0.9,0.9,0.5,0.5,7,112,112,0.1,0.1,0.1,100,5,0.364586899,0.635413101
7,7,2.1875,0.05,200,32,32,0.9,0.9,0.5,0.5,7,112,112,0.01,0.01,0.05,200,5,0.364596341,0.635403659
9,9,2.8125,0.05,200,96,96,0.7,0.7,0.7,0.7,5,80,80,1,1,0.1,100,5,0.364658189,0.635341811
5,5,1.5625,0.1,100,128,128,0.5,0.5,0.9,0.9,9,144,144,0.1,0.1,0.1,100,5,0.364667726,0.635332274
7,7,2.1875,0.1,100,32,32,0.7,0.7,0.7,0.7,9,144,144,0.1,0.1,0.05,200,5,0.364718318,0.635281682
5,5,1.5625,0.05,200,128,128,0.5,0.5,0.9,0.9,5,80,80,1,1,0.1,100,5,0.36472402,0.63527598
7,7,2.1875,0.1,100,32,32,0.9,0.9,0.5,0.5,7,112,112,1,1,0.1,100,5,0.364750523,0.635249477
7,7,2.1875,0.1,100,128,128,0.5,0.5,0.9,0.9,9,144,144,0.01,0.01,0.1,100,5,0.364758831,0.635241169
7,7,2.1875,0.05,200,64,64,0.7,0.7,0.7,0.7,7,112,112,0.1,0.1,0.1,100,5,0.364773745,0.635226255
7,7,2.1875,0.1,100,64,64,0.5,0.5,0.9,0.9,9,144,144,0.01,0.01,0.05,200,5,0.364775775,0.635224225
5,5,1.5625,0.05,200,64,64,0.7,0.7,0.7,0.7,7,112,112,0.01,0.01,0.05,200,5,0.364822914,0.635177086
5,5,1.5625,0.05,200,32,32,0.7,0.7,0.7,0.7,7,112,112,1,1,0.1,100,5,0.364857774,0.635142226
9,9,2.8125,0.1,100,128,128,0.5,0.5,0.9,0.9,5,80,80,0.01,0.01,0.05,200,5,0.364873632,0.635126368
9,9,2.8125,0.05,200,64,64,0.9,0.9,0.5,0.5,7,112,112,0.1,0.1,0.05,200,5,0.364882271,0.635117729
7,7,2.1875,0.1,100,128,128,0.7,0.7,0.7,0.7,5,80,80,0.1,0.1,0.05,200,5,0.364900277,0.635099723
5,5,1.5625,0.05,200,64,64,0.9,0.9,0.5,0.5,9,144,144,0.01,0.01,0.1,100,5,0.36493102,0.63506898
5,5,1.5625,0.05,200,64,64,0.5,0.5,0.9,0.9,7,112,112,1,1,0.1,100,5,0.364956565,0.635043435
7,7,2.1875,0.1,100,32,32,0.7,0.7,0.7,0.7,9,144,144,1,1,0.05,200,5,0.36495926,0.63504074
9,9,2.8125,0.1,100,64,64,0.5,0.5,0.9,0.9,5,80,80,0.01,0.01,0.1,100,5,0.364964586,0.635035414
9,9,2.8125,0.05,200,96,96,0.5,0.5,0.9,0.9,7,112,112,1,1,0.05,200,5,0.364967733,0.635032267
7,7,2.1875,0.05,200,128,128,0.5,0.5,0.9,0.9,5,80,80,0.1,0.1,0.05,200,5,0.364968328,0.635031672
7,7,2.1875,0.1,100,64,64,0.7,0.7,0.7,0.7,7,112,112,1,1,0.05,200,5,0.364973018,0.635026982
7,7,2.1875,0.1,100,64,64,0.5,0.5,0.9,0.9,5,80,80,1,1,0.1,100,5,0.364995836,0.635004164
5,5,1.5625,0.05,200,96,96,0.5,0.5,0.9,0.9,9,144,144,0.1,0.1,0.1,100,5,0.364998967,0.635001033
9,9,2.8125,0.05,200,96,96,0.5,0.5,0.9,0.9,9,144,144,0.1,0.1,0.1,100,5,0.365006757,0.634993243
7,7,2.1875,0.05,200,64,64,0.5,0.5,0.9,0.9,9,144,144,0.01,0.01,0.1,100,5,0.365009707,0.634990293
9,9,2.8125,0.1,100,32,32,0.5,0.5,0.9,0.9,9,144,144,0.01,0.01,0.05,200,5,0.36502088,0.63497912
9,9,2.8125,0.1,100,96,96,0.5,0.5,0.9,0.9,9,144,144,1,1,0.1,100,5,0.365027007,0.634972993
9,9,2.8125,0.05,200,32,32,0.9,0.9,0.5,0.5,7,112,112,0.1,0.1,0.1,100,5,0.365036719,0.634963281
5,5,1.5625,0.05,200,64,64,0.9,0.9,0.5,0.5,5,80,80,0.1,0.1,0.1,100,5,0.365056973,0.634943027
7,7,2.1875,0.05,200,128,128,0.7,0.7,0.7,0.7,9,144,144,0.01,0.01,0.05,200,5,0.365058923,0.634941077
9,9,2.8125,0.05,200,64,64,0.5,0.5,0.9,0.9,9,144,144,0.1,0.1,0.05,200,5,0.365076911,0.634923089
5,5,1.5625,0.05,200,32,32,0.5,0.5,0.9,0.9,7,112,112,0.1,0.1,0.05,200,5,0.365081786,0.634918214
5,5,1.5625,0.1,100,128,128,0.7,0.7,0.7,0.7,9,144,144,0.1,0.1,0.05,200,5,0.36510141,0.63489859
5,5,1.5625,0.05,200,128,128,0.9,0.9,0.5,0.5,5,80,80,1,1,0.05,200,5,0.365120362,0.634879638
5,5,1.5625,0.1,100,128,128,0.7,0.7,0.7,0.7,5,80,80,0.01,0.01,0.05,200,5,0.365138026,0.634861974
7,7,2.1875,0.05,200,64,64,0.5,0.5,0.9,0.9,7,112,112,1,1,0.05,200,5,0.365151002,0.634848998
9,9,2.8125,0.05,200,32,32,0.5,0.5,0.9,0.9,5,80,80,1,1,0.1,100,5,0.365156017,0.634843983
7,7,2.1875,0.05,200,96,96,0.9,0.9,0.5,0.5,9,144,144,0.1,0.1,0.1,100,5,0.365173312,0.634826688
9,9,2.8125,0.05,200,64,64,0.5,0.5,0.9,0.9,5,80,80,0.01,0.01,0.05,200,5,0.365183125,0.634816875
9,9,2.8125,0.05,200,96,96,0.9,0.9,0.5,0.5,7,112,112,0.1,0.1,0.05,200,5,0.365204022,0.634795978
7,7,2.1875,0.05,200,32,32,0.5,0.5,0.9,0.9,7,112,112,0.01,0.01,0.05,200,5,0.365214652,0.634785348
5,5,1.5625,0.05,200,96,96,0.9,0.9,0.5,0.5,7,112,112,1,1,0.1,100,5,0.365216687,0.634783313
9,9,2.8125,0.1,100,128,128,0.5,0.5,0.9,0.9,5,80,80,0.1,0.1,0.1,100,5,0.365219402,0.634780598
5,5,1.5625,0.1,100,32,32,0.7,0.7,0.7,0.7,9,144,144,0.1,0.1,0.05,200,5,0.365220891,0.634779109
7,7,2.1875,0.1,100,96,96,0.5,0.5,0.9,0.9,5,80,80,0.1,0.1,0.05,200,5,0.365221471,0.634778529
7,7,2.1875,0.05,200,32,32,0.7,0.7,0.7,0.7,9,144,144,0.1,0.1,0.05,200,5,0.365264597,0.634735403
7,7,2.1875,0.1,100,32,32,0.5,0.5,0.9,0.9,7,112,112,1,1,0.05,200,5,0.365276932,0.634723068
5,5,1.5625,0.05,200,128,128,0.5,0.5,0.9,0.9,9,144,144,0.1,0.1,0.05,200,5,0.365295123,0.634704877
5,5,1.5625,0.05,200,64,64,0.5,0.5,0.9,0.9,5,80,80,0.01,0.01,0.1,100,5,0.365296071,0.634703929
9,9,2.8125,0.05,200,32,32,0.5,0.5,0.9,0.9,9,144,144,0.01,0.01,0.05,200,5,0.365340813,0.634659187
7,7,2.1875,0.1,100,64,64,0.5,0.5,0.9,0.9,5,80,80,0.1,0.1,0.05,200,5,0.365349167,0.634650833
7,7,2.1875,0.1,100,64,64,0.7,0.7,0.7,0.7,5,80,80,0.1,0.1,0.05,200,5,0.365353987,0.634646013
9,9,2.8125,0.1,100,96,96,0.7,0.7,0.7,0.7,9,144,144,0.1,0.1,0.05,200,5,0.365366649,0.634633351
7,7,2.1875,0.05,200,96,96,0.5,0.5,0.9,0.9,5,80,80,0.1,0.1,0.1,100,5,0.365369381,0.634630619
7,7,2.1875,0.1,100,64,64,0.9,0.9,0.5,0.5,7,112,112,0.01,0.01,0.05,200,5,0.365400994,0.634599006
5,5,1.5625,0.1,100,128,128,0.5,0.5,0.9,0.9,7,112,112,0.01,0.01,0.1,100,5,0.365404925,0.634595075
9,9,2.8125,0.1,100,64,64,0.7,0.7,0.7,0.7,7,112,112,0.1,0.1,0.05,200,5,0.365409247,0.634590753
5,5,1.5625,0.05,200,64,64,0.5,0.5,0.9,0.9,5,80,80,0.01,0.01,0.05,200,5,0.365434199,0.634565801
7,7,2.1875,0.05,200,64,64,0.9,0.9,0.5,0.5,7,112,112,0.1,0.1,0.05,200,5,0.365446988,0.634553012
5,5,1.5625,0.1,100,96,96,0.7,0.7,0.7,0.7,5,80,80,0.1,0.1,0.1,100,5,0.365459571,0.634540429
7,7,2.1875,0.05,200,64,64,0.5,0.5,0.9,0.9,9,144,144,0.01,0.01,0.05,200,5,0.365471528,0.634528472
5,5,1.5625,0.1,100,64,64,0.9,0.9,0.5,0.5,5,80,80,0.01,0.01,0.05,200,5,0.365475921,0.634524079
9,9,2.8125,0.1,100,96,96,0.5,0.5,0.9,0.9,5,80,80,1,1,0.05,200,5,0.365478994,0.634521006
5,5,1.5625,0.05,200,128,128,0.5,0.5,0.9,0.9,9,144,144,0.1,0.1,0.1,100,5,0.36548023,0.63451977
7,7,2.1875,0.1,100,96,96,0.5,0.5,0.9,0.9,5,80,80,1,1,0.05,200,5,0.365504832,0.634495168
5,5,1.5625,0.1,100,64,64,0.5,0.5,0.9,0.9,7,112,112,1,1,0.1,100,5,0.365537689,0.634462311
7,7,2.1875,0.05,200,128,128,0.5,0.5,0.9,0.9,9,144,144,0.01,0.01,0.1,100,5,0.365553971,0.634446029
7,7,2.1875,0.1,100,96,96,0.5,0.5,0.9,0.9,9,144,144,1,1,0.1,100,5,0.36555445,0.63444555
7,7,2.1875,0.1,100,64,64,0.7,0.7,0.7,0.7,7,112,112,0.01,0.01,0.1,100,5,0.365571538,0.634428462
5,5,1.5625,0.1,100,64,64,0.5,0.5,0.9,0.9,9,144,144,0.1,0.1,0.1,100,5,0.365602502,0.634397498
7,7,2.1875,0.1,100,32,32,0.9,0.9,0.5,0.5,9,144,144,0.01,0.01,0.05,200,5,0.365607211,0.634392789
7,7,2.1875,0.1,100,128,128,0.9,0.9,0.5,0.5,5,80,80,1,1,0.1,100,5,0.365609007,0.634390993
7,7,2.1875,0.1,100,32,32,0.9,0.9,0.5,0.5,9,144,144,1,1,0.1,100,5,0.365636377,0.634363623
9,9,2.8125,0.05,200,64,64,0.9,0.9,0.5,0.5,7,112,112,0.01,0.01,0.05,200,5,0.365645831,0.634354169
5,5,1.5625,0.1,100,128,128,0.7,0.7,0.7,0.7,9,144,144,0.01,0.01,0.1,100,5,0.365649711,0.634350289
9,9,2.8125,0.1,100,32,32,0.5,0.5,0.9,0.9,7,112,112,0.01,0.01,0.1,100,5,0.365656756,0.634343244
5,5,1.5625,0.05,200,32,32,0.7,0.7,0.7,0.7,7,112,112,1,1,0.05,200,5,0.365664996,0.634335004
7,7,2.1875,0.1,100,128,128,0.9,0.9,0.5,0.5,5,80,80,0.1,0.1,0.1,100,5,0.365681104,0.634318896
9,9,2.8125,0.05,200,64,64,0.5,0.5,0.9,0.9,5,80,80,0.01,0.01,0.1,100,5,0.365702116,0.634297884
7,7,2.1875,0.1,100,128,128,0.5,0.5,0.9,0.9,7,112,112,0.01,0.01,0.1,100,5,0.365702807,0.634297193
7,7,2.1875,0.05,200,32,32,0.7,0.7,0.7,0.7,9,144,144,1,1,0.05,200,5,0.365703734,0.634296266
9,9,2.8125,0.05,200,64,64,0.5,0.5,0.9,0.9,7,112,112,0.1,0.1,0.05,200,5,0.365724684,0.634275316
9,9,2.8125,0.1,100,128,128,0.7,0.7,0.7,0.7,9,144,144,0.1,0.1,0.05,200,5,0.365731175,0.634268825
9,9,2.8125,0.05,200,96,96,0.5,0.5,0.9,0.9,9,144,144,1,1,0.1,100,5,0.365767131,0.634232869
5,5,1.5625,0.1,100,64,64,0.7,0.7,0.7,0.7,5,80,80,1,1,0.1,100,5,0.36576906,0.63423094
7,7,2.1875,0.1,100,32,32,0.5,0.5,0.9,0.9,7,112,112,0.1,0.1,0.1,100,5,0.36578658,0.63421342
7,7,2.1875,0.05,200,64,64,0.5,0.5,0.9,0.9,5,80,80,1,1,0.1,100,5,0.365857179,0.634142821
7,7,2.1875,0.05,200,32,32,0.9,0.9,0.5,0.5,7,112,112,1,1,0.1,100,5,0.365859758,0.634140242
9,9,2.8125,0.05,200,128,128,0.5,0.5,0.9,0.9,5,80,80,0.01,0.01,0.05,200,5,0.365865083,0.634134917
7,7,2.1875,0.05,200,32,32,0.5,0.5,0.9,0.9,7,112,112,1,1,0.05,200,5,0.36588411,0.63411589
7,7,2.1875,0.1,100,128,128,0.7,0.7,0.7,0.7,9,144,144,0.1,0.1,0.05,200,5,0.365893636,0.634106364
9,9,2.8125,0.1,100,64,64,0.5,0.5,0.9,0.9,5,80,80,0.1,0.1,0.05,200,5,0.365919481,0.634080519
5,5,1.5625,0.1,100,96,96,0.5,0.5,0.9,0.9,9,144,144,0.1,0.1,0.1,100,5,0.36593015,0.63406985
9,9,2.8125,0.1,100,96,96,0.7,0.7,0.7,0.7,5,80,80,1,1,0.05,200,5,0.365964577,0.634035423
5,5,1.5625,0.1,100,32,32,0.5,0.5,0.9,0.9,9,144,144,0.01,0.01,0.05,200,5,0.365970561,0.634029439
5,5,1.5625,0.05,200,32,32,0.7,0.7,0.7,0.7,9,144,144,0.1,0.1,0.05,200,5,0.365980631,0.634019369
5,5,1.5625,0.1,100,64,64,0.7,0.7,0.7,0.7,9,144,144,0.01,0.01,0.1,100,5,0.365989277,0.634010723
7,7,2.1875,0.05,200,96,96,0.5,0.5,0.9,0.9,5,80,80,0.01,0.01,0.05,200,5,0.366019234,0.633980766
9,9,2.8125,0.1,100,128,128,0.5,0.5,0.9,0.9,5,80,80,0.1,0.1,0.05,200,5,0.366034739,0.633965261
7,7,2.1875,0.1,100,32,32,0.7,0.7,0.7,0.7,5,80,80,1,1,0.05,200,5,0.36606121,0.63393879
7,7,2.1875,0.05,200,64,64,0.7,0.7,0.7,0.7,7,112,112,1,1,0.05,200,5,0.366061282,0.633938718
7,7,2.1875,0.1,100,128,128,0.5,0.5,0.9,0.9,9,144,144,0.1,0.1,0.1,100,5,0.366095068,0.633904932
5,5,1.5625,0.05,200,128,128,0.7,0.7,0.7,0.7,9,144,144,0.1,0.1,0.05,200,5,0.366152825,0.633847175
5,5,1.5625,0.1,100,96,96,0.5,0.5,0.9,0.9,5,80,80,0.01,0.01,0.05,200,5,0.366162684,0.633837316
9,9,2.8125,0.05,200,32,32,0.5,0.5,0.9,0.9,7,112,112,0.01,0.01,0.1,100,5,0.366172663,0.633827337
9,9,2.8125,0.05,200,32,32,0.9,0.9,0.5,0.5,5,80,80,1,1,0.1,100,5,0.366177378,0.633822622
7,7,2.1875,0.05,200,96,96,0.5,0.5,0.9,0.9,5,80,80,0.1,0.1,0.05,200,5,0.366179883,0.633820117
9,9,2.8125,0.1,100,128,128,0.5,0.5,0.9,0.9,9,144,144,0.01,0.01,0.1,100,5,0.366191397,0.633808603
7,7,2.1875,0.1,100,96,96,0.7,0.7,0.7,0.7,5,80,80,0.1,0.1,0.05,200,5,0.366201051,0.633798949
9,9,2.8125,0.05,200,128,128,0.5,0.5,0.9,0.9,5,80,80,0.1,0.1,0.1,100,5,0.366203291,0.633796709
7,7,2.1875,0.1,100,64,64,0.5,0.5,0.9,0.9,9,144,144,1,1,0.05,200,5,0.366203666,0.633796334
7,7,2.1875,0.05,200,96,96,0.5,0.5,0.9,0.9,9,144,144,1,1,0.1,100,5,0.36622022,0.63377978
7,7,2.1875,0.05,200,128,128,0.7,0.7,0.7,0.7,5,80,80,0.1,0.1,0.05,200,5,0.366221837,0.633778163
5,5,1.5625,0.1,100,64,64,0.9,0.9,0.5,0.5,9,144,144,0.01,0.01,0.1,100,5,0.366232753,0.633767247
5,5,1.5625,0.1,100,32,32,0.5,0.5,0.9,0.9,9,144,144,0.1,0.1,0.05,200,5,0.36623608,0.63376392
5,5,1.5625,0.05,200,128,128,0.5,0.5,0.9,0.9,7,112,112,0.01,0.01,0.1,100,5,0.366252593,0.633747407
5,5,1.5625,0.05,200,64,64,0.5,0.5,0.9,0.9,9,144,144,0.1,0.1,0.1,100,5,0.366259007,0.633740993
7,7,2.1875,0.05,200,64,64,0.5,0.5,0.9,0.9,5,80,80,0.1,0.1,0.05,200,5,0.366264024,0.633735976
9,9,2.8125,0.1,100,64,64,0.5,0.5,0.9,0.9,5,80,80,0.1,0.1,0.1,100,5,0.366265575,0.633734425
5,5,1.5625,0.05,200,128,128,0.9,0.9,0.5,0.5,5,80,80,1,1,0.1,100,5,0.366303364,0.633696636
5,5,1.5625,0.1,100,32,32,0.5,0.5,0.9,0.9,5,80,80,1,1,0.05,200,5,0.366306494,0.633693506
7,7,2.1875,0.05,200,32,32,0.5,0.5,0.9,0.9,7,112,112,0.1,0.1,0.1,100,5,0.366308696,0.633691304
9,9,2.8125,0.05,200,96,96,0.5,0.5,0.9,0.9,5,80,80,1,1,0.05,200,5,0.366323841,0.633676159
7,7,2.1875,0.1,100,64,64,0.5,0.5,0.9,0.9,9,144,144,1,1,0.1,100,5,0.366348123,0.633651877
9,9,2.8125,0.1,100,32,32,0.9,0.9,0.5,0.5,7,112,112,0.01,0.01,0.05,200,5,0.366359783,0.633640217
5,5,1.5625,0.1,100,128,128,0.5,0.5,0.9,0.9,7,112,112,0.1,0.1,0.1,100,5,0.366372985,0.633627015
9,9,2.8125,0.1,100,64,64,0.7,0.7,0.7,0.7,7,112,112,0.1,0.1,0.1,100,5,0.366402627,0.633597373
9,9,2.8125,0.05,200,96,96,0.7,0.7,0.7,0.7,9,144,144,0.1,0.1,0.05,200,5,0.366415133,0.633584867
5,5,1.5625,0.1,100,128,128,0.7,0.7,0.7,0.7,7,112,112,0.01,0.01,0.1,100,5,0.366427564,0.633572436
7,7,2.1875,0.1,100,64,64,0.7,0.7,0.7,0.7,7,112,112,1,1,0.1,100,5,0.36643273,0.63356727
5,5,1.5625,0.1,100,96,96,0.9,0.9,0.5,0.5,5,80,80,1,1,0.1,100,5,0.366447872,0.633552128
9,9,2.8125,0.1,100,128,128,0.5,0.5,0.9,0.9,7,112,112,0.01,0.01,0.05,200,5,0.366462811,0.633537189
5,5,1.5625,0.05,200,32,32,0.5,0.5,0.9,0.9,9,144,144,0.01,0.01,0.05,200,5,0.366476062,0.633523938
9,9,2.8125,0.1,100,128,128,0.7,0.7,0.7,0.7,5,80,80,0.1,0.1,0.1,100,5,0.366480687,0.633519313
7,7,2.1875,0.05,200,96,96,0.5,0.5,0.9,0.9,5,80,80,1,1,0.05,200,5,0.36649027,0.63350973
5,5,1.5625,0.05,200,128,128,0.7,0.7,0.7,0.7,5,80,80,0.01,0.01,0.05,200,5,0.366564322,0.633435678
7,7,2.1875,0.1,100,32,32,0.5,0.5,0.9,0.9,9,144,144,0.01,0.01,0.05,200,5,0.366583326,0.633416674
7,7,2.1875,0.05,200,64,64,0.7,0.7,0.7,0.7,7,112,112,0.01,0.01,0.1,100,5,0.366591684,0.633408316
7,7,2.1875,0.05,200,128,128,0.5,0.5,0.9,0.9,7,112,112,0.01,0.01,0.1,100,5,0.366601427,0.633398573
9,9,2.8125,0.1,100,64,64,0.9,0.9,0.5,0.5,5,80,80,0.01,0.01,0.1,100,5,0.36661695,0.63338305
9,9,2.8125,0.1,100,96,96,0.9,0.9,0.5,0.5,7,112,112,0.1,0.1,0.1,100,5,0.36662344,0.63337656
7,7,2.1875,0.1,100,128,128,0.5,0.5,0.9,0.9,5,80,80,0.01,0.01,0.1,100,5,0.366635976,0.633364024
9,9,2.8125,0.1,100,64,64,0.5,0.5,0.9,0.9,7,112,112,0.1,0.1,0.05,200,5,0.366637445,0.633362555
7,7,2.1875,0.1,100,96,96,0.7,0.7,0.7,0.7,9,144,144,1,1,0.1,100,5,0.366654796,0.633345204
9,9,2.8125,0.1,100,64,64,0.7,0.7,0.7,0.7,7,112,112,1,1,0.05,200,5,0.366661508,0.633338492
5,5,1.5625,0.05,200,128,128,0.7,0.7,0.7,0.7,9,144,144,0.01,0.01,0.1,100,5,0.366666177,0.633333823
5,5,1.5625,0.05,200,96,96,0.5,0.5,0.9,0.9,7,112,112,0.1,0.1,0.05,200,5,0.366668833,0.633331167
5,5,1.5625,0.1,100,128,128,0.7,0.7,0.7,0.7,5,80,80,1,1,0.05,200,5,0.366674154,0.633325846
9,9,2.8125,0.1,100,32,32,0.7,0.7,0.7,0.7,9,144,144,0.01,0.01,0.05,200,5,0.366687875,0.633312125
5,5,1.5625,0.1,100,128,128,0.9,0.9,0.5,0.5,5,80,80,0.1,0.1,0.05,200,5,0.366695748,0.633304252
7,7,2.1875,0.1,100,128,128,0.7,0.7,0.7,0.7,9,144,144,0.01,0.01,0.1,100,5,0.366696052,0.633303948
7,7,2.1875,0.05,200,32,32,0.7,0.7,0.7,0.7,5,80,80,1,1,0.1,100,5,0.366698671,0.633301329
7,7,2.1875,0.05,200,96,96,0.9,0.9,0.5,0.5,7,112,112,0.01,0.01,0.1,100,5,0.366700646,0.633299354
9,9,2.8125,0.05,200,128,128,0.7,0.7,0.7,0.7,9,144,144,0.1,0.1,0.05,200,5,0.366723281,0.633276719
7,7,2.1875,0.1,100,64,64,0.7,0.7,0.7,0.7,5,80,80,0.01,0.01,0.1,100,5,0.366746925,0.633253075
5,5,1.5625,0.05,200,96,96,0.7,0.7,0.7,0.7,5,80,80,0.1,0.1,0.1,100,5,0.366795038,0.633204962
9,9,2.8125,0.1,100,128,128,0.7,0.7,0.7,0.7,5,80,80,0.01,0.01,0.1,100,5,0.36683358,0.63316642
