min_samples_split_randomc,n_estimators_randomr,n_estimators_randomc,max_depth_randomr,max_depth_randomc,min_samples_split_randomr,max_features_randomr,max_samples_randomr,max_features_randomc,max_samples_randomc,min_samples_leaf_randomr,min_samples_leaf_randomc,degree,mse,r2
16,50,100,5,5,80,0.9,0.9,0.4999999999999999,0.4999999999999999,7,7,5,0.3756826098760368,0.6243173901239631
48,50,100,5,5,80,0.9,0.9,0.4999999999999999,0.4999999999999999,9,9,5,0.37621115175333475,0.6237888482466653
16,100,50,5,5,80,0.9,0.9,0.4999999999999999,0.4999999999999999,9,9,5,0.3763846517857491,0.6236153482142509
48,50,100,5,5,80,0.9,0.9,0.4999999999999999,0.4999999999999999,7,7,5,0.37671070847305427,0.6232892915269457
16,100,50,5,5,80,0.9,0.9,0.4999999999999999,0.4999999999999999,1,1,5,0.37677383487825256,0.6232261651217474
16,50,100,5,5,80,0.9,0.9,0.4999999999999999,0.4999999999999999,3,3,5,0.37697248445532766,0.6230275155446723
48,100,50,5,5,80,0.7,0.7,0.7,0.7,7,7,5,0.37711174994957414,0.6228882500504258
16,50,100,5,5,80,0.7,0.7,0.7,0.7,9,9,5,0.37721212155887013,0.6227878784411298
48,100,50,5,5,80,0.7,0.7,0.7,0.7,9,9,5,0.37769871473154976,0.6223012852684502
80,100,50,5,5,80,0.7,0.7,0.7,0.7,7,7,5,0.377734915896296,0.6222650841037041
48,100,50,5,5,80,0.9,0.9,0.4999999999999999,0.4999999999999999,5,5,5,0.37781364031814,0.62218635968186
16,50,100,5,5,80,0.9,0.9,0.4999999999999999,0.4999999999999999,5,5,5,0.377817656147557,0.622182343852443
80,100,50,5,5,80,0.7,0.7,0.7,0.7,5,5,5,0.3778290728654139,0.6221709271345861
16,100,50,5,5,80,0.9,0.9,0.4999999999999999,0.4999999999999999,5,5,5,0.37791082499626577,0.6220891750037343
48,50,100,5,5,80,0.9,0.9,0.4999999999999999,0.4999999999999999,5,5,5,0.37810484086152246,0.6218951591384776
80,100,50,5,5,80,0.7,0.7,0.7,0.7,1,1,5,0.3781319141404586,0.6218680858595413
16,50,100,5,5,80,0.9,0.9,0.4999999999999999,0.4999999999999999,1,1,5,0.3781710368299981,0.6218289631700019
48,50,100,5,5,80,0.7,0.7,0.7,0.7,3,3,5,0.3783256829707105,0.6216743170292895
48,50,100,5,5,80,0.7,0.7,0.7,0.7,7,7,5,0.3783298225411742,0.6216701774588258
48,100,50,5,5,80,0.7,0.7,0.7,0.7,5,5,5,0.3783433272889744,0.6216566727110255
80,100,50,5,5,80,0.7,0.7,0.7,0.7,3,3,5,0.3786639742346612,0.6213360257653389
48,50,100,5,5,80,0.7,0.7,0.7,0.7,1,1,5,0.37891779929780856,0.6210822007021914
48,50,100,5,5,80,0.7,0.7,0.7,0.7,5,5,5,0.37901013198169586,0.6209898680183041
48,50,100,5,5,80,0.7,0.7,0.7,0.7,9,9,5,0.37902609283923205,0.620973907160768
48,50,100,5,5,80,0.9,0.9,0.4999999999999999,0.4999999999999999,3,3,5,0.37907913987398933,0.6209208601260107
80,100,50,5,5,80,0.7,0.7,0.7,0.7,9,9,5,0.3791104948283004,0.6208895051716996
48,50,100,5,5,80,0.9,0.9,0.4999999999999999,0.4999999999999999,1,1,5,0.37913776795768134,0.6208622320423187
48,100,50,5,5,80,0.7,0.7,0.7,0.7,3,3,5,0.3791976844294276,0.6208023155705724
16,50,100,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,5,0.3793954424656131,0.6206045575343869
80,50,100,5,5,80,0.7,0.7,0.7,0.7,5,5,5,0.37940455840730786,0.6205954415926922
48,100,50,5,5,80,0.9,0.9,0.4999999999999999,0.4999999999999999,1,1,5,0.37941992131444824,0.6205800786855518
16,100,50,5,5,80,0.7,0.7,0.7,0.7,9,9,5,0.37948577044030474,0.6205142295596953
48,100,50,5,5,80,0.9,0.9,0.4999999999999999,0.4999999999999999,3,3,5,0.3796817643417456,0.6203182356582544
48,100,50,5,5,80,0.7,0.7,0.7,0.7,1,1,5,0.3797001278582696,0.6202998721417303
80,50,100,5,5,80,0.7,0.7,0.7,0.7,3,3,5,0.37998948177469294,0.6200105182253071
80,50,100,5,5,80,0.7,0.7,0.7,0.7,7,7,5,0.3800102485040185,0.6199897514959816
80,50,100,5,5,80,0.7,0.7,0.7,0.7,1,1,5,0.38002195007330875,0.6199780499266913
48,50,100,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,7,7,5,0.38021212085989053,0.6197878791401095
48,50,100,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,5,5,5,0.3806406473433911,0.6193593526566089
80,50,100,5,5,80,0.7,0.7,0.7,0.7,9,9,5,0.3810739672886522,0.6189260327113477
16,100,50,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,7,7,5,0.3812573658382842,0.6187426341617158
48,50,100,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,5,0.3812995234598481,0.6187004765401519
16,100,50,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,5,0.38181412527162184,0.6181858747283782
80,100,50,5,5,80,0.9,0.9,0.4999999999999999,0.4999999999999999,9,9,5,0.3818352775684876,0.6181647224315123
16,100,50,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,5,5,5,0.38199824209978095,0.618001757900219
80,50,100,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,7,7,5,0.38218272764132794,0.6178172723586721
80,100,50,5,5,80,0.9,0.9,0.4999999999999999,0.4999999999999999,7,7,5,0.38230279341730483,0.6176972065826951
48,100,50,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,5,5,5,0.3823038154899347,0.6176961845100652
80,100,50,5,5,80,0.9,0.9,0.4999999999999999,0.4999999999999999,5,5,5,0.382316869648349,0.617683130351651
80,50,100,5,5,80,0.9,0.9,0.4999999999999999,0.4999999999999999,9,9,5,0.38251515771592526,0.6174848422840747
48,100,50,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,5,0.38266893953366193,0.617331060466338
16,100,50,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,1,1,5,0.38268529957029124,0.6173147004297088
48,100,50,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,7,7,5,0.3827688579825417,0.6172311420174583
80,50,100,5,5,80,0.9,0.9,0.4999999999999999,0.4999999999999999,7,7,5,0.3832586279404354,0.6167413720595646
80,50,100,5,5,80,0.9,0.9,0.4999999999999999,0.4999999999999999,5,5,5,0.3833436268747495,0.6166563731252506
80,50,100,5,5,80,0.9,0.9,0.4999999999999999,0.4999999999999999,1,1,5,0.383583164747331,0.616416835252669
80,100,50,5,5,80,0.9,0.9,0.4999999999999999,0.4999999999999999,1,1,5,0.38374552358937564,0.6162544764106244
80,100,50,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,5,0.38382514944880775,0.6161748505511923
80,50,100,5,5,80,0.9,0.9,0.4999999999999999,0.4999999999999999,3,3,5,0.3838791712318966,0.6161208287681035
16,100,50,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,5,0.3839425460449108,0.6160574539550892
80,50,100,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,9,9,5,0.3840171113254399,0.6159828886745601
80,100,50,5,5,80,0.9,0.9,0.4999999999999999,0.4999999999999999,3,3,5,0.3841198177729542,0.6158801822270459
80,100,50,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,5,5,5,0.3843601292217416,0.6156398707782584
80,50,100,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,5,0.38471793340324073,0.6152820665967593
80,100,50,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,5,0.38501432421080867,0.6149856757891914
80,50,100,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,5,5,5,0.38512557499413785,0.6148744250058622
16,50,100,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,5,5,5,0.3856588044229049,0.6143411955770951
16,50,100,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,7,7,5,0.38626028960746395,0.613739710392536
16,50,100,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,5,0.387471530346689,0.612528469653311
16,50,100,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,1,1,5,0.3876669839849882,0.6123330160150118
48,50,100,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,1,1,5,0.387897599312993,0.612102400687007
80,50,100,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,1,1,5,0.38791400141635707,0.6120859985836429
48,50,100,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,5,0.38836731678920605,0.6116326832107939
48,100,50,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,1,1,5,0.3887961685478516,0.6112038314521484
80,100,50,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,7,7,5,0.38887293156730124,0.6111270684326988
48,100,50,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,3,3,5,0.38968894141452926,0.6103110585854707
80,100,50,5,5,80,0.5,0.5,0.8999999999999999,0.8999999999999999,1,1,5,0.3899145371460191,0.6100854628539809
