min_child_samples_LGBC,num_leaves_LGBC,reg_lambda_LGBC,learning_rate_LGBR,num_iterations_LGBR,num_leaves_LGBR,min_child_samples_LGBR,reg_lambda_LGBR,subsample_LGBR,colsample_bytree_LGBR,subsample_LGBC,colsample_bytree_LGBC,max_bin_LGBR,max_bin_LGBC,max_depth_LGBR,max_depth_LGBC,reg_alpha_LGBR,reg_alpha_LGBC,learning_rate_LGBC,num_iterations_LGBC,degree,mse,r2,mse_y,auc_t
16,16,1.5625,0.1,200,128,128,20,0.9,0.9,0.5,0.5,144,144,9,9,1,1,0.05,200,10,0.12315671,0.87684329,1.081870824,0.504718468
48,48,2.8125,0.2,100,128,128,20,0.9,0.9,0.5,0.5,144,144,9,9,1,1,0.05,200,10,0.123267489,0.876732511,1.082059132,0.511927091
32,32,2.1875,0.1,200,128,128,20,0.7,0.7,0.7,0.7,144,144,9,9,0.01,0.01,0.05,200,10,0.123309884,0.876690116,1.082710087,0.518320802
16,16,1.5625,0.1,200,96,96,15,0.5,0.5,0.9,0.9,48,48,3,3,0.01,0.01,0.1,100,10,0.123315784,0.876684216,1.070299905,0.512683221
48,48,2.8125,0.1,200,128,128,20,0.7,0.7,0.7,0.7,144,144,9,9,0.1,0.1,0.1,100,10,0.123327938,0.876672062,1.078135101,0.517211989
32,32,2.1875,0.2,100,128,128,20,0.7,0.7,0.7,0.7,112,112,7,7,0.1,0.1,0.05,200,10,0.123344863,0.876655137,1.073874276,0.513094685
48,48,2.8125,0.2,100,128,128,20,0.7,0.7,0.7,0.7,48,48,3,3,0.01,0.01,0.05,200,10,0.123350622,0.876649378,1.070807072,0.525059181
32,32,2.1875,0.2,100,32,32,5,0.7,0.7,0.7,0.7,144,144,9,9,1,1,0.1,100,10,0.123351409,0.876648591,1.1390776,0.520177731
16,16,1.5625,0.1,200,128,128,20,0.7,0.7,0.7,0.7,80,80,5,5,0.1,0.1,0.1,100,10,0.123361957,0.876638043,1.073072909,0.507390308
16,16,1.5625,0.2,100,128,128,20,0.9,0.9,0.5,0.5,48,48,3,3,1,1,0.05,200,10,0.123376721,0.876623279,1.072106547,0.513960361
32,32,2.1875,0.2,100,128,128,20,0.7,0.7,0.7,0.7,48,48,3,3,0.1,0.1,0.05,200,10,0.123383073,0.876616927,1.07032943,0.525815312
32,32,2.1875,0.2,100,128,128,20,0.9,0.9,0.5,0.5,144,144,9,9,1,1,0.1,100,10,0.123385621,0.876614379,1.082059132,0.506994875
16,16,1.5625,0.1,200,96,96,15,0.9,0.9,0.5,0.5,48,48,3,3,0.1,0.1,0.1,100,10,0.123385889,0.876614111,1.070840671,0.509952602
48,48,2.8125,0.2,100,32,32,5,0.9,0.9,0.5,0.5,144,144,9,9,1,1,0.1,100,10,0.123423684,0.876576316,1.141751521,0.519127698
32,32,2.1875,0.2,100,32,32,5,0.7,0.7,0.7,0.7,112,112,7,7,1,1,0.1,100,10,0.123424435,0.876575565,1.123154173,0.526806564
48,48,2.8125,0.2,100,96,96,15,0.9,0.9,0.5,0.5,80,80,5,5,0.1,0.1,0.05,200,10,0.123425518,0.876574482,1.082286769,0.513380571
16,16,1.5625,0.2,100,128,128,20,0.9,0.9,0.5,0.5,112,112,7,7,0.01,0.01,0.1,100,10,0.123467266,0.876532734,1.079762238,0.51390158
32,32,2.1875,0.2,100,128,128,20,0.9,0.9,0.5,0.5,80,80,5,5,0.1,0.1,0.1,100,10,0.123504189,0.876495811,1.076993164,0.507574665
48,48,2.8125,0.1,200,96,96,15,0.5,0.5,0.9,0.9,144,144,9,9,0.01,0.01,0.1,100,10,0.123526269,0.876473731,1.084596457,0.527966142
48,48,2.8125,0.1,200,64,64,10,0.5,0.5,0.9,0.9,144,144,9,9,0.1,0.1,0.1,100,10,0.12355659,0.87644341,1.096572888,0.52279079
32,32,2.1875,0.2,100,64,64,10,0.7,0.7,0.7,0.7,112,112,7,7,0.01,0.01,0.1,100,10,0.123558465,0.876441535,1.096807026,0.520177731
16,16,1.5625,0.2,100,32,32,5,0.7,0.7,0.7,0.7,112,112,7,7,0.01,0.01,0.05,200,10,0.123561846,0.876438154,1.129415938,0.525874092
48,48,2.8125,0.1,200,96,96,15,0.9,0.9,0.5,0.5,144,144,9,9,1,1,0.1,100,10,0.123575775,0.876424225,1.090254083,0.519127698
48,48,2.8125,0.1,200,32,32,5,0.9,0.9,0.5,0.5,144,144,9,9,0.01,0.01,0.05,200,10,0.123588012,0.876411988,1.131146307,0.516169972
48,48,2.8125,0.1,200,128,128,20,0.9,0.9,0.5,0.5,112,112,7,7,1,1,0.1,100,10,0.123592673,0.876407327,1.078473835,0.50222297
48,48,2.8125,0.1,200,128,128,20,0.7,0.7,0.7,0.7,80,80,5,5,0.1,0.1,0.05,200,10,0.123655675,0.876344325,1.073072909,0.517153209
16,16,1.5625,0.1,200,128,128,20,0.7,0.7,0.7,0.7,80,80,5,5,0.01,0.01,0.1,100,10,0.123688839,0.876311161,1.072709848,0.526798549
32,32,2.1875,0.1,200,32,32,5,0.5,0.5,0.9,0.9,80,80,5,5,1,1,0.05,200,10,0.123713263,0.876286737,1.092994064,0.521689992
32,32,2.1875,0.1,200,128,128,20,0.7,0.7,0.7,0.7,144,144,9,9,1,1,0.1,100,10,0.123736998,0.876263002,1.077436109,0.520177731
16,16,1.5625,0.1,200,128,128,20,0.9,0.9,0.5,0.5,48,48,3,3,0.01,0.01,0.05,200,10,0.123738883,0.876261117,1.071282798,0.516984883
48,48,2.8125,0.2,100,128,128,20,0.7,0.7,0.7,0.7,48,48,3,3,0.01,0.01,0.1,100,10,0.123738984,0.876261016,1.070807072,0.523143472
32,32,2.1875,0.1,200,128,128,20,0.5,0.5,0.9,0.9,144,144,9,9,0.01,0.01,0.1,100,10,0.123741985,0.876258015,1.078405789,0.525866077
16,16,1.5625,0.2,100,32,32,5,0.7,0.7,0.7,0.7,112,112,7,7,1,1,0.1,100,10,0.123752708,0.876247292,1.123154173,0.522042675
32,32,2.1875,0.2,100,128,128,20,0.9,0.9,0.5,0.5,112,112,7,7,1,1,0.05,200,10,0.123796019,0.876203981,1.079931562,0.5180269
48,48,2.8125,0.2,100,96,96,15,0.9,0.9,0.5,0.5,144,144,9,9,1,1,0.1,100,10,0.123830739,0.876169261,1.094872005,0.519127698
32,32,2.1875,0.2,100,32,32,5,0.5,0.5,0.9,0.9,112,112,7,7,1,1,0.1,100,10,0.123838397,0.876161603,1.112631225,0.519127698
32,32,2.1875,0.2,100,128,128,20,0.9,0.9,0.5,0.5,112,112,7,7,0.01,0.01,0.1,100,10,0.123854716,0.876145284,1.079762238,0.513263011
48,48,2.8125,0.2,100,128,128,20,0.9,0.9,0.5,0.5,80,80,5,5,0.01,0.01,0.1,100,10,0.123890387,0.876109613,1.075328251,0.516052411
48,48,2.8125,0.1,200,32,32,5,0.7,0.7,0.7,0.7,144,144,9,9,0.01,0.01,0.05,200,10,0.123896913,0.876103087,1.136384745,0.51599363
32,32,2.1875,0.1,200,128,128,20,0.9,0.9,0.5,0.5,144,144,9,9,0.01,0.01,0.1,100,10,0.123914216,0.876085784,1.079932292,0.51186831
48,48,2.8125,0.2,100,128,128,20,0.9,0.9,0.5,0.5,112,112,7,7,1,1,0.1,100,10,0.123978369,0.876021631,1.079931562,0.50222297
48,48,2.8125,0.1,200,32,32,5,0.5,0.5,0.9,0.9,112,112,7,7,0.01,0.01,0.05,200,10,0.124048913,0.875951087,1.106917309,0.526857329
48,48,2.8125,0.2,100,96,96,15,0.9,0.9,0.5,0.5,112,112,7,7,1,1,0.05,200,10,0.124104798,0.875895202,1.091609992,0.515061158
32,32,2.1875,0.2,100,128,128,20,0.7,0.7,0.7,0.7,48,48,3,3,1,1,0.1,100,10,0.124109593,0.875890407,1.068797575,0.519488396
32,32,2.1875,0.1,200,128,128,20,0.7,0.7,0.7,0.7,112,112,7,7,0.1,0.1,0.1,100,10,0.124151556,0.875848444,1.076065562,0.518320802
48,48,2.8125,0.2,100,32,32,5,0.5,0.5,0.9,0.9,80,80,5,5,0.1,0.1,0.05,200,10,0.124204109,0.875795891,1.09805472,0.511178976
32,32,2.1875,0.1,200,128,128,20,0.7,0.7,0.7,0.7,80,80,5,5,0.1,0.1,0.05,200,10,0.124232937,0.875767063,1.073072909,0.512111448
16,16,1.5625,0.2,100,128,128,20,0.5,0.5,0.9,0.9,144,144,9,9,0.01,0.01,0.1,100,10,0.124235539,0.875764461,1.078406793,0.499895798
32,32,2.1875,0.2,100,128,128,20,0.9,0.9,0.5,0.5,144,144,9,9,1,1,0.05,200,10,0.124259757,0.875740243,1.082059132,0.503449345
32,32,2.1875,0.2,100,32,32,5,0.9,0.9,0.5,0.5,112,112,7,7,0.1,0.1,0.05,200,10,0.124302693,0.875697307,1.141026184,0.507406339
16,16,1.5625,0.1,200,128,128,20,0.9,0.9,0.5,0.5,112,112,7,7,0.1,0.1,0.05,200,10,0.12435136,0.87564864,1.082886261,0.518959372
32,32,2.1875,0.2,100,32,32,5,0.5,0.5,0.9,0.9,80,80,5,5,0.1,0.1,0.05,200,10,0.12437701,0.87562299,1.09805472,0.523891587
48,48,2.8125,0.1,200,128,128,20,0.7,0.7,0.7,0.7,112,112,7,7,1,1,0.05,200,10,0.124400532,0.875599468,1.076773457,0.518959372
32,32,2.1875,0.1,200,128,128,20,0.7,0.7,0.7,0.7,112,112,7,7,0.1,0.1,0.05,200,10,0.12443271,0.87556729,1.076065562,0.513094685
32,32,2.1875,0.2,100,128,128,20,0.7,0.7,0.7,0.7,112,112,7,7,0.01,0.01,0.1,100,10,0.124482275,0.875517725,1.075308964,0.520177731
16,16,1.5625,0.1,200,128,128,20,0.7,0.7,0.7,0.7,80,80,5,5,0.01,0.01,0.05,200,10,0.12450011,0.87549989,1.072709848,0.495551387
48,48,2.8125,0.1,200,96,96,15,0.5,0.5,0.9,0.9,112,112,7,7,0.1,0.1,0.1,100,10,0.124544965,0.875455035,1.083505507,0.531503658
32,32,2.1875,0.1,200,32,32,5,0.5,0.5,0.9,0.9,80,80,5,5,0.1,0.1,0.05,200,10,0.124546563,0.875453437,1.097474085,0.523891587
16,16,1.5625,0.2,100,128,128,20,0.9,0.9,0.5,0.5,112,112,7,7,0.01,0.01,0.05,200,10,0.124580816,0.875419184,1.079762238,0.498509114
32,32,2.1875,0.1,200,128,128,20,0.7,0.7,0.7,0.7,144,144,9,9,0.1,0.1,0.1,100,10,0.124587746,0.875412254,1.078135101,0.521975879
48,48,2.8125,0.1,200,128,128,20,0.5,0.5,0.9,0.9,144,144,9,9,1,1,0.1,100,10,0.12460066,0.87539934,1.076757058,0.530058193
48,48,2.8125,0.1,200,128,128,20,0.5,0.5,0.9,0.9,144,144,9,9,0.1,0.1,0.05,200,10,0.124717578,0.875282422,1.077454792,0.528016907
48,48,2.8125,0.2,100,32,32,5,0.5,0.5,0.9,0.9,112,112,7,7,1,1,0.05,200,10,0.124720428,0.875279572,1.112631225,0.523429359
32,32,2.1875,0.1,200,128,128,20,0.7,0.7,0.7,0.7,144,144,9,9,1,1,0.05,200,10,0.12479691,0.87520309,1.077436109,0.530865088
48,48,2.8125,0.1,200,128,128,20,0.9,0.9,0.5,0.5,80,80,5,5,0.01,0.01,0.05,200,10,0.124818017,0.875181983,1.075292175,0.507171217
32,32,2.1875,0.1,200,128,128,20,0.9,0.9,0.5,0.5,144,144,9,9,0.1,0.1,0.05,200,10,0.124860451,0.875139549,1.078733932,0.507398323
32,32,2.1875,0.2,100,32,32,5,0.9,0.9,0.5,0.5,112,112,7,7,0.1,0.1,0.1,100,10,0.12487933,0.87512067,1.141026184,0.50832278
16,16,1.5625,0.1,200,128,128,20,0.7,0.7,0.7,0.7,80,80,5,5,0.1,0.1,0.05,200,10,0.124919744,0.875080256,1.073072909,0.504323036
32,32,2.1875,0.1,200,128,128,20,0.5,0.5,0.9,0.9,112,112,7,7,0.01,0.01,0.1,100,10,0.12495973,0.87504027,1.076590387,0.526622207
32,32,2.1875,0.2,100,32,32,5,0.5,0.5,0.9,0.9,144,144,9,9,0.01,0.01,0.05,200,10,0.125028865,0.874971135,1.123044212,0.517262754
16,16,1.5625,0.2,100,32,32,5,0.5,0.5,0.9,0.9,112,112,7,7,0.1,0.1,0.05,200,10,0.125029793,0.874970207,1.108072921,0.515464606
32,32,2.1875,0.2,100,64,64,10,0.7,0.7,0.7,0.7,48,48,3,3,0.1,0.1,0.1,100,10,0.125045436,0.874954564,1.071813935,0.516405094
32,32,2.1875,0.1,200,128,128,20,0.9,0.9,0.5,0.5,112,112,7,7,0.01,0.01,0.05,200,10,0.125173176,0.874826824,1.080436973,0.500374058
32,32,2.1875,0.2,100,64,64,10,0.7,0.7,0.7,0.7,112,112,7,7,0.1,0.1,0.1,100,10,0.12521297,0.87478703,1.095063238,0.518320802
16,16,1.5625,0.2,100,32,32,5,0.5,0.5,0.9,0.9,112,112,7,7,0.1,0.1,0.1,100,10,0.125227261,0.874772739,1.108072921,0.511574408
32,32,2.1875,0.1,200,128,128,20,0.9,0.9,0.5,0.5,112,112,7,7,1,1,0.1,100,10,0.125254553,0.874745447,1.078473835,0.506297525
32,32,2.1875,0.2,100,64,64,10,0.9,0.9,0.5,0.5,144,144,9,9,0.1,0.1,0.1,100,10,0.125261942,0.874738058,1.118566847,0.502979101
48,48,2.8125,0.2,100,128,128,20,0.7,0.7,0.7,0.7,112,112,7,7,0.1,0.1,0.05,200,10,0.125277192,0.874722808,1.073874276,0.520236511
16,16,1.5625,0.2,100,128,128,20,0.7,0.7,0.7,0.7,48,48,3,3,0.1,0.1,0.1,100,10,0.125282472,0.874717528,1.07032943,0.518152477
48,48,2.8125,0.2,100,128,128,20,0.5,0.5,0.9,0.9,144,144,9,9,0.01,0.01,0.05,200,10,0.125333719,0.874666281,1.078406793,0.518833796
32,32,2.1875,0.1,200,128,128,20,0.5,0.5,0.9,0.9,144,144,9,9,0.01,0.01,0.05,200,10,0.125346488,0.874653512,1.078405789,0.517262754
48,48,2.8125,0.1,200,32,32,5,0.7,0.7,0.7,0.7,112,112,7,7,0.1,0.1,0.05,200,10,0.125352789,0.874647211,1.120634243,0.520236511
48,48,2.8125,0.1,200,128,128,20,0.9,0.9,0.5,0.5,112,112,7,7,0.1,0.1,0.05,200,10,0.125365597,0.874634403,1.082886261,0.512103432
48,48,2.8125,0.1,200,128,128,20,0.9,0.9,0.5,0.5,144,144,9,9,1,1,0.05,200,10,0.125393064,0.874606936,1.081870824,0.511927091
48,48,2.8125,0.2,100,32,32,5,0.7,0.7,0.7,0.7,112,112,7,7,1,1,0.1,100,10,0.125496082,0.874503918,1.123154173,0.518438363
48,48,2.8125,0.2,100,64,64,10,0.7,0.7,0.7,0.7,112,112,7,7,0.1,0.1,0.1,100,10,0.12549962,0.87450038,1.095063238,0.5152375
48,48,2.8125,0.1,200,128,128,20,0.5,0.5,0.9,0.9,112,112,7,7,1,1,0.05,200,10,0.125538001,0.874461999,1.074772224,0.523429359
32,32,2.1875,0.2,100,128,128,20,0.9,0.9,0.5,0.5,80,80,5,5,0.01,0.01,0.1,100,10,0.12556055,0.87443945,1.075328251,0.498458349
32,32,2.1875,0.1,200,64,64,10,0.7,0.7,0.7,0.7,48,48,3,3,0.01,0.01,0.1,100,10,0.125641133,0.874358867,1.072401406,0.509028145
16,16,1.5625,0.2,100,128,128,20,0.9,0.9,0.5,0.5,144,144,9,9,0.01,0.01,0.05,200,10,0.125641794,0.874358206,1.076670628,0.508087658
48,48,2.8125,0.2,100,32,32,5,0.9,0.9,0.5,0.5,112,112,7,7,0.1,0.1,0.1,100,10,0.125678305,0.874321695,1.141026184,0.511288521
16,16,1.5625,0.2,100,128,128,20,0.7,0.7,0.7,0.7,48,48,3,3,0.1,0.1,0.05,200,10,0.125789647,0.874210353,1.07032943,0.511876326
48,48,2.8125,0.1,200,32,32,5,0.7,0.7,0.7,0.7,144,144,9,9,0.1,0.1,0.1,100,10,0.12581629,0.87418371,1.131160666,0.517211989
32,32,2.1875,0.1,200,128,128,20,0.9,0.9,0.5,0.5,144,144,9,9,0.1,0.1,0.1,100,10,0.125828782,0.874171218,1.078733932,0.502979101
32,32,2.1875,0.2,100,128,128,20,0.7,0.7,0.7,0.7,112,112,7,7,0.01,0.01,0.05,200,10,0.125831834,0.874168166,1.075308964,0.524303051
32,32,2.1875,0.1,200,128,128,20,0.5,0.5,0.9,0.9,144,144,9,9,1,1,0.1,100,10,0.125838625,0.874161375,1.076757058,0.530512405
48,48,2.8125,0.1,200,128,128,20,0.9,0.9,0.5,0.5,112,112,7,7,0.1,0.1,0.1,100,10,0.12584796,0.87415204,1.082886261,0.511288521
48,48,2.8125,0.2,100,32,32,5,0.5,0.5,0.9,0.9,144,144,9,9,0.1,0.1,0.1,100,10,0.125850589,0.874149411,1.11689096,0.52279079
16,16,1.5625,0.2,100,128,128,20,0.7,0.7,0.7,0.7,144,144,9,9,0.1,0.1,0.05,200,10,0.125857986,0.874142014,1.078132416,0.509599919
48,48,2.8125,0.2,100,64,64,10,0.9,0.9,0.5,0.5,144,144,9,9,0.1,0.1,0.05,200,10,0.125920698,0.874079302,1.118566847,0.512683221
32,32,2.1875,0.2,100,128,128,20,0.9,0.9,0.5,0.5,112,112,7,7,0.1,0.1,0.1,100,10,0.125959488,0.874040512,1.083466021,0.50832278
48,48,2.8125,0.2,100,128,128,20,0.9,0.9,0.5,0.5,80,80,5,5,1,1,0.05,200,10,0.126019315,0.873980685,1.077102046,0.514489385
48,48,2.8125,0.1,200,32,32,5,0.5,0.5,0.9,0.9,80,80,5,5,0.1,0.1,0.1,100,10,0.126021838,0.873978162,1.097474085,0.517917355
32,32,2.1875,0.1,200,128,128,20,0.5,0.5,0.9,0.9,112,112,7,7,1,1,0.1,100,10,0.126117206,0.873882794,1.074772224,0.519127698
48,48,2.8125,0.1,200,128,128,20,0.7,0.7,0.7,0.7,80,80,5,5,0.1,0.1,0.1,100,10,0.126159105,0.873840895,1.073072909,0.519429616
48,48,2.8125,0.2,100,32,32,5,0.7,0.7,0.7,0.7,144,144,9,9,0.01,0.01,0.1,100,10,0.126207175,0.873792825,1.14458476,0.521866333
48,48,2.8125,0.1,200,128,128,20,0.5,0.5,0.9,0.9,112,112,7,7,1,1,0.1,100,10,0.1262257,0.8737743,1.074772224,0.52075752
16,16,1.5625,0.2,100,128,128,20,0.7,0.7,0.7,0.7,48,48,3,3,1,1,0.1,100,10,0.126281684,0.873718316,1.068797575,0.513850815
48,48,2.8125,0.2,100,96,96,15,0.5,0.5,0.9,0.9,112,112,7,7,0.1,0.1,0.1,100,10,0.126300855,0.873699145,1.081213614,0.531503658
16,16,1.5625,0.2,100,32,32,5,0.7,0.7,0.7,0.7,112,112,7,7,0.01,0.01,0.1,100,10,0.12632282,0.87367718,1.129415938,0.512103432
32,32,2.1875,0.2,100,32,32,5,0.5,0.5,0.9,0.9,144,144,9,9,0.01,0.01,0.1,100,10,0.126332907,0.873667093,1.123044212,0.525866077
48,48,2.8125,0.2,100,128,128,20,0.7,0.7,0.7,0.7,48,48,3,3,1,1,0.1,100,10,0.126432453,0.873567547,1.068797575,0.512691237
16,16,1.5625,0.2,100,64,64,10,0.7,0.7,0.7,0.7,48,48,3,3,0.1,0.1,0.1,100,10,0.126464255,0.873535745,1.071813935,0.518152477
32,32,2.1875,0.2,100,128,128,20,0.7,0.7,0.7,0.7,48,48,3,3,0.01,0.01,0.05,200,10,0.126488059,0.873511941,1.070807072,0.52831081
32,32,2.1875,0.2,100,128,128,20,0.5,0.5,0.9,0.9,144,144,9,9,0.01,0.01,0.1,100,10,0.126569413,0.873430587,1.078406793,0.525866077
48,48,2.8125,0.2,100,32,32,5,0.9,0.9,0.5,0.5,112,112,7,7,0.1,0.1,0.05,200,10,0.126654644,0.873345356,1.141026184,0.512103432
48,48,2.8125,0.1,200,32,32,5,0.7,0.7,0.7,0.7,80,80,5,5,0.01,0.01,0.1,100,10,0.126660045,0.873339955,1.098472307,0.511817545
48,48,2.8125,0.2,100,128,128,20,0.9,0.9,0.5,0.5,112,112,7,7,0.1,0.1,0.05,200,10,0.126660643,0.873339357,1.083466021,0.512103432
48,48,2.8125,0.2,100,32,32,5,0.7,0.7,0.7,0.7,144,144,9,9,0.01,0.01,0.05,200,10,0.126691889,0.873308111,1.14458476,0.51599363
48,48,2.8125,0.1,200,128,128,20,0.7,0.7,0.7,0.7,80,80,5,5,1,1,0.1,100,10,0.126818461,0.873181539,1.072058224,0.507398323
32,32,2.1875,0.2,100,128,128,20,0.9,0.9,0.5,0.5,112,112,7,7,1,1,0.1,100,10,0.126837099,0.873162901,1.079931562,0.506297525
32,32,2.1875,0.2,100,128,128,20,0.9,0.9,0.5,0.5,80,80,5,5,1,1,0.1,100,10,0.126948849,0.873051151,1.077102046,0.516463874
48,48,2.8125,0.2,100,32,32,5,0.5,0.5,0.9,0.9,144,144,9,9,0.01,0.01,0.1,100,10,0.126953783,0.873046217,1.123044212,0.527966142
48,48,2.8125,0.1,200,128,128,20,0.5,0.5,0.9,0.9,144,144,9,9,1,1,0.05,200,10,0.126968282,0.873031718,1.076757058,0.52906694
48,48,2.8125,0.1,200,128,128,20,0.7,0.7,0.7,0.7,144,144,9,9,1,1,0.05,200,10,0.126976833,0.873023167,1.077436109,0.52633632
48,48,2.8125,0.1,200,32,32,5,0.7,0.7,0.7,0.7,144,144,9,9,0.1,0.1,0.05,200,10,0.127019593,0.872980407,1.131160666,0.51738833
48,48,2.8125,0.2,100,96,96,15,0.7,0.7,0.7,0.7,144,144,9,9,0.01,0.01,0.1,100,10,0.127029113,0.872970887,1.090918042,0.521866333
32,32,2.1875,0.2,100,128,128,20,0.5,0.5,0.9,0.9,144,144,9,9,0.1,0.1,0.05,200,10,0.127110711,0.872889289,1.081134935,0.518497144
48,48,2.8125,0.2,100,128,128,20,0.9,0.9,0.5,0.5,144,144,9,9,1,1,0.1,100,10,0.127135152,0.872864848,1.082059132,0.519127698
16,16,1.5625,0.2,100,128,128,20,0.7,0.7,0.7,0.7,144,144,9,9,1,1,0.05,200,10,0.127145923,0.872854077,1.075903022,0.512969108
16,16,1.5625,0.2,100,128,128,20,0.9,0.9,0.5,0.5,144,144,9,9,0.1,0.1,0.1,100,10,0.127148028,0.872851972,1.080660148,0.513372556
48,48,2.8125,0.2,100,128,128,20,0.9,0.9,0.5,0.5,112,112,7,7,0.1,0.1,0.1,100,10,0.127148669,0.872851331,1.083466021,0.511288521
32,32,2.1875,0.1,200,128,128,20,0.9,0.9,0.5,0.5,144,144,9,9,1,1,0.05,200,10,0.127153018,0.872846982,1.081870824,0.503449345
32,32,2.1875,0.2,100,128,128,20,0.5,0.5,0.9,0.9,144,144,9,9,0.01,0.01,0.05,200,10,0.127167912,0.872832088,1.078406793,0.517262754
48,48,2.8125,0.1,200,128,128,20,0.7,0.7,0.7,0.7,144,144,9,9,0.01,0.01,0.1,100,10,0.127168057,0.872831943,1.082710087,0.521866333
32,32,2.1875,0.2,100,32,32,5,0.7,0.7,0.7,0.7,144,144,9,9,1,1,0.05,200,10,0.127178983,0.872821017,1.1390776,0.530865088
48,48,2.8125,0.2,100,128,128,20,0.9,0.9,0.5,0.5,80,80,5,5,1,1,0.1,100,10,0.127222068,0.872777932,1.077102046,0.519539161
48,48,2.8125,0.2,100,64,64,10,0.5,0.5,0.9,0.9,112,112,7,7,0.1,0.1,0.1,100,10,0.127237154,0.872762846,1.098623097,0.531503658
32,32,2.1875,0.2,100,128,128,20,0.9,0.9,0.5,0.5,144,144,9,9,0.01,0.01,0.1,100,10,0.127238948,0.872761052,1.076670628,0.51186831
48,48,2.8125,0.1,200,128,128,20,0.9,0.9,0.5,0.5,112,112,7,7,1,1,0.05,200,10,0.127259081,0.872740919,1.078473835,0.515061158
48,48,2.8125,0.1,200,128,128,20,0.5,0.5,0.9,0.9,112,112,7,7,0.01,0.01,0.05,200,10,0.127287378,0.872712622,1.076590387,0.526857329
16,16,1.5625,0.2,100,128,128,20,0.7,0.7,0.7,0.7,48,48,3,3,0.01,0.01,0.05,200,10,0.12730198,0.87269802,1.070807072,0.521404105
32,32,2.1875,0.1,200,128,128,20,0.5,0.5,0.9,0.9,144,144,9,9,0.1,0.1,0.1,100,10,0.127306686,0.872693314,1.077454792,0.520354072
48,48,2.8125,0.1,200,128,128,20,0.7,0.7,0.7,0.7,144,144,9,9,1,1,0.1,100,10,0.127311432,0.872688568,1.077436109,0.524471377
32,32,2.1875,0.2,100,32,32,5,0.7,0.7,0.7,0.7,112,112,7,7,0.01,0.01,0.1,100,10,0.127328201,0.872671799,1.129415938,0.520177731
32,32,2.1875,0.2,100,128,128,20,0.7,0.7,0.7,0.7,48,48,3,3,0.1,0.1,0.1,100,10,0.127329464,0.872670536,1.07032943,0.516405094
16,16,1.5625,0.2,100,128,128,20,0.9,0.9,0.5,0.5,144,144,9,9,0.1,0.1,0.05,200,10,0.127345776,0.872654224,1.080660148,0.502685199
32,32,2.1875,0.1,200,32,32,5,0.7,0.7,0.7,0.7,80,80,5,5,0.01,0.01,0.1,100,10,0.1273505,0.8726495,1.098472307,0.510305284
48,48,2.8125,0.2,100,96,96,15,0.7,0.7,0.7,0.7,112,112,7,7,0.01,0.01,0.1,100,10,0.127438086,0.872561914,1.085112846,0.514481369
48,48,2.8125,0.1,200,128,128,20,0.9,0.9,0.5,0.5,144,144,9,9,0.01,0.01,0.05,200,10,0.127457167,0.872542833,1.079932292,0.516169972
16,16,1.5625,0.1,200,128,128,20,0.9,0.9,0.5,0.5,112,112,7,7,0.1,0.1,0.1,100,10,0.127472402,0.872527598,1.082886261,0.512271758
48,48,2.8125,0.2,100,128,128,20,0.9,0.9,0.5,0.5,80,80,5,5,0.01,0.01,0.05,200,10,0.127584018,0.872415982,1.075328251,0.507171217
16,16,1.5625,0.2,100,128,128,20,0.7,0.7,0.7,0.7,112,112,7,7,0.01,0.01,0.1,100,10,0.127622532,0.872377468,1.075308964,0.512103432
48,48,2.8125,0.1,200,128,128,20,0.5,0.5,0.9,0.9,112,112,7,7,0.1,0.1,0.1,100,10,0.12763925,0.87236075,1.078031108,0.531503658
48,48,2.8125,0.2,100,128,128,20,0.9,0.9,0.5,0.5,80,80,5,5,0.1,0.1,0.05,200,10,0.127700551,0.872299449,1.076993164,0.513380571
48,48,2.8125,0.2,100,128,128,20,0.7,0.7,0.7,0.7,80,80,5,5,0.01,0.01,0.1,100,10,0.1277543,0.8722457,1.072555139,0.511817545
32,32,2.1875,0.1,200,128,128,20,0.7,0.7,0.7,0.7,80,80,5,5,0.1,0.1,0.1,100,10,0.127822388,0.872177612,1.073072909,0.499096918
16,16,1.5625,0.2,100,64,64,10,0.7,0.7,0.7,0.7,112,112,7,7,0.01,0.01,0.1,100,10,0.127835186,0.872164814,1.096807026,0.512103432
16,16,1.5625,0.2,100,128,128,20,0.7,0.7,0.7,0.7,144,144,9,9,1,1,0.1,100,10,0.127869041,0.872130959,1.075903022,0.519253274
32,32,2.1875,0.1,200,128,128,20,0.9,0.9,0.5,0.5,144,144,9,9,1,1,0.1,100,10,0.127887859,0.872112141,1.081870824,0.506994875
32,32,2.1875,0.1,200,128,128,20,0.9,0.9,0.5,0.5,112,112,7,7,0.1,0.1,0.05,200,10,0.127951459,0.872048541,1.082886261,0.507406339
48,48,2.8125,0.1,200,128,128,20,0.9,0.9,0.5,0.5,144,144,9,9,0.1,0.1,0.05,200,10,0.128332875,0.871667125,1.078733932,0.512683221
32,32,2.1875,0.2,100,128,128,20,0.9,0.9,0.5,0.5,112,112,7,7,0.1,0.1,0.05,200,10,0.128433963,0.871566037,1.083466021,0.507406339
16,16,1.5625,0.2,100,128,128,20,0.9,0.9,0.5,0.5,112,112,7,7,0.1,0.1,0.1,100,10,0.128467502,0.871532498,1.083466021,0.512271758
