min_child_samples_LGBC,num_leaves_LGBC,reg_lambda_LGBC,learning_rate_LGBR,num_iterations_LGBR,num_leaves_LGBR,min_child_samples_LGBR,reg_lambda_LGBR,subsample_LGBR,colsample_bytree_LGBR,subsample_LGBC,colsample_bytree_LGBC,max_bin_LGBR,max_bin_LGBC,max_depth_LGBR,max_depth_LGBC,reg_alpha_LGBR,reg_alpha_LGBC,learning_rate_LGBC,num_iterations_LGBC,degree,mse,r2,mse_y,auc_t
16,16,1.5625,0.2,100,64,64,10,0.7,0.7,0.7,0.7,144,144,9,9,1,1,0.1,100,10,0.105367522,0.894632478,1.10826737,0.519253274
32,32,2.1875,0.1,200,64,64,10,0.7,0.7,0.7,0.7,112,112,7,7,0.1,0.1,0.1,100,10,0.105382689,0.894617311,1.092447106,0.518320802
48,48,2.8125,0.2,100,32,32,5,0.7,0.7,0.7,0.7,48,48,3,3,0.01,0.01,0.05,200,10,0.105418824,0.894581176,1.08237033,0.525059181
48,48,2.8125,0.1,200,64,64,10,0.9,0.9,0.5,0.5,80,80,5,5,0.1,0.1,0.1,100,10,0.105444458,0.894555542,1.091904471,0.504726484
16,16,1.5625,0.1,200,64,64,10,0.5,0.5,0.9,0.9,144,144,9,9,1,1,0.1,100,10,0.105445135,0.894554865,1.095772046,0.519597942
16,16,1.5625,0.1,200,32,32,5,0.5,0.5,0.9,0.9,112,112,7,7,0.01,0.01,0.05,200,10,0.10547606,0.89452394,1.106917309,0.516859306
32,32,2.1875,0.2,100,96,96,15,0.5,0.5,0.9,0.9,112,112,7,7,1,1,0.05,200,10,0.10553824,0.89446176,1.079685925,0.519942609
32,32,2.1875,0.2,100,32,32,5,0.7,0.7,0.7,0.7,80,80,5,5,0.01,0.01,0.05,200,10,0.105542425,0.894457575,1.099321632,0.50897738
16,16,1.5625,0.1,200,32,32,5,0.9,0.9,0.5,0.5,112,112,7,7,0.1,0.1,0.05,200,10,0.105561883,0.894438117,1.131177981,0.518959372
48,48,2.8125,0.1,200,32,32,5,0.7,0.7,0.7,0.7,48,48,3,3,0.01,0.01,0.05,200,10,0.105571511,0.894428489,1.079103913,0.525059181
16,16,1.5625,0.1,200,64,64,10,0.9,0.9,0.5,0.5,144,144,9,9,1,1,0.1,100,10,0.105593942,0.894406058,1.109487315,0.508667447
16,16,1.5625,0.1,200,32,32,5,0.5,0.5,0.9,0.9,144,144,9,9,1,1,0.1,100,10,0.105644782,0.894355218,1.111353511,0.519597942
32,32,2.1875,0.1,200,64,64,10,0.5,0.5,0.9,0.9,80,80,5,5,0.01,0.01,0.05,200,10,0.105648736,0.894351264,1.088420392,0.518379583
48,48,2.8125,0.2,100,64,64,10,0.5,0.5,0.9,0.9,48,48,3,3,0.1,0.1,0.1,100,10,0.105665486,0.894334514,1.078321016,0.521983894
32,32,2.1875,0.1,200,64,64,10,0.5,0.5,0.9,0.9,112,112,7,7,0.01,0.01,0.05,200,10,0.105670311,0.894329689,1.093274962,0.514951613
16,16,1.5625,0.2,100,64,64,10,0.9,0.9,0.5,0.5,112,112,7,7,1,1,0.1,100,10,0.105697831,0.894302169,1.1047808,0.512800782
16,16,1.5625,0.2,100,96,96,15,0.5,0.5,0.9,0.9,80,80,5,5,0.1,0.1,0.1,100,10,0.105699759,0.894300241,1.079619747,0.500021375
16,16,1.5625,0.2,100,64,64,10,0.9,0.9,0.5,0.5,80,80,5,5,1,1,0.1,100,10,0.10574,0.89426,1.094692444,0.512095417
48,48,2.8125,0.1,200,96,96,15,0.9,0.9,0.5,0.5,80,80,5,5,0.1,0.1,0.1,100,10,0.105806233,0.894193767,1.076174557,0.504726484
16,16,1.5625,0.1,200,96,96,15,0.7,0.7,0.7,0.7,112,112,7,7,1,1,0.05,200,10,0.105871575,0.894128425,1.078954004,0.525697751
48,48,2.8125,0.2,100,96,96,15,0.5,0.5,0.9,0.9,112,112,7,7,0.01,0.01,0.1,100,10,0.105882429,0.894117571,1.085043527,0.512397335
16,16,1.5625,0.1,200,64,64,10,0.9,0.9,0.5,0.5,112,112,7,7,0.1,0.1,0.1,100,10,0.105889864,0.894110136,1.105487546,0.512271758
16,16,1.5625,0.1,200,96,96,15,0.5,0.5,0.9,0.9,144,144,9,9,0.01,0.01,0.05,200,10,0.105896116,0.894103884,1.084596457,0.517674217
32,32,2.1875,0.2,100,96,96,15,0.5,0.5,0.9,0.9,112,112,7,7,0.01,0.01,0.05,200,10,0.105962883,0.894037117,1.085043527,0.514951613
48,48,2.8125,0.1,200,32,32,5,0.9,0.9,0.5,0.5,48,48,3,3,1,1,0.1,100,10,0.105995546,0.894004454,1.080042825,0.506524632
16,16,1.5625,0.1,200,64,64,10,0.7,0.7,0.7,0.7,112,112,7,7,1,1,0.05,200,10,0.106006497,0.893993503,1.093161243,0.525697751
16,16,1.5625,0.1,200,96,96,15,0.9,0.9,0.5,0.5,112,112,7,7,1,1,0.05,200,10,0.10600878,0.89399122,1.083961223,0.504550142
16,16,1.5625,0.1,200,64,64,10,0.9,0.9,0.5,0.5,144,144,9,9,1,1,0.05,200,10,0.106075556,0.893924444,1.109487315,0.504718468
32,32,2.1875,0.2,100,96,96,15,0.5,0.5,0.9,0.9,144,144,9,9,1,1,0.05,200,10,0.106078534,0.893921466,1.083595182,0.52424427
16,16,1.5625,0.1,200,96,96,15,0.5,0.5,0.9,0.9,80,80,5,5,1,1,0.05,200,10,0.106079113,0.893920887,1.076722133,0.511162945
48,48,2.8125,0.1,200,64,64,10,0.7,0.7,0.7,0.7,80,80,5,5,1,1,0.05,200,10,0.106105159,0.893894841,1.085919102,0.522211
48,48,2.8125,0.2,100,32,32,5,0.9,0.9,0.5,0.5,48,48,3,3,1,1,0.05,200,10,0.106106921,0.893893079,1.081129469,0.502113425
16,16,1.5625,0.1,200,96,96,15,0.5,0.5,0.9,0.9,80,80,5,5,0.01,0.01,0.05,200,10,0.106111159,0.893888841,1.077714375,0.500366042
16,16,1.5625,0.2,100,64,64,10,0.7,0.7,0.7,0.7,112,112,7,7,1,1,0.05,200,10,0.106169764,0.893830236,1.092155583,0.525697751
16,16,1.5625,0.1,200,64,64,10,0.9,0.9,0.5,0.5,112,112,7,7,0.1,0.1,0.05,200,10,0.106190697,0.893809303,1.105487546,0.518959372
48,48,2.8125,0.1,200,64,64,10,0.7,0.7,0.7,0.7,112,112,7,7,0.1,0.1,0.1,100,10,0.106220134,0.893779866,1.092447106,0.5152375
16,16,1.5625,0.2,100,64,64,10,0.5,0.5,0.9,0.9,48,48,3,3,1,1,0.1,100,10,0.106245285,0.893754715,1.078086181,0.518328818
32,32,2.1875,0.2,100,96,96,15,0.9,0.9,0.5,0.5,48,48,3,3,1,1,0.1,100,10,0.106267163,0.893732837,1.072959643,0.50902013
16,16,1.5625,0.1,200,64,64,10,0.9,0.9,0.5,0.5,48,48,3,3,0.1,0.1,0.1,100,10,0.106267499,0.893732501,1.070579012,0.509952602
16,16,1.5625,0.2,100,96,96,15,0.5,0.5,0.9,0.9,144,144,9,9,0.01,0.01,0.1,100,10,0.106298767,0.893701233,1.084191037,0.499895798
48,48,2.8125,0.2,100,96,96,15,0.5,0.5,0.9,0.9,144,144,9,9,1,1,0.1,100,10,0.106300413,0.893699587,1.083595182,0.530058193
16,16,1.5625,0.1,200,128,128,20,0.5,0.5,0.9,0.9,80,80,5,5,0.1,0.1,0.1,100,10,0.106329568,0.893670432,1.072415065,0.500021375
16,16,1.5625,0.2,100,64,64,10,0.5,0.5,0.9,0.9,112,112,7,7,1,1,0.1,100,10,0.106345084,0.893654916,1.09356414,0.527605444
32,32,2.1875,0.1,200,64,64,10,0.5,0.5,0.9,0.9,80,80,5,5,1,1,0.05,200,10,0.106349659,0.893650341,1.084440625,0.521689992
16,16,1.5625,0.1,200,96,96,15,0.9,0.9,0.5,0.5,80,80,5,5,0.01,0.01,0.05,200,10,0.106422017,0.893577983,1.075519756,0.508969365
48,48,2.8125,0.2,100,96,96,15,0.5,0.5,0.9,0.9,48,48,3,3,1,1,0.05,200,10,0.106430383,0.893569617,1.072957226,0.518783031
16,16,1.5625,0.1,200,32,32,5,0.9,0.9,0.5,0.5,48,48,3,3,0.1,0.1,0.1,100,10,0.106443292,0.893556708,1.080025481,0.509952602
32,32,2.1875,0.1,200,64,64,10,0.9,0.9,0.5,0.5,48,48,3,3,0.1,0.1,0.1,100,10,0.106451271,0.893548729,1.070579012,0.509431593
48,48,2.8125,0.1,200,96,96,15,0.7,0.7,0.7,0.7,80,80,5,5,0.01,0.01,0.05,200,10,0.106454562,0.893545438,1.073921721,0.517447111
16,16,1.5625,0.2,100,96,96,15,0.5,0.5,0.9,0.9,144,144,9,9,0.1,0.1,0.05,200,10,0.106473764,0.893526236,1.084714528,0.50838156
16,16,1.5625,0.2,100,64,64,10,0.5,0.5,0.9,0.9,112,112,7,7,0.01,0.01,0.1,100,10,0.106476705,0.893523295,1.096824365,0.516060426
48,48,2.8125,0.1,200,64,64,10,0.5,0.5,0.9,0.9,80,80,5,5,0.01,0.01,0.05,200,10,0.106507791,0.893492209,1.088420392,0.515472622
48,48,2.8125,0.1,200,32,32,5,0.7,0.7,0.7,0.7,48,48,3,3,0.1,0.1,0.1,100,10,0.106510878,0.893489122,1.075354281,0.528545932
16,16,1.5625,0.2,100,64,64,10,0.7,0.7,0.7,0.7,80,80,5,5,0.01,0.01,0.1,100,10,0.106533081,0.893466919,1.087472046,0.526798549
32,32,2.1875,0.1,200,64,64,10,0.7,0.7,0.7,0.7,80,80,5,5,0.01,0.01,0.05,200,10,0.10653449,0.89346551,1.083614741,0.50897738
48,48,2.8125,0.2,100,96,96,15,0.9,0.9,0.5,0.5,48,48,3,3,1,1,0.1,100,10,0.106554791,0.893445209,1.072959643,0.506524632
16,16,1.5625,0.2,100,64,64,10,0.9,0.9,0.5,0.5,80,80,5,5,0.1,0.1,0.05,200,10,0.106556881,0.893443119,1.091598478,0.508675462
16,16,1.5625,0.1,200,64,64,10,0.7,0.7,0.7,0.7,80,80,5,5,1,1,0.1,100,10,0.106648589,0.893351411,1.085919102,0.512087401
32,32,2.1875,0.2,100,32,32,5,0.9,0.9,0.5,0.5,48,48,3,3,1,1,0.05,200,10,0.106682405,0.893317595,1.081129469,0.50565094
32,32,2.1875,0.1,200,64,64,10,0.7,0.7,0.7,0.7,80,80,5,5,1,1,0.1,100,10,0.106709156,0.893290844,1.085919102,0.52906694
48,48,2.8125,0.1,200,64,64,10,0.5,0.5,0.9,0.9,112,112,7,7,0.01,0.01,0.1,100,10,0.106746014,0.893253986,1.093274962,0.512397335
16,16,1.5625,0.2,100,32,32,5,0.9,0.9,0.5,0.5,48,48,3,3,1,1,0.1,100,10,0.106764129,0.893235871,1.081129469,0.509952602
16,16,1.5625,0.1,200,64,64,10,0.5,0.5,0.9,0.9,144,144,9,9,0.1,0.1,0.05,200,10,0.10678576,0.89321424,1.096572888,0.50838156
48,48,2.8125,0.1,200,96,96,15,0.7,0.7,0.7,0.7,48,48,3,3,0.1,0.1,0.1,100,10,0.106807509,0.893192491,1.068049474,0.528545932
16,16,1.5625,0.2,100,96,96,15,0.5,0.5,0.9,0.9,48,48,3,3,1,1,0.1,100,10,0.106859817,0.893140183,1.072957226,0.518328818
48,48,2.8125,0.1,200,64,64,10,0.5,0.5,0.9,0.9,112,112,7,7,1,1,0.05,200,10,0.106887113,0.893112887,1.093137365,0.523429359
16,16,1.5625,0.1,200,64,64,10,0.7,0.7,0.7,0.7,80,80,5,5,0.01,0.01,0.05,200,10,0.106894541,0.893105459,1.083614741,0.495551387
16,16,1.5625,0.1,200,64,64,10,0.7,0.7,0.7,0.7,144,144,9,9,0.01,0.01,0.1,100,10,0.106964996,0.893035004,1.102075173,0.511633189
16,16,1.5625,0.2,100,64,64,10,0.9,0.9,0.5,0.5,112,112,7,7,1,1,0.05,200,10,0.106966737,0.893033263,1.1047808,0.504550142
48,48,2.8125,0.2,100,64,64,10,0.5,0.5,0.9,0.9,80,80,5,5,1,1,0.1,100,10,0.106979355,0.893020645,1.086949004,0.520177731
16,16,1.5625,0.1,200,64,64,10,0.7,0.7,0.7,0.7,80,80,5,5,1,1,0.05,200,10,0.107021477,0.892978523,1.085919102,0.51866547
16,16,1.5625,0.2,100,64,64,10,0.5,0.5,0.9,0.9,144,144,9,9,1,1,0.1,100,10,0.107022742,0.892977258,1.09266859,0.519597942
16,16,1.5625,0.2,100,32,32,5,0.7,0.7,0.7,0.7,48,48,3,3,0.01,0.01,0.05,200,10,0.107045514,0.892954486,1.08237033,0.521404105
48,48,2.8125,0.2,100,64,64,10,0.9,0.9,0.5,0.5,80,80,5,5,0.01,0.01,0.1,100,10,0.107049629,0.892950371,1.094965836,0.516052411
48,48,2.8125,0.1,200,32,32,5,0.5,0.5,0.9,0.9,48,48,3,3,0.1,0.1,0.1,100,10,0.107063167,0.892936833,1.079809446,0.521983894
16,16,1.5625,0.1,200,96,96,15,0.9,0.9,0.5,0.5,112,112,7,7,0.01,0.01,0.1,100,10,0.107083618,0.892916382,1.089531588,0.51390158
32,32,2.1875,0.1,200,96,96,15,0.7,0.7,0.7,0.7,144,144,9,9,0.01,0.01,0.05,200,10,0.107101046,0.892898954,1.087214256,0.518320802
48,48,2.8125,0.2,100,96,96,15,0.5,0.5,0.9,0.9,144,144,9,9,0.01,0.01,0.05,200,10,0.107133744,0.892866256,1.084191037,0.518833796
32,32,2.1875,0.2,100,96,96,15,0.7,0.7,0.7,0.7,112,112,7,7,1,1,0.1,100,10,0.107135741,0.892864259,1.084617702,0.526806564
32,32,2.1875,0.1,200,96,96,15,0.7,0.7,0.7,0.7,144,144,9,9,1,1,0.05,200,10,0.10714247,0.89285753,1.086361271,0.530865088
48,48,2.8125,0.2,100,64,64,10,0.9,0.9,0.5,0.5,48,48,3,3,0.01,0.01,0.1,100,10,0.107172485,0.892827515,1.074114473,0.50350011
16,16,1.5625,0.1,200,96,96,15,0.9,0.9,0.5,0.5,112,112,7,7,0.1,0.1,0.05,200,10,0.107180323,0.892819677,1.087783904,0.518959372
16,16,1.5625,0.1,200,64,64,10,0.7,0.7,0.7,0.7,144,144,9,9,0.01,0.01,0.05,200,10,0.10720643,0.89279357,1.102075173,0.514657711
32,32,2.1875,0.1,200,64,64,10,0.9,0.9,0.5,0.5,48,48,3,3,0.01,0.01,0.05,200,10,0.107213971,0.892786029,1.073079453,0.510885074
48,48,2.8125,0.1,200,64,64,10,0.9,0.9,0.5,0.5,112,112,7,7,0.01,0.01,0.05,200,10,0.107215791,0.892784209,1.100907461,0.511633189
16,16,1.5625,0.2,100,64,64,10,0.9,0.9,0.5,0.5,112,112,7,7,0.1,0.1,0.05,200,10,0.107219331,0.892780669,1.100260146,0.518959372
32,32,2.1875,0.2,100,64,64,10,0.9,0.9,0.5,0.5,80,80,5,5,1,1,0.05,200,10,0.107232194,0.892767806,1.094692444,0.507339543
32,32,2.1875,0.2,100,64,64,10,0.9,0.9,0.5,0.5,48,48,3,3,1,1,0.1,100,10,0.107268233,0.892731767,1.079266148,0.50902013
48,48,2.8125,0.2,100,32,32,5,0.7,0.7,0.7,0.7,48,48,3,3,0.01,0.01,0.1,100,10,0.107268848,0.892731152,1.08237033,0.523143472
48,48,2.8125,0.1,200,64,64,10,0.9,0.9,0.5,0.5,144,144,9,9,0.1,0.1,0.1,100,10,0.107270609,0.892729391,1.110785047,0.503625686
32,32,2.1875,0.2,100,64,64,10,0.7,0.7,0.7,0.7,80,80,5,5,0.01,0.01,0.05,200,10,0.107306025,0.892693975,1.087472046,0.50897738
32,32,2.1875,0.1,200,64,64,10,0.5,0.5,0.9,0.9,112,112,7,7,1,1,0.1,100,10,0.107307878,0.892692122,1.093137365,0.519127698
48,48,2.8125,0.2,100,64,64,10,0.5,0.5,0.9,0.9,48,48,3,3,0.1,0.1,0.05,200,10,0.107332353,0.892667647,1.078321016,0.52697489
48,48,2.8125,0.2,100,32,32,5,0.5,0.5,0.9,0.9,48,48,3,3,0.1,0.1,0.05,200,10,0.10733778,0.89266222,1.077413085,0.52697489
32,32,2.1875,0.1,200,32,32,5,0.5,0.5,0.9,0.9,144,144,9,9,1,1,0.05,200,10,0.107371072,0.892628928,1.111353511,0.52424427
16,16,1.5625,0.1,200,32,32,5,0.9,0.9,0.5,0.5,80,80,5,5,0.01,0.01,0.05,200,10,0.107388551,0.892611449,1.11273142,0.508969365
32,32,2.1875,0.1,200,96,96,15,0.9,0.9,0.5,0.5,80,80,5,5,1,1,0.05,200,10,0.10738891,0.89261109,1.07504216,0.507339543
32,32,2.1875,0.1,200,96,96,15,0.5,0.5,0.9,0.9,80,80,5,5,0.01,0.01,0.1,100,10,0.107392376,0.892607624,1.077714375,0.507398323
32,32,2.1875,0.2,100,32,32,5,0.7,0.7,0.7,0.7,48,48,3,3,0.01,0.01,0.05,200,10,0.107452465,0.892547535,1.08237033,0.52831081
16,16,1.5625,0.1,200,32,32,5,0.5,0.5,0.9,0.9,48,48,3,3,0.1,0.1,0.1,100,10,0.10745769,0.89254231,1.079809446,0.519312055
16,16,1.5625,0.1,200,96,96,15,0.9,0.9,0.5,0.5,80,80,5,5,1,1,0.1,100,10,0.107467303,0.892532697,1.07504216,0.512095417
16,16,1.5625,0.2,100,32,32,5,0.5,0.5,0.9,0.9,112,112,7,7,0.01,0.01,0.05,200,10,0.10748487,0.89251513,1.114716846,0.516859306
32,32,2.1875,0.1,200,96,96,15,0.7,0.7,0.7,0.7,144,144,9,9,1,1,0.1,100,10,0.107493555,0.892506445,1.086361271,0.520177731
16,16,1.5625,0.1,200,96,96,15,0.5,0.5,0.9,0.9,80,80,5,5,0.1,0.1,0.05,200,10,0.107495193,0.892504807,1.077543947,0.493333761
32,32,2.1875,0.2,100,64,64,10,0.5,0.5,0.9,0.9,144,144,9,9,0.01,0.01,0.05,200,10,0.107497884,0.892502116,1.097687833,0.517262754
32,32,2.1875,0.1,200,96,96,15,0.9,0.9,0.5,0.5,80,80,5,5,0.01,0.01,0.05,200,10,0.107540612,0.892459388,1.075519756,0.498752251
48,48,2.8125,0.1,200,64,64,10,0.9,0.9,0.5,0.5,80,80,5,5,0.01,0.01,0.1,100,10,0.107566552,0.892433448,1.091676463,0.516052411
48,48,2.8125,0.2,100,64,64,10,0.9,0.9,0.5,0.5,48,48,3,3,1,1,0.1,100,10,0.10763531,0.89236469,1.079266148,0.506524632
32,32,2.1875,0.1,200,32,32,5,0.7,0.7,0.7,0.7,48,48,3,3,0.01,0.01,0.05,200,10,0.107659153,0.892340847,1.079103913,0.52831081
16,16,1.5625,0.1,200,32,32,5,0.9,0.9,0.5,0.5,144,144,9,9,0.1,0.1,0.1,100,10,0.107667183,0.892332817,1.14254416,0.513372556
32,32,2.1875,0.1,200,64,64,10,0.9,0.9,0.5,0.5,80,80,5,5,0.1,0.1,0.05,200,10,0.107672611,0.892327389,1.091904471,0.518505159
32,32,2.1875,0.1,200,96,96,15,0.9,0.9,0.5,0.5,112,112,7,7,1,1,0.05,200,10,0.107743201,0.892256799,1.083961223,0.5180269
16,16,1.5625,0.1,200,64,64,10,0.7,0.7,0.7,0.7,144,144,9,9,0.1,0.1,0.05,200,10,0.107753416,0.892246584,1.106771602,0.509599919
16,16,1.5625,0.2,100,32,32,5,0.9,0.9,0.5,0.5,48,48,3,3,1,1,0.05,200,10,0.107760849,0.892239151,1.081129469,0.513960361
48,48,2.8125,0.1,200,64,64,10,0.5,0.5,0.9,0.9,80,80,5,5,0.1,0.1,0.1,100,10,0.107776754,0.892223246,1.087036003,0.517917355
16,16,1.5625,0.1,200,96,96,15,0.9,0.9,0.5,0.5,112,112,7,7,0.1,0.1,0.1,100,10,0.107788995,0.892211005,1.087783904,0.512271758
48,48,2.8125,0.2,100,32,32,5,0.7,0.7,0.7,0.7,80,80,5,5,0.01,0.01,0.05,200,10,0.10779596,0.89220404,1.099321632,0.517447111
16,16,1.5625,0.2,100,64,64,10,0.7,0.7,0.7,0.7,144,144,9,9,0.1,0.1,0.1,100,10,0.107809863,0.892190137,1.105063606,0.517439095
16,16,1.5625,0.1,200,32,32,5,0.7,0.7,0.7,0.7,144,144,9,9,1,1,0.05,200,10,0.107817475,0.892182525,1.13756838,0.512969108
48,48,2.8125,0.2,100,32,32,5,0.5,0.5,0.9,0.9,48,48,3,3,1,1,0.05,200,10,0.107821708,0.892178292,1.077476004,0.518783031
32,32,2.1875,0.2,100,64,64,10,0.9,0.9,0.5,0.5,80,80,5,5,0.01,0.01,0.1,100,10,0.107854616,0.892145384,1.094965836,0.498458349
48,48,2.8125,0.1,200,96,96,15,0.7,0.7,0.7,0.7,112,112,7,7,0.1,0.1,0.1,100,10,0.10787055,0.89212945,1.082038027,0.5152375
32,32,2.1875,0.1,200,96,96,15,0.7,0.7,0.7,0.7,112,112,7,7,1,1,0.05,200,10,0.107870659,0.892129341,1.078954004,0.527210012
16,16,1.5625,0.2,100,96,96,15,0.9,0.9,0.5,0.5,80,80,5,5,1,1,0.05,200,10,0.107881577,0.892118423,1.078663784,0.516573419
48,48,2.8125,0.2,100,32,32,5,0.5,0.5,0.9,0.9,48,48,3,3,0.1,0.1,0.1,100,10,0.107937722,0.892062278,1.077413085,0.521983894
16,16,1.5625,0.1,200,96,96,15,0.9,0.9,0.5,0.5,80,80,5,5,0.01,0.01,0.1,100,10,0.107945127,0.892054873,1.075519756,0.509557169
32,32,2.1875,0.2,100,96,96,15,0.5,0.5,0.9,0.9,144,144,9,9,1,1,0.1,100,10,0.107947577,0.892052423,1.083595182,0.530512405
48,48,2.8125,0.1,200,32,32,5,0.5,0.5,0.9,0.9,48,48,3,3,0.1,0.1,0.05,200,10,0.107948351,0.892051649,1.079809446,0.52697489
48,48,2.8125,0.1,200,96,96,15,0.7,0.7,0.7,0.7,48,48,3,3,0.1,0.1,0.05,200,10,0.107954956,0.892045044,1.068049474,0.520126966
16,16,1.5625,0.1,200,32,32,5,0.9,0.9,0.5,0.5,112,112,7,7,1,1,0.1,100,10,0.107965696,0.892034304,1.126200462,0.512800782
32,32,2.1875,0.1,200,64,64,10,0.5,0.5,0.9,0.9,112,112,7,7,0.1,0.1,0.05,200,10,0.107967626,0.892032374,1.091472683,0.531327316
32,32,2.1875,0.2,100,64,64,10,0.7,0.7,0.7,0.7,144,144,9,9,0.1,0.1,0.05,200,10,0.107968299,0.892031701,1.105063606,0.510246504
32,32,2.1875,0.1,200,96,96,15,0.7,0.7,0.7,0.7,112,112,7,7,1,1,0.1,100,10,0.107970491,0.892029509,1.078954004,0.526806564
16,16,1.5625,0.1,200,32,32,5,0.7,0.7,0.7,0.7,80,80,5,5,1,1,0.1,100,10,0.107980681,0.892019319,1.099056486,0.512087401
16,16,1.5625,0.1,200,32,32,5,0.7,0.7,0.7,0.7,80,80,5,5,1,1,0.05,200,10,0.107995158,0.892004842,1.099056486,0.51866547
48,48,2.8125,0.2,100,96,96,15,0.5,0.5,0.9,0.9,48,48,3,3,0.1,0.1,0.1,100,10,0.108057054,0.891942946,1.071187835,0.521983894
32,32,2.1875,0.2,100,64,64,10,0.5,0.5,0.9,0.9,48,48,3,3,1,1,0.05,200,10,0.108086492,0.891913508,1.078086181,0.524596953
32,32,2.1875,0.2,100,32,32,5,0.7,0.7,0.7,0.7,48,48,3,3,0.1,0.1,0.1,100,10,0.108100099,0.891899901,1.075587961,0.516405094
16,16,1.5625,0.1,200,32,32,5,0.5,0.5,0.9,0.9,144,144,9,9,0.01,0.01,0.05,200,10,0.108133264,0.891866736,1.11351764,0.517674217
16,16,1.5625,0.2,100,32,32,5,0.5,0.5,0.9,0.9,48,48,3,3,1,1,0.1,100,10,0.108134876,0.891865124,1.077476004,0.518328818
16,16,1.5625,0.2,100,96,96,15,0.7,0.7,0.7,0.7,112,112,7,7,0.1,0.1,0.05,200,10,0.108139824,0.891860176,1.083871248,0.520639959
48,48,2.8125,0.1,200,96,96,15,0.5,0.5,0.9,0.9,80,80,5,5,1,1,0.1,100,10,0.108146944,0.891853056,1.076722133,0.520177731
48,48,2.8125,0.2,100,64,64,10,0.5,0.5,0.9,0.9,80,80,5,5,0.01,0.01,0.05,200,10,0.108150921,0.891849079,1.092646203,0.515472622
48,48,2.8125,0.2,100,64,64,10,0.7,0.7,0.7,0.7,48,48,3,3,1,1,0.05,200,10,0.10815695,0.89184305,1.073689235,0.517051679
48,48,2.8125,0.1,200,32,32,5,0.9,0.9,0.5,0.5,48,48,3,3,1,1,0.05,200,10,0.108157851,0.891842149,1.080042825,0.502113425
16,16,1.5625,0.2,100,32,32,5,0.5,0.5,0.9,0.9,144,144,9,9,0.1,0.1,0.1,100,10,0.108184907,0.891815093,1.11689096,0.508902569
32,32,2.1875,0.2,100,32,32,5,0.7,0.7,0.7,0.7,144,144,9,9,0.1,0.1,0.1,100,10,0.108196411,0.891803589,1.133692382,0.521975879
48,48,2.8125,0.2,100,64,64,10,0.5,0.5,0.9,0.9,48,48,3,3,0.01,0.01,0.1,100,10,0.108215752,0.891784248,1.077959166,0.525588205
32,32,2.1875,0.1,200,64,64,10,0.5,0.5,0.9,0.9,144,144,9,9,1,1,0.05,200,10,0.108225878,0.891774122,1.095772046,0.52424427
16,16,1.5625,0.2,100,32,32,5,0.7,0.7,0.7,0.7,48,48,3,3,0.1,0.1,0.1,100,10,0.108235904,0.891764096,1.075587961,0.518152477
16,16,1.5625,0.1,200,96,96,15,0.5,0.5,0.9,0.9,48,48,3,3,1,1,0.1,100,10,0.108246117,0.891753883,1.069049891,0.518328818
32,32,2.1875,0.2,100,64,64,10,0.5,0.5,0.9,0.9,144,144,9,9,1,1,0.05,200,10,0.108253688,0.891746312,1.09266859,0.52424427
48,48,2.8125,0.1,200,64,64,10,0.5,0.5,0.9,0.9,112,112,7,7,1,1,0.1,100,10,0.108259731,0.891740269,1.093137365,0.52075752
32,32,2.1875,0.1,200,96,96,15,0.9,0.9,0.5,0.5,112,112,7,7,0.01,0.01,0.1,100,10,0.108281952,0.891718048,1.089531588,0.513263011
48,48,2.8125,0.1,200,64,64,10,0.9,0.9,0.5,0.5,80,80,5,5,0.01,0.01,0.05,200,10,0.108287235,0.891712765,1.091676463,0.507171217
32,32,2.1875,0.1,200,96,96,15,0.7,0.7,0.7,0.7,144,144,9,9,0.01,0.01,0.1,100,10,0.108298723,0.891701277,1.087214256,0.513153465
48,48,2.8125,0.2,100,96,96,15,0.9,0.9,0.5,0.5,48,48,3,3,0.1,0.1,0.05,200,10,0.108326282,0.891673718,1.07385335,0.510885074
32,32,2.1875,0.1,200,64,64,10,0.9,0.9,0.5,0.5,80,80,5,5,0.01,0.01,0.1,100,10,0.108367759,0.891632241,1.091676463,0.498458349
16,16,1.5625,0.2,100,32,32,5,0.7,0.7,0.7,0.7,144,144,9,9,0.1,0.1,0.1,100,10,0.108368081,0.891631919,1.133692382,0.517439095
16,16,1.5625,0.1,200,96,96,15,0.5,0.5,0.9,0.9,80,80,5,5,0.01,0.01,0.1,100,10,0.108377043,0.891622957,1.077714375,0.506230729
16,16,1.5625,0.1,200,32,32,5,0.7,0.7,0.7,0.7,112,112,7,7,1,1,0.05,200,10,0.1083962,0.8916038,1.125564917,0.525697751
32,32,2.1875,0.1,200,96,96,15,0.5,0.5,0.9,0.9,80,80,5,5,0.1,0.1,0.1,100,10,0.108397936,0.891602064,1.077543947,0.52633632
48,48,2.8125,0.2,100,64,64,10,0.7,0.7,0.7,0.7,80,80,5,5,1,1,0.05,200,10,0.108434793,0.891565207,1.081330837,0.522211
16,16,1.5625,0.1,200,32,32,5,0.9,0.9,0.5,0.5,80,80,5,5,1,1,0.05,200,10,0.108493085,0.891506915,1.107124366,0.516573419
32,32,2.1875,0.1,200,64,64,10,0.9,0.9,0.5,0.5,48,48,3,3,1,1,0.1,100,10,0.108496942,0.891503058,1.070992108,0.50902013
