max_depth_LGB,min_child_samples_LGB,num_leaves_LGB,num_iterations_LGB,learning_rate_LGB,penalty_逻辑回归,subsample_LGB,colsample_bytree_LGB,reg_lambda_LGB,max_bin_LGB,reg_alpha_LGB,C_逻辑回归,degree,mse,r2,mse_y,auc_t
5,16,16,200,0.1,l1,0.5,0.5,9,144,0.1,1,10,0.119264298,0.880735702,1.059983024,0.513925627
5,16,16,100,0.2,l2,0.9,0.9,9,144,0.1,1,10,0.119346625,0.880653375,1.059481302,0.506313556
5,16,16,100,0.2,l2,0.9,0.9,3,48,0.01,0.1,10,0.119430601,0.880569399,1.059135388,0.50672502
5,16,16,200,0.1,l1,0.9,0.9,3,48,0.1,1,10,0.119487616,0.880512384,1.059199058,0.513925627
5,16,16,100,0.2,l1,0.5,0.5,5,80,0.01,0.1,10,0.119528821,0.880471179,1.059884659,0.5
5,16,16,100,0.2,l1,0.9,0.9,7,112,0.1,1,10,0.119571091,0.880428909,1.059949719,0.513925627
5,16,16,200,0.1,l2,0.9,0.9,9,144,0.1,1,10,0.119571888,0.880428112,1.059768327,0.506313556
5,16,16,100,0.2,l2,0.5,0.5,9,144,0.01,0.1,10,0.119666823,0.880333177,1.059642492,0.50672502
5,16,16,200,0.1,l2,0.7,0.7,9,144,0.1,1,10,0.119853207,0.880146793,1.059932779,0.506313556
5,16,16,100,0.2,l1,0.9,0.9,9,144,1,10,10,0.119966988,0.880033012,1.059282604,0.507590696
5,16,16,200,0.1,l2,0.5,0.5,9,144,0.1,1,10,0.119995821,0.880004179,1.059983024,0.506313556
5,16,16,100,0.2,l2,0.9,0.9,9,144,1,10,10,0.120038543,0.879961457,1.059282604,0.506254776
5,16,16,100,0.2,l2,0.7,0.7,3,48,0.01,0.1,10,0.120147206,0.879852794,1.059093252,0.50672502
5,16,16,200,0.1,l1,0.9,0.9,9,144,1,10,10,0.120181142,0.879818858,1.059816626,0.507590696
5,16,16,100,0.2,l1,0.7,0.7,9,144,0.1,1,10,0.12019656,0.87980344,1.05954864,0.513925627
5,16,16,200,0.1,l1,0.7,0.7,9,144,1,10,10,0.120208334,0.879791666,1.059676045,0.507590696
5,16,16,100,0.2,l1,0.5,0.5,9,144,0.1,1,10,0.120210132,0.879789868,1.059493685,0.513925627
9,64,64,100,0.2,l1,0.7,0.7,5,80,0.1,1,10,0.120216523,0.879783477,1.090588971,0.513925627
5,16,16,200,0.1,l1,0.9,0.9,5,80,0.01,0.1,10,0.120226112,0.879773888,1.059473196,0.5
5,16,16,200,0.1,l2,0.9,0.9,9,144,1,10,10,0.120250631,0.879749369,1.059816626,0.506254776
5,16,16,200,0.1,l1,0.5,0.5,5,80,0.01,0.1,10,0.120265228,0.879734772,1.059708053,0.5
5,16,16,200,0.1,l2,0.7,0.7,9,144,1,10,10,0.120282597,0.879717403,1.059676045,0.506254776
5,16,16,200,0.1,l2,0.9,0.9,3,48,0.1,1,10,0.120285847,0.879714153,1.059199058,0.506313556
5,16,16,200,0.1,l1,0.7,0.7,3,48,0.1,1,10,0.120317544,0.879682456,1.059079305,0.513925627
5,16,16,100,0.2,l1,0.7,0.7,9,144,1,10,10,0.120324628,0.879675372,1.059448735,0.507590696
5,16,16,100,0.2,l2,0.9,0.9,5,80,0.01,0.1,10,0.120351206,0.879648794,1.058886619,0.50672502
5,16,16,200,0.1,l1,0.7,0.7,5,80,0.01,0.1,10,0.120380714,0.879619286,1.059490095,0.5
5,16,16,100,0.2,l2,0.7,0.7,9,144,1,10,10,0.120395016,0.879604984,1.059448735,0.506254776
5,16,16,100,0.2,l2,0.9,0.9,7,112,0.1,1,10,0.120420964,0.879579036,1.059949719,0.506313556
5,16,16,200,0.1,l1,0.5,0.5,3,48,0.1,1,10,0.120658234,0.879341766,1.059479668,0.513925627
5,16,16,200,0.1,l1,0.9,0.9,3,48,1,10,10,0.120670787,0.879329213,1.059305971,0.507590696
5,16,16,100,0.2,l1,0.7,0.7,5,80,0.01,0.1,10,0.120726424,0.879273576,1.059005919,0.5
5,16,16,100,0.2,l1,0.9,0.9,7,112,1,10,10,0.120734507,0.879265493,1.060306079,0.507590696
5,16,16,200,0.1,l2,0.9,0.9,3,48,1,10,10,0.120759017,0.879240983,1.059305971,0.506254776
5,16,16,200,0.1,l2,0.9,0.9,5,80,0.01,0.1,10,0.120770477,0.879229523,1.059473196,0.50672502
5,16,16,200,0.1,l1,0.5,0.5,9,144,1,10,10,0.120788395,0.879211605,1.060007059,0.507590696
5,16,16,100,0.2,l2,0.9,0.9,7,112,1,10,10,0.120811921,0.879188079,1.060306079,0.506254776
5,16,16,200,0.1,l2,0.5,0.5,9,144,1,10,10,0.120862341,0.879137659,1.060007059,0.506254776
5,16,16,100,0.2,l2,0.5,0.5,9,144,0.1,1,10,0.120953803,0.879046197,1.059493685,0.506313556
5,16,16,200,0.1,l2,0.5,0.5,5,80,0.01,0.1,10,0.120993814,0.879006186,1.059708053,0.50672502
5,16,16,100,0.2,l2,0.7,0.7,9,144,0.1,1,10,0.121034548,0.878965452,1.05954864,0.506313556
5,16,16,200,0.1,l2,0.7,0.7,5,80,0.01,0.1,10,0.121162793,0.878837207,1.059490095,0.50672502
5,16,16,200,0.1,l2,0.7,0.7,3,48,0.1,1,10,0.121178685,0.878821315,1.059079305,0.506313556
5,16,16,100,0.2,l1,0.5,0.5,9,144,1,10,10,0.121228003,0.878771997,1.059605898,0.507590696
5,16,16,100,0.2,l2,0.5,0.5,9,144,1,10,10,0.121294966,0.878705034,1.059605898,0.506254776
5,16,16,100,0.2,l1,0.5,0.5,3,48,1,10,10,0.12130761,0.87869239,1.0593808,0.507590696
9,64,64,100,0.2,l1,0.7,0.7,9,144,0.1,1,10,0.12132555,0.878683445,1.097249831,0.513925627
5,16,16,100,0.2,l1,0.9,0.9,3,48,0.1,1,10,0.12135439,0.87864561,1.058933334,0.513925627
9,64,64,100,0.2,l2,0.7,0.7,5,80,0.1,1,10,0.121387236,0.878612764,1.090588971,0.506313556
5,16,16,100,0.2,l1,0.5,0.5,3,48,0.1,1,10,0.121390522,0.878609478,1.059683224,0.513925627
5,16,16,100,0.2,l2,0.5,0.5,3,48,1,10,10,0.121398705,0.878601295,1.0593808,0.506254776
5,16,16,200,0.1,l1,0.5,0.5,3,48,1,10,10,0.121455901,0.878544099,1.059522165,0.507590696
5,16,16,200,0.1,l2,0.5,0.5,3,48,1,10,10,0.121546242,0.878453758,1.059522165,0.506254776
5,16,16,200,0.1,l2,0.5,0.5,3,48,0.1,1,10,0.12154949,0.87845051,1.059479668,0.506313556
5,16,16,100,0.2,l2,0.5,0.5,5,80,0.01,0.1,10,0.121621256,0.878378744,1.059884659,0.50672502
5,16,16,200,0.1,l1,0.7,0.7,3,48,1,10,10,0.121770329,0.878229671,1.059310189,0.507590696
5,16,16,200,0.1,l2,0.7,0.7,3,48,1,10,10,0.121860022,0.878139978,1.059310189,0.506254776
5,16,16,100,0.2,l2,0.7,0.7,5,80,0.01,0.1,10,0.122022733,0.877977267,1.059005919,0.50672502
5,16,16,200,0.1,l1,0.7,0.7,5,80,0.1,1,10,0.122050507,0.877949493,1.059478383,0.513925627
5,16,16,100,0.2,l1,0.7,0.7,3,48,0.1,1,10,0.122074836,0.877925164,1.058881255,0.513925627
5,16,16,200,0.1,l1,0.9,0.9,5,80,0.1,1,10,0.122136283,0.877863717,1.059462307,0.513925627
5,16,16,100,0.2,l1,0.9,0.9,5,80,0.1,1,10,0.12217194,0.87782806,1.058879342,0.513925627
5,16,16,100,0.2,l2,0.5,0.5,3,48,0.1,1,10,0.12230865,0.87769135,1.059683224,0.506313556
5,16,16,100,0.2,l2,0.9,0.9,3,48,0.1,1,10,0.122371967,0.877628033,1.058933334,0.506313556
5,16,16,200,0.1,l1,0.5,0.5,5,80,0.1,1,10,0.122458417,0.877541583,1.05970244,0.513925627
9,64,64,100,0.2,l2,0.7,0.7,9,144,0.1,1,10,0.122466132,0.877533868,1.097249831,0.506313556
5,16,16,200,0.1,l2,0.7,0.7,5,80,0.1,1,10,0.122870588,0.877129412,1.059478383,0.506313556
5,16,16,200,0.1,l1,0.7,0.7,5,80,1,10,10,0.122882873,0.877117127,1.059205817,0.507590696
5,16,16,200,0.1,l2,0.9,0.9,5,80,0.1,1,10,0.122930892,0.877069108,1.059462307,0.506313556
5,16,16,200,0.1,l2,0.7,0.7,5,80,1,10,10,0.122961807,0.877038193,1.059205817,0.506254776
5,16,16,100,0.2,l2,0.9,0.9,5,80,0.1,1,10,0.123043172,0.876956828,1.058879342,0.506313556
5,16,16,100,0.2,l1,0.7,0.7,5,80,1,10,10,0.123073062,0.876926938,1.058957571,0.507590696
5,16,16,100,0.2,l2,0.7,0.7,3,48,0.1,1,10,0.123141389,0.876858611,1.058881255,0.506313556
5,16,16,100,0.2,l2,0.7,0.7,5,80,1,10,10,0.123150762,0.876849238,1.058957571,0.506254776
5,16,16,200,0.1,l1,0.9,0.9,5,80,1,10,10,0.123170035,0.876829965,1.059243349,0.507590696
5,16,16,100,0.2,l1,0.7,0.7,5,80,0.1,1,10,0.123209677,0.876790323,1.059212455,0.513925627
5,16,16,200,0.1,l2,0.9,0.9,5,80,1,10,10,0.123242369,0.876757631,1.059243349,0.506254776
5,16,16,100,0.2,l1,0.9,0.9,3,48,1,10,10,0.123257692,0.876742308,1.059044785,0.507590696
5,16,16,200,0.1,l2,0.5,0.5,5,80,0.1,1,10,0.123295044,0.876704956,1.05970244,0.506313556
5,16,16,100,0.2,l2,0.9,0.9,3,48,1,10,10,0.123348207,0.876651793,1.059044785,0.506254776
5,16,16,100,0.2,l1,0.5,0.5,5,80,0.1,1,10,0.12339772,0.87660228,1.059870706,0.513925627
5,16,16,200,0.1,l1,0.5,0.5,5,80,1,10,10,0.123555658,0.876444342,1.059403321,0.507590696
5,16,16,200,0.1,l2,0.5,0.5,5,80,1,10,10,0.123632737,0.876367263,1.059403321,0.506254776
5,16,16,100,0.2,l1,0.7,0.7,3,48,1,10,10,0.123785382,0.876214618,1.059545773,0.507590696
5,16,16,100,0.2,l2,0.7,0.7,3,48,1,10,10,0.123885804,0.876114196,1.059545773,0.506254776
5,16,16,100,0.2,l2,0.7,0.7,5,80,0.1,1,10,0.124087255,0.875912745,1.059212455,0.506313556
5,16,16,100,0.2,l2,0.5,0.5,5,80,0.1,1,10,0.124187154,0.875812846,1.059870706,0.506313556
5,16,16,100,0.2,l1,0.5,0.5,5,80,1,10,10,0.124232415,0.875767585,1.059541457,0.507590696
5,16,16,100,0.2,l2,0.5,0.5,5,80,1,10,10,0.124324411,0.875675589,1.059541457,0.506254776
5,16,16,100,0.2,l1,0.9,0.9,5,80,1,10,10,0.124543969,0.875456031,1.058749106,0.507590696
5,16,16,100,0.2,l2,0.9,0.9,5,80,1,10,10,0.124632949,0.875367051,1.058749106,0.506254776
9,64,64,100,0.2,l1,0.7,0.7,1,16,0.1,1,5,0.293049505,0.706950495,1.095515216,0.513925627
9,64,64,100,0.2,l2,0.7,0.7,1,16,0.1,1,5,0.293833844,0.706166156,1.095515216,0.506313556
9,64,64,100,0.2,l1,0.7,0.7,7,112,0.01,0.1,5,0.297052647,0.702947353,1.076689436,0.5
9,64,64,200,0.1,l1,0.9,0.9,1,16,1,10,5,0.298526144,0.701473856,1.095444492,0.507590696
9,64,64,200,0.1,l2,0.9,0.9,1,16,1,10,5,0.2985923,0.7014077,1.095444492,0.506254776
7,32,32,100,0.2,l1,0.5,0.5,9,144,0.01,0.1,5,0.298697887,0.701302113,1.080101081,0.5
9,64,64,100,0.2,l2,0.7,0.7,7,112,0.01,0.1,5,0.298700871,0.701299129,1.076689436,0.50672502
9,64,64,200,0.1,l1,0.7,0.7,1,16,0.01,0.1,5,0.298797171,0.701202829,1.089773346,0.5
7,32,32,100,0.2,l2,0.7,0.7,1,16,0.01,0.1,5,0.299043684,0.70095632,1.083277596,0.50672502
7,32,32,100,0.2,l1,0.7,0.7,1,16,0.01,0.1,5,0.299132295,0.700867705,1.083277596,0.5
9,64,64,200,0.1,l2,0.7,0.7,1,16,0.01,0.1,5,0.299519976,0.700480024,1.089773346,0.50672502
9,64,64,100,0.2,l1,0.5,0.5,7,112,0.01,0.1,5,0.299678641,0.700321359,1.083867623,0.5
7,32,32,100,0.2,l1,0.9,0.9,1,16,0.01,0.1,5,0.300169878,0.699830122,1.09127365,0.5
7,32,32,100,0.2,l1,0.7,0.7,9,144,1,10,5,0.300458639,0.699541361,1.075986406,0.507590696
9,64,64,100,0.2,l1,0.5,0.5,3,48,0.01,0.1,5,0.300520144,0.699479856,1.104444293,0.5
7,32,32,100,0.2,l2,0.7,0.7,9,144,1,10,5,0.300525008,0.699474992,1.075986406,0.506254776
9,64,64,200,0.1,l1,0.9,0.9,7,112,0.01,0.1,5,0.300552925,0.699447075,1.091435272,0.5
7,32,32,100,0.2,l1,0.9,0.9,7,112,0.01,0.1,5,0.300684597,0.699315403,1.073570785,0.5
7,32,32,200,0.1,l1,0.9,0.9,1,16,0.1,1,5,0.300800328,0.699199672,1.078299913,0.513925627
9,64,64,100,0.2,l1,0.5,0.5,1,16,1,10,5,0.300912783,0.699087217,1.079807581,0.507590696
9,64,64,200,0.1,l1,0.5,0.5,7,112,0.1,1,5,0.300953654,0.699046346,1.084896773,0.513925627
9,64,64,100,0.2,l2,0.5,0.5,1,16,1,10,5,0.300969239,0.699030761,1.079807581,0.506254776
9,64,64,200,0.1,l1,0.9,0.9,7,112,0.1,1,5,0.300976565,0.699023435,1.090448181,0.513925627
7,32,32,100,0.2,l1,0.9,0.9,1,16,0.1,1,5,0.301236188,0.698763812,1.08218731,0.513925627
9,64,64,200,0.1,l1,0.5,0.5,7,112,0.01,0.1,5,0.301454307,0.698545693,1.085546469,0.5
7,32,32,200,0.1,l2,0.9,0.9,1,16,0.1,1,5,0.301493999,0.698506001,1.078299913,0.506313556
9,64,64,100,0.2,l1,0.7,0.7,7,112,0.1,1,5,0.301561953,0.698438047,1.086639957,0.513925627
9,64,64,200,0.1,l2,0.9,0.9,7,112,0.1,1,5,0.301644109,0.698355891,1.090448181,0.506313556
9,64,64,100,0.2,l2,0.5,0.5,3,48,0.01,0.1,5,0.301743116,0.698256884,1.104444293,0.50672502
9,64,64,100,0.2,l1,0.5,0.5,3,48,0.1,1,5,0.301791288,0.698208712,1.101631995,0.513925627
9,64,64,200,0.1,l2,0.5,0.5,7,112,0.1,1,5,0.301802363,0.698197637,1.084896773,0.506313556
9,64,64,200,0.1,l1,0.7,0.7,1,16,0.1,1,5,0.301828112,0.698171888,1.094398358,0.513925627
7,32,32,100,0.2,l2,0.9,0.9,1,16,0.1,1,5,0.301848881,0.698151119,1.08218731,0.506313556
7,32,32,200,0.1,l2,0.5,0.5,1,16,0.01,0.1,5,0.301893594,0.698106406,1.072543297,0.50672502
7,32,32,200,0.1,l1,0.5,0.5,1,16,0.01,0.1,5,0.302102702,0.697897298,1.072543297,0.5
9,64,64,100,0.2,l2,0.7,0.7,7,112,0.1,1,5,0.302327584,0.697672416,1.086639957,0.506313556
7,32,32,200,0.1,l1,0.9,0.9,3,48,0.01,0.1,5,0.30233397,0.69766603,1.078529654,0.5
7,32,32,100,0.2,l1,0.5,0.5,7,112,1,10,5,0.302371767,0.697628233,1.073930741,0.507590696
9,64,64,100,0.2,l2,0.5,0.5,7,112,0.01,0.1,5,0.302380238,0.697619762,1.083867623,0.50672502
7,32,32,100,0.2,l2,0.5,0.5,7,112,1,10,5,0.302446593,0.697553407,1.073930741,0.506254776
7,32,32,100,0.2,l1,0.5,0.5,7,112,0.01,0.1,5,0.302448953,0.697551047,1.079436079,0.5
9,64,64,200,0.1,l2,0.7,0.7,1,16,0.1,1,5,0.302472094,0.697527906,1.094398358,0.506313556
9,64,64,200,0.1,l2,0.9,0.9,7,112,0.01,0.1,5,0.302606092,0.697393908,1.091435272,0.50672502
7,32,32,200,0.1,l1,0.7,0.7,1,16,0.01,0.1,5,0.302632337,0.697367663,1.079546846,0.5
7,32,32,100,0.2,l1,0.7,0.7,1,16,1,10,5,0.302647729,0.697352271,1.076696251,0.507590696
9,64,64,100,0.2,l2,0.5,0.5,3,48,0.1,1,5,0.302682219,0.697317781,1.101631995,0.506313556
7,32,32,100,0.2,l2,0.7,0.7,1,16,1,10,5,0.302718197,0.697281803,1.076696251,0.506254776
7,32,32,200,0.1,l2,0.9,0.9,3,48,0.01,0.1,5,0.302790967,0.697209033,1.078529654,0.50672502
9,64,64,200,0.1,l1,0.9,0.9,9,144,0.01,0.1,5,0.302867184,0.697132816,1.093801719,0.5
9,64,64,200,0.1,l2,0.9,0.9,5,80,0.01,0.1,5,0.302930136,0.697069864,1.103146595,0.50672502
9,64,64,100,0.2,l1,0.9,0.9,3,48,0.01,0.1,5,0.302946481,0.697053519,1.108417155,0.5
7,32,32,100,0.2,l2,0.5,0.5,9,144,0.01,0.1,5,0.302993135,0.697006865,1.080101081,0.50672502
7,32,32,100,0.2,l1,0.7,0.7,1,16,0.1,1,5,0.303012435,0.696987565,1.079228148,0.513925627
7,32,32,100,0.2,l2,0.9,0.9,1,16,0.01,0.1,5,0.303085743,0.696914257,1.09127365,0.50672502
7,32,32,200,0.1,l1,0.9,0.9,1,16,0.01,0.1,5,0.303111725,0.696888275,1.08215281,0.5
7,32,32,200,0.1,l1,0.9,0.9,7,112,0.01,0.1,5,0.303170101,0.696829899,1.069588204,0.5
7,32,32,100,0.2,l2,0.9,0.9,7,112,0.01,0.1,5,0.303431053,0.696568947,1.073570785,0.50672502
9,64,64,100,0.2,l1,0.5,0.5,3,48,1,10,5,0.303505802,0.696494198,1.102390181,0.507590696
9,64,64,100,0.2,l2,0.5,0.5,3,48,1,10,5,0.303586296,0.696413704,1.102390181,0.506254776
7,32,32,200,0.1,l1,0.7,0.7,1,16,0.1,1,5,0.3036624,0.6963376,1.078153959,0.513925627
7,32,32,200,0.1,l1,0.5,0.5,7,112,0.01,0.1,5,0.303699096,0.696300904,1.071228986,0.5
9,64,64,200,0.1,l1,0.7,0.7,5,80,1,10,5,0.303746396,0.696253604,1.090052415,0.507590696
9,64,64,100,0.2,l1,0.7,0.7,3,48,1,10,5,0.303794613,0.696205387,1.100063574,0.507590696
7,32,32,100,0.2,l2,0.7,0.7,1,16,0.1,1,5,0.303798683,0.696201317,1.079228148,0.506313556
9,64,64,200,0.1,l1,0.9,0.9,5,80,1,10,5,0.303805678,0.696194322,1.094651322,0.507590696
9,64,64,200,0.1,l2,0.7,0.7,5,80,1,10,5,0.303824233,0.696175767,1.090052415,0.506254776
9,64,64,100,0.2,l2,0.7,0.7,3,48,1,10,5,0.303855097,0.696144903,1.100063574,0.506254776
9,64,64,200,0.1,l2,0.9,0.9,5,80,1,10,5,0.303882517,0.696117483,1.094651322,0.506254776
7,32,32,200,0.1,l2,0.9,0.9,1,16,0.01,0.1,5,0.303917639,0.696082361,1.08215281,0.50672502
9,64,64,100,0.2,l1,0.7,0.7,9,144,1,10,5,0.303928948,0.696071052,1.094624664,0.507590696
7,32,32,200,0.1,l2,0.9,0.9,7,112,0.1,1,5,0.303929579,0.696070421,1.073691105,0.506313556
9,64,64,100,0.2,l2,0.7,0.7,9,144,1,10,5,0.304004505,0.695995495,1.094624664,0.506254776
7,32,32,200,0.1,l2,0.7,0.7,1,16,0.01,0.1,5,0.304006418,0.695993582,1.079546846,0.50672502
9,64,64,100,0.2,l1,0.7,0.7,1,16,1,10,5,0.304010679,0.695989321,1.093575389,0.507590696
9,64,64,200,0.1,l1,0.7,0.7,7,112,0.1,1,5,0.304043653,0.695956347,1.080647561,0.513925627
9,64,64,100,0.2,l2,0.7,0.7,1,16,1,10,5,0.304104824,0.695895176,1.093575389,0.506254776
7,32,32,200,0.1,l2,0.5,0.5,3,48,0.01,0.1,5,0.304240407,0.695759593,1.085379449,0.50672502
7,32,32,100,0.2,l1,0.7,0.7,5,80,0.1,1,5,0.304311313,0.695688687,1.072603237,0.513925627
9,64,64,200,0.1,l1,0.9,0.9,7,112,1,10,5,0.304382783,0.695617217,1.087706619,0.507590696
9,64,64,200,0.1,l1,0.5,0.5,7,112,1,10,5,0.304406947,0.695593053,1.086443125,0.507590696
7,32,32,200,0.1,l2,0.7,0.7,1,16,0.1,1,5,0.3044242,0.6955758,1.078153959,0.506313556
9,64,64,200,0.1,l1,0.9,0.9,5,80,0.01,0.1,5,0.304434774,0.695565226,1.103146595,0.5
9,64,64,200,0.1,l2,0.9,0.9,7,112,1,10,5,0.304440437,0.695559563,1.087706619,0.506254776
9,64,64,100,0.2,l1,0.9,0.9,5,80,0.01,0.1,5,0.304459347,0.695540653,1.110510452,0.5
9,64,64,200,0.1,l2,0.5,0.5,7,112,1,10,5,0.304479594,0.695520406,1.086443125,0.506254776
9,64,64,200,0.1,l1,0.9,0.9,5,80,0.1,1,5,0.304627297,0.695372703,1.098810826,0.513925627
9,64,64,200,0.1,l2,0.7,0.7,7,112,0.1,1,5,0.304828429,0.695171571,1.080647561,0.506313556
9,64,64,200,0.1,l1,0.7,0.7,7,112,0.01,0.1,5,0.304879795,0.695120205,1.081017404,0.5
9,64,64,200,0.1,l2,0.9,0.9,9,144,0.01,0.1,5,0.304910339,0.695089661,1.093801719,0.50672502
9,64,64,200,0.1,l1,0.7,0.7,9,144,0.01,0.1,5,0.304931744,0.695068256,1.083041542,0.5
9,64,64,100,0.2,l2,0.9,0.9,3,48,0.01,0.1,5,0.304968499,0.695031501,1.108417155,0.50672502
9,64,64,200,0.1,l1,0.5,0.5,9,144,0.01,0.1,5,0.304992772,0.695007228,1.085638271,0.5
9,64,64,200,0.1,l2,0.5,0.5,7,112,0.01,0.1,5,0.30503299,0.69496701,1.085546469,0.50672502
9,64,64,100,0.2,l1,0.9,0.9,7,112,0.1,1,5,0.305033907,0.694966093,1.09255607,0.513925627
9,64,64,100,0.2,l1,0.5,0.5,1,16,0.01,0.1,5,0.305037374,0.694962626,1.087703284,0.5
7,32,32,100,0.2,l2,0.7,0.7,5,80,0.1,1,5,0.305067475,0.694932525,1.072603237,0.506313556
9,64,64,200,0.1,l1,0.9,0.9,3,48,1,10,5,0.305078711,0.694921289,1.099810016,0.507590696
9,64,64,100,0.2,l1,0.9,0.9,7,112,0.01,0.1,5,0.30510032,0.694899684,1.089163613,0.5
9,64,64,200,0.1,l2,0.9,0.9,3,48,1,10,5,0.305147169,0.694852831,1.099810016,0.506254776
7,32,32,200,0.1,l1,0.5,0.5,3,48,0.01,0.1,5,0.305151835,0.694848165,1.085379449,0.5
7,32,32,100,0.2,l1,0.7,0.7,5,80,0.01,0.1,5,0.305164072,0.694835928,1.072942519,0.5
9,64,64,200,0.1,l2,0.9,0.9,5,80,0.1,1,5,0.305172594,0.694827406,1.098810826,0.506313556
7,32,32,100,0.2,l1,0.7,0.7,9,144,0.01,0.1,5,0.305232022,0.694767978,1.073782393,0.5
7,32,32,200,0.1,l1,0.9,0.9,7,112,0.1,1,5,0.305309382,0.694690618,1.073691105,0.513925627
7,32,32,200,0.1,l1,0.9,0.9,1,16,1,10,5,0.305331588,0.694668412,1.078599137,0.507590696
9,64,64,200,0.1,l1,0.9,0.9,9,144,1,10,5,0.305347314,0.694652686,1.098672089,0.507590696
7,32,32,200,0.1,l2,0.9,0.9,1,16,1,10,5,0.305379192,0.694620808,1.078599137,0.506254776
9,64,64,200,0.1,l1,0.7,0.7,9,144,0.1,1,5,0.305405639,0.694594361,1.088191393,0.513925627
9,64,64,200,0.1,l2,0.9,0.9,9,144,1,10,5,0.305406929,0.694593071,1.098672089,0.506254776
7,32,32,200,0.1,l1,0.5,0.5,1,16,0.1,1,5,0.305516188,0.694483812,1.075434624,0.513925627
9,64,64,100,0.2,l2,0.5,0.5,1,16,0.01,0.1,5,0.305594694,0.694405306,1.087703284,0.50672502
9,64,64,100,0.2,l2,0.9,0.9,7,112,0.1,1,5,0.305681469,0.694318531,1.09255607,0.506313556
7,32,32,100,0.2,l1,0.5,0.5,7,112,0.1,1,5,0.305687424,0.694312576,1.081440946,0.513925627
7,32,32,200,0.1,l2,0.9,0.9,7,112,0.01,0.1,5,0.305809253,0.694190747,1.069588204,0.50672502
9,64,64,100,0.2,l1,0.5,0.5,7,112,0.1,1,5,0.305821395,0.694178605,1.09759241,0.513925627
9,64,64,100,0.2,l2,0.9,0.9,7,112,0.01,0.1,5,0.305868543,0.694131457,1.089163613,0.50672502
9,64,64,100,0.2,l1,0.9,0.9,9,144,0.1,1,5,0.30587383,0.69412617,1.09366998,0.513925627
7,32,32,100,0.2,l1,0.5,0.5,1,16,0.01,0.1,5,0.30596123,0.69403877,1.078526694,0.5
9,64,64,200,0.1,l2,0.7,0.7,9,144,0.01,0.1,5,0.305982754,0.694017246,1.083041542,0.50672502
9,64,64,200,0.1,l1,0.5,0.5,1,16,0.01,0.1,5,0.305992148,0.694007852,1.081917053,0.5
9,64,64,100,0.2,l1,0.5,0.5,5,80,1,10,5,0.306075005,0.693924995,1.096384987,0.507590696
9,64,64,100,0.2,l1,0.9,0.9,1,16,0.01,0.1,5,0.30609383,0.69390617,1.093710816,0.5
9,64,64,100,0.2,l2,0.5,0.5,5,80,1,10,5,0.306130246,0.693869754,1.096384987,0.506254776
7,32,32,200,0.1,l2,0.5,0.5,1,16,0.1,1,5,0.306176299,0.693823701,1.075434624,0.506313556
7,32,32,100,0.2,l1,0.9,0.9,7,112,0.1,1,5,0.306281472,0.693718528,1.070036558,0.513925627
9,64,64,100,0.2,l2,0.9,0.9,1,16,0.01,0.1,5,0.306392318,0.693607682,1.093710816,0.50672502
7,32,32,200,0.1,l1,0.5,0.5,9,144,1,10,5,0.306416743,0.693583257,1.074790733,0.507590696
9,64,64,100,0.2,l2,0.9,0.9,9,144,0.1,1,5,0.30641714,0.69358286,1.09366998,0.506313556
9,64,64,200,0.1,l2,0.7,0.7,9,144,0.1,1,5,0.306564419,0.693435581,1.088191393,0.506313556
9,64,64,100,0.2,l2,0.5,0.5,7,112,0.1,1,5,0.306581989,0.693418011,1.09759241,0.506313556
7,32,32,100,0.2,l2,0.5,0.5,7,112,0.1,1,5,0.306626998,0.693373002,1.081440946,0.506313556
9,64,64,100,0.2,l1,0.7,0.7,9,144,0.01,0.1,5,0.306630093,0.693369907,1.093778964,0.5
7,32,32,200,0.1,l1,0.5,0.5,3,48,1,10,5,0.30664681,0.69335319,1.080152391,0.507590696
9,64,64,100,0.2,l1,0.5,0.5,7,112,1,10,5,0.30668821,0.69331179,1.08345861,0.507590696
7,32,32,200,0.1,l2,0.5,0.5,9,144,1,10,5,0.306703238,0.693296762,1.074790733,0.506254776
7,32,32,200,0.1,l2,0.5,0.5,3,48,1,10,5,0.306716174,0.693283826,1.080152391,0.506254776
7,32,32,100,0.2,l1,0.5,0.5,3,48,1,10,5,0.306716926,0.693283074,1.084822763,0.507590696
9,64,64,100,0.2,l1,0.9,0.9,5,80,0.1,1,5,0.306728314,0.693271686,1.10225627,0.513925627
9,64,64,100,0.2,l2,0.5,0.5,7,112,1,10,5,0.306778362,0.693221638,1.08345861,0.506254776
7,32,32,100,0.2,l2,0.5,0.5,3,48,1,10,5,0.306779746,0.693220254,1.084822763,0.506254776
7,32,32,100,0.2,l2,0.5,0.5,7,112,0.01,0.1,5,0.306786366,0.693213634,1.079436079,0.50672502
7,32,32,100,0.2,l1,0.7,0.7,5,80,1,10,5,0.306815532,0.693184468,1.072927396,0.507590696
7,32,32,100,0.2,l2,0.7,0.7,5,80,1,10,5,0.30689179,0.69310821,1.072927396,0.506254776
9,64,64,200,0.1,l2,0.5,0.5,9,144,0.01,0.1,5,0.306945463,0.693054537,1.085638271,0.50672502
9,64,64,200,0.1,l1,0.9,0.9,3,48,0.01,0.1,5,0.306991116,0.693008884,1.110162743,0.5
