eps_lasso,n_alphas_lasso,num_iterations_LGB,learning_rate_LGB,reg_lambda_LGB,min_child_samples_LGB,num_leaves_LGB,colsample_bytree_LGB,subsample_LGB,max_depth_LGB,max_bin_LGB,reg_alpha_LGB,degree,mse,r2
1.0,250,200,0.1,5,48,48,0.7,0.7,9,144,0.01,10,0.20797081321898778,0.7920291867810122
1.0,250,100,0.2,7,80,80,0.9,0.9,9,144,0.01,10,0.20797912234950047,0.7920208776504996
1.0,250,200,0.1,9,112,112,0.9,0.9,3,48,0.1,10,0.2080506339737687,0.7919493660262313
1.0,250,100,0.2,9,112,112,0.9,0.9,9,144,0.01,10,0.2081594667470118,0.7918405332529882
1.0,250,200,0.1,5,48,48,0.7,0.7,3,48,0.1,10,0.20818571350232143,0.7918142864976786
1.0,250,100,0.2,3,16,16,0.5,0.5,3,48,0.01,10,0.2082067827632731,0.7917932172367269
1.0,250,100,0.2,5,48,48,0.7,0.7,9,144,0.1,10,0.2083373743055727,0.7916626256944272
1.0,250,100,0.2,7,80,80,0.5,0.5,9,144,0.1,10,0.20836695537090452,0.7916330446290955
1.0,250,200,0.1,9,112,112,0.5,0.5,7,112,0.1,10,0.20863931461808727,0.7913606853819127
1.0,250,100,0.2,5,48,48,0.5,0.5,9,144,1.0,10,0.20885326401136273,0.7911467359886373
1.0,250,100,0.2,9,112,112,0.7,0.7,5,80,0.01,10,0.20897879625804394,0.7910212037419561
1.0,250,200,0.1,3,16,16,0.9,0.9,7,112,0.1,10,0.20901856247553607,0.7909814375244639
1.0,250,100,0.2,7,80,80,0.7,0.7,7,112,0.1,10,0.20941529796772212,0.7905847020322778
1.0,250,100,0.2,5,48,48,0.5,0.5,3,48,0.01,10,0.2097726641887663,0.7902273358112337
1.0,250,200,0.1,3,16,16,0.7,0.7,3,48,0.01,10,0.20991596322615208,0.790084036773848
1.0,250,200,0.1,5,48,48,0.9,0.9,9,144,1.0,10,0.20999287790806948,0.7900071220919305
1.0,250,100,0.2,3,16,16,0.9,0.9,3,48,0.1,10,0.2100420830419843,0.7899579169580158
1.0,250,200,0.1,7,80,80,0.7,0.7,7,112,0.01,10,0.21027198904890324,0.7897280109510968
1.0,250,200,0.1,9,112,112,0.7,0.7,3,48,1.0,10,0.21073493764277776,0.7892650623572223
1.0,250,200,0.1,5,48,48,0.9,0.9,3,48,1.0,10,0.21075571107144395,0.789244288928556
1.0,250,100,0.2,7,80,80,0.7,0.7,5,80,0.1,10,0.21091664480183658,0.7890833551981634
1.0,250,100,0.2,5,48,48,0.7,0.7,5,80,1.0,10,0.21100129181931607,0.788998708180684
1.0,250,100,0.2,7,80,80,0.7,0.7,7,112,0.01,10,0.2110281013486108,0.7889718986513892
1.0,250,200,0.1,7,80,80,0.9,0.9,3,48,0.01,10,0.21105667702166603,0.788943322978334
1.0,250,100,0.2,5,48,48,0.9,0.9,7,112,0.01,10,0.21128624806547902,0.788713751934521
1.0,250,100,0.2,7,80,80,0.7,0.7,3,48,1.0,10,0.21129915935035182,0.7887008406496482
1.0,250,200,0.1,7,80,80,0.7,0.7,3,48,0.1,10,0.2114082861417157,0.7885917138582843
1.0,250,100,0.2,9,112,112,0.7,0.7,7,112,1.0,10,0.21146211053440903,0.788537889465591
1.0,250,100,0.2,9,112,112,0.7,0.7,3,48,0.01,10,0.2115743884709776,0.7884256115290225
1.0,250,100,0.2,5,48,48,0.5,0.5,7,112,1.0,10,0.2117167421328339,0.7882832578671661
1.0,250,100,0.2,5,48,48,0.9,0.9,3,48,1.0,10,0.21182122785209925,0.7881787721479008
1.0,250,100,0.2,3,16,16,0.7,0.7,5,80,0.1,10,0.21185154229326966,0.7881484577067304
1.0,250,100,0.2,3,16,16,0.7,0.7,3,48,0.1,10,0.21190491017936536,0.7880950898206347
1.0,250,200,0.1,7,80,80,0.7,0.7,7,112,1.0,10,0.21190513488311216,0.7880948651168879
1.0,250,200,0.1,3,16,16,0.7,0.7,3,48,0.1,10,0.21205049077033708,0.7879495092296629
1.0,250,100,0.2,3,16,16,0.5,0.5,9,144,0.01,10,0.21245257528020706,0.7875474247197929
1.0,250,200,0.1,3,16,16,0.5,0.5,3,48,0.1,10,0.21249321508539432,0.7875067849146057
1.0,250,200,0.1,7,80,80,0.7,0.7,9,144,0.01,10,0.21275344167885923,0.7872465583211408
1.0,250,200,0.1,5,48,48,0.7,0.7,3,48,1.0,10,0.21301179746404075,0.7869882025359592
1.0,250,200,0.1,3,16,16,0.9,0.9,9,144,1.0,10,0.21305202070408077,0.7869479792959192
1.0,250,100,0.2,3,16,16,0.9,0.9,3,48,0.01,10,0.21317809902275947,0.7868219009772406
1.0,250,100,0.2,5,48,48,0.9,0.9,9,144,0.01,10,0.21320132285596893,0.7867986771440311
1.0,250,100,0.2,7,80,80,0.9,0.9,9,144,1.0,10,0.21323656016547815,0.7867634398345218
1.0,250,100,0.2,3,16,16,0.7,0.7,3,48,1.0,10,0.21340402680605916,0.7865959731939408
1.0,250,200,0.1,3,16,16,0.9,0.9,7,112,1.0,10,0.21403471857030823,0.7859652814296918
1.0,250,100,0.2,3,16,16,0.7,0.7,7,112,0.1,10,0.2140446060468039,0.7859553939531961
1.0,250,200,0.1,3,16,16,0.7,0.7,7,112,0.1,10,0.21409290505367679,0.7859070949463232
1.0,250,200,0.1,3,16,16,0.7,0.7,9,144,0.1,10,0.21426571293741184,0.7857342870625882
1.0,250,100,0.2,9,112,112,0.5,0.5,3,48,1.0,10,0.21429154617097493,0.7857084538290251
1.0,250,100,0.2,9,112,112,0.7,0.7,7,112,0.01,10,0.21446963899016822,0.7855303610098318
1.0,250,100,0.2,9,112,112,0.5,0.5,7,112,1.0,10,0.21469648599101712,0.7853035140089829
1.0,250,100,0.2,7,80,80,0.5,0.5,3,48,0.1,10,0.2147817451375282,0.7852182548624718
1.0,250,100,0.2,3,16,16,0.7,0.7,9,144,0.01,10,0.21498600991918185,0.7850139900808182
1.0,250,200,0.1,3,16,16,0.7,0.7,9,144,0.01,10,0.215147968288673,0.784852031711327
1.0,250,200,0.1,3,16,16,0.7,0.7,7,112,0.01,10,0.2154443590148902,0.7845556409851098
1.0,250,200,0.1,7,80,80,0.5,0.5,9,144,0.01,10,0.21544581957560946,0.7845541804243905
1.0,250,100,0.2,5,48,48,0.9,0.9,3,48,0.1,10,0.21549436185732915,0.7845056381426708
1.0,250,100,0.2,5,48,48,0.7,0.7,3,48,1.0,10,0.21550285724011906,0.7844971427598809
1.0,250,200,0.1,5,48,48,0.9,0.9,9,144,0.01,10,0.21574883907803252,0.7842511609219674
1.0,250,200,0.1,3,16,16,0.7,0.7,3,48,1.0,10,0.21578613925864443,0.7842138607413556
1.0,250,100,0.2,7,80,80,0.5,0.5,7,112,0.01,10,0.2158694093003009,0.7841305906996991
1.0,250,200,0.1,5,48,48,0.5,0.5,9,144,0.01,10,0.21646250392768157,0.7835374960723185
1.0,250,200,0.1,5,48,48,0.7,0.7,5,80,0.01,10,0.2165579643226302,0.7834420356773698
1.0,250,200,0.1,3,16,16,0.5,0.5,7,112,1.0,10,0.2172892985133749,0.7827107014866251
1.0,250,100,0.2,7,80,80,0.5,0.5,7,112,0.1,10,0.21732553998872242,0.7826744600112776
1.0,250,200,0.1,7,80,80,0.5,0.5,7,112,0.01,10,0.2176039489583339,0.7823960510416661
1.0,250,100,0.2,7,80,80,0.5,0.5,7,112,1.0,10,0.21891101834545623,0.7810889816545438
1.0,250,100,0.2,5,48,48,0.7,0.7,7,112,1.0,10,0.2189505071078381,0.7810494928921619
1.0,250,200,0.1,3,16,16,0.5,0.5,9,144,0.01,10,0.2197542282120006,0.7802457717879994
1.0,250,200,0.1,3,16,16,0.9,0.9,9,144,0.01,10,0.22097644618880674,0.7790235538111933
1.0,250,100,0.2,7,80,80,0.9,0.9,3,48,1.0,10,0.22159115607601912,0.7784088439239809
1.0,250,200,0.1,3,16,16,0.9,0.9,7,112,0.01,10,0.22170754888616234,0.7782924511138376
1.0,250,100,0.2,5,48,48,0.9,0.9,9,144,1.0,10,0.22249540783051505,0.777504592169485
1.0,250,100,0.2,3,16,16,0.9,0.9,5,80,0.1,10,0.22339243790673996,0.77660756209326
1.0,250,100,0.2,5,48,48,0.5,0.5,7,112,0.1,10,0.22383937242608756,0.7761606275739125
1.0,250,100,0.2,3,16,16,0.9,0.9,9,144,0.1,10,0.22413084208227943,0.7758691579177206
1.0,250,100,0.2,3,16,16,0.9,0.9,9,144,1.0,10,0.22435702781846803,0.775642972181532
1.0,250,100,0.2,3,16,16,0.7,0.7,9,144,0.1,10,0.22474464868680855,0.7752553513131915
1.0,250,200,0.1,5,48,48,0.9,0.9,7,112,1.0,10,0.22507268058653662,0.7749273194134634
1.0,250,200,0.1,5,48,48,0.5,0.5,7,112,0.1,10,0.22671140551775848,0.7732885944822415
1.0,250,100,0.2,5,48,48,0.7,0.7,9,144,1.0,10,0.22747627080803948,0.7725237291919606
1.0,250,100,0.2,7,80,80,0.9,0.9,7,112,0.1,10,0.22906273535335664,0.7709372646466434
1.0,250,100,0.2,3,16,16,0.9,0.9,9,144,0.01,10,0.23196066289376313,0.7680393371062368
1.0,250,200,0.1,3,16,16,0.9,0.9,9,144,0.1,10,0.23335489039740578,0.7666451096025942
1.0,250,100,0.2,3,16,16,0.9,0.9,7,112,1.0,10,0.23353770851629777,0.7664622914837023
1.0,250,200,0.1,3,16,16,0.5,0.5,7,112,0.1,10,0.2349266314890632,0.7650733685109368
1.0,250,200,0.1,5,48,48,0.5,0.5,7,112,1.0,10,0.23723507964058366,0.7627649203594163
1.0,250,100,0.2,3,16,16,0.9,0.9,7,112,0.01,10,0.24118823669848322,0.7588117633015168
1.0,250,100,0.2,5,48,48,0.9,0.9,7,112,0.1,10,0.2425584028834254,0.7574415971165747
1.0,250,100,0.2,3,16,16,0.5,0.5,7,112,0.01,10,0.24263818358373007,0.7573618164162699
0.01,350,100,0.2,9,112,112,0.5,0.5,7,112,1.0,5,0.3253004897156427,0.6746995102843574
0.0001,450,100,0.2,9,112,112,0.5,0.5,7,112,1.0,5,0.3253095994890504,0.6746904005109495
0.01,350,200,0.1,9,112,112,0.5,0.5,5,80,0.01,5,0.32622514732843155,0.6737748526715684
0.0001,450,200,0.1,9,112,112,0.5,0.5,5,80,0.01,5,0.32623656754951325,0.6737634324504868
0.01,350,100,0.2,9,112,112,0.5,0.5,5,80,0.1,5,0.3263855084640828,0.6736144915359172
0.0001,450,100,0.2,9,112,112,0.5,0.5,5,80,0.1,5,0.32639589039779493,0.6736041096022051
0.01,350,200,0.1,9,112,112,0.7,0.7,7,112,1.0,5,0.3267601117985573,0.6732398882014428
0.0001,450,200,0.1,9,112,112,0.7,0.7,7,112,1.0,5,0.3267739680641751,0.673226031935825
0.01,350,100,0.2,9,112,112,0.5,0.5,9,144,0.1,5,0.32734352466897065,0.6726564753310293
0.0001,450,100,0.2,9,112,112,0.5,0.5,9,144,0.1,5,0.32736123007495604,0.672638769925044
0.01,350,100,0.2,9,112,112,0.7,0.7,5,80,1.0,5,0.3274445168947279,0.672555483105272
0.0001,450,100,0.2,9,112,112,0.7,0.7,5,80,1.0,5,0.3274599854573799,0.6725400145426201
0.01,350,100,0.2,9,112,112,0.5,0.5,9,144,1.0,5,0.32820189268850786,0.6717981073114921
0.0001,450,100,0.2,9,112,112,0.5,0.5,9,144,1.0,5,0.3282152376554448,0.6717847623445552
0.01,350,200,0.1,7,80,80,0.5,0.5,5,80,0.1,5,0.32839913467980425,0.6716008653201957
0.0001,450,200,0.1,7,80,80,0.5,0.5,5,80,0.1,5,0.3284124379783307,0.6715875620216694
0.01,350,200,0.1,9,112,112,0.5,0.5,3,48,0.01,5,0.32870939816821637,0.6712906018317837
0.0001,450,200,0.1,9,112,112,0.5,0.5,3,48,0.01,5,0.3287255290422657,0.6712744709577343
0.01,350,100,0.2,9,112,112,0.9,0.9,3,48,0.1,5,0.328993361763565,0.671006638236435
0.0001,450,100,0.2,9,112,112,0.9,0.9,3,48,0.1,5,0.3290023197745232,0.6709976802254768
0.01,350,100,0.2,9,112,112,0.5,0.5,3,48,1.0,5,0.3291136613559896,0.6708863386440105
0.0001,450,100,0.2,9,112,112,0.5,0.5,3,48,1.0,5,0.3291298317722318,0.6708701682277682
0.01,350,100,0.2,9,112,112,0.9,0.9,5,80,0.01,5,0.3291906806015445,0.6708093193984555
0.01,350,100,0.2,9,112,112,0.5,0.5,3,48,0.01,5,0.3291967053916523,0.6708032946083478
0.0001,450,100,0.2,9,112,112,0.9,0.9,5,80,0.01,5,0.32919962684038007,0.6708003731596199
0.01,350,100,0.2,9,112,112,0.7,0.7,5,80,0.01,5,0.32920673801107864,0.6707932619889214
0.0001,450,100,0.2,9,112,112,0.5,0.5,3,48,0.01,5,0.3292085358294966,0.6707914641705034
0.0001,450,100,0.2,9,112,112,0.7,0.7,5,80,0.01,5,0.329221581375428,0.670778418624572
0.01,350,100,0.2,9,112,112,0.5,0.5,7,112,0.01,5,0.32958121708311844,0.6704187829168815
0.0001,450,100,0.2,9,112,112,0.5,0.5,7,112,0.01,5,0.3295975548275945,0.6704024451724055
0.01,350,200,0.1,7,80,80,0.5,0.5,5,80,1.0,5,0.3297190787539837,0.6702809212460163
0.0001,450,200,0.1,7,80,80,0.5,0.5,5,80,1.0,5,0.3297322582121494,0.6702677417878506
0.01,350,100,0.2,7,80,80,0.5,0.5,3,48,1.0,5,0.32981557041844956,0.6701844295815504
0.0001,450,100,0.2,7,80,80,0.5,0.5,3,48,1.0,5,0.32983160448257853,0.6701683955174215
0.01,350,100,0.2,9,112,112,0.5,0.5,9,144,0.01,5,0.3298901326960771,0.670109867303923
0.0001,450,100,0.2,9,112,112,0.5,0.5,9,144,0.01,5,0.3299032321996637,0.6700967678003362
0.01,350,200,0.1,9,112,112,0.5,0.5,7,112,0.1,5,0.33001893428041307,0.6699810657195869
0.0001,450,200,0.1,9,112,112,0.5,0.5,7,112,0.1,5,0.3300294964549741,0.6699705035450259
0.01,350,200,0.1,9,112,112,0.7,0.7,5,80,0.01,5,0.33012919639702515,0.6698708036029748
0.0001,450,200,0.1,9,112,112,0.7,0.7,5,80,0.01,5,0.3301443060160046,0.6698556939839955
0.01,350,100,0.2,9,112,112,0.5,0.5,5,80,1.0,5,0.3301572496698192,0.6698427503301808
0.0001,450,100,0.2,9,112,112,0.5,0.5,5,80,1.0,5,0.3301678689915504,0.6698321310084496
0.01,350,200,0.1,9,112,112,0.7,0.7,5,80,1.0,5,0.33025476876848386,0.6697452312315162
0.0001,450,200,0.1,9,112,112,0.7,0.7,5,80,1.0,5,0.3302692413254253,0.6697307586745747
0.01,350,200,0.1,9,112,112,0.9,0.9,5,80,1.0,5,0.3303127728787458,0.6696872271212542
0.01,350,200,0.1,7,80,80,0.5,0.5,7,112,1.0,5,0.33032383836852786,0.6696761616314721
0.0001,450,200,0.1,9,112,112,0.9,0.9,5,80,1.0,5,0.33032677355553663,0.6696732264444634
0.0001,450,200,0.1,7,80,80,0.5,0.5,7,112,1.0,5,0.33034021233585803,0.6696597876641419
0.01,350,100,0.2,7,80,80,0.5,0.5,5,80,1.0,5,0.33044540991124105,0.669554590088759
0.01,350,200,0.1,9,112,112,0.5,0.5,5,80,0.1,5,0.33045200856517015,0.6695479914348299
0.0001,450,100,0.2,7,80,80,0.5,0.5,5,80,1.0,5,0.3304621828282275,0.6695378171717725
0.0001,450,200,0.1,9,112,112,0.5,0.5,5,80,0.1,5,0.3304639988259882,0.6695360011740118
0.01,350,200,0.1,9,112,112,0.5,0.5,7,112,1.0,5,0.3305731923971194,0.6694268076028806
0.0001,450,200,0.1,9,112,112,0.5,0.5,7,112,1.0,5,0.33058675881553523,0.6694132411844648
0.01,350,100,0.2,7,80,80,0.5,0.5,7,112,1.0,5,0.3305899033159931,0.6694100966840069
0.01,350,100,0.2,5,48,48,0.7,0.7,3,48,0.1,5,0.3305949662337915,0.6694050337662085
0.0001,450,100,0.2,7,80,80,0.5,0.5,7,112,1.0,5,0.33060261139621533,0.6693973886037847
0.0001,450,100,0.2,5,48,48,0.7,0.7,3,48,0.1,5,0.33061163180825487,0.6693883681917452
0.01,350,100,0.2,5,48,48,0.9,0.9,3,48,0.01,5,0.33069104195476146,0.6693089580452385
0.0001,450,100,0.2,5,48,48,0.9,0.9,3,48,0.01,5,0.33070917189338717,0.6692908281066128
0.01,350,200,0.1,9,112,112,0.5,0.5,5,80,1.0,5,0.33098863633402814,0.6690113636659718
0.01,350,200,0.1,9,112,112,0.5,0.5,3,48,1.0,5,0.3309976592446977,0.6690023407553023
0.0001,450,200,0.1,9,112,112,0.5,0.5,5,80,1.0,5,0.33099972014293144,0.6690002798570686
0.0001,450,200,0.1,9,112,112,0.5,0.5,3,48,1.0,5,0.3310172613247021,0.6689827386752979
0.01,350,100,0.2,7,80,80,0.5,0.5,3,48,0.1,5,0.3310788391983169,0.6689211608016832
0.01,350,200,0.1,7,80,80,0.7,0.7,5,80,1.0,5,0.33108236043277867,0.6689176395672214
0.0001,450,100,0.2,7,80,80,0.5,0.5,3,48,0.1,5,0.3310969957228681,0.6689030042771319
0.0001,450,200,0.1,7,80,80,0.7,0.7,5,80,1.0,5,0.3310975608776598,0.6689024391223402
0.01,350,200,0.1,9,112,112,0.7,0.7,3,48,0.1,5,0.33118313674522626,0.6688168632547737
0.0001,450,200,0.1,9,112,112,0.7,0.7,3,48,0.1,5,0.33119524931704203,0.668804750682958
0.01,350,200,0.1,9,112,112,0.7,0.7,5,80,0.1,5,0.3312403389173663,0.6687596610826336
0.0001,450,200,0.1,9,112,112,0.7,0.7,5,80,0.1,5,0.3312524110426607,0.6687475889573393
0.01,350,100,0.2,7,80,80,0.7,0.7,3,48,0.01,5,0.33130662402652666,0.6686933759734733
0.01,350,100,0.2,9,112,112,0.5,0.5,5,80,0.01,5,0.33130784524021994,0.66869215475978
0.01,350,200,0.1,9,112,112,0.9,0.9,3,48,0.01,5,0.3313113522594752,0.6686886477405247
0.0001,450,100,0.2,9,112,112,0.5,0.5,5,80,0.01,5,0.33131262959387653,0.6686873704061235
0.0001,450,100,0.2,7,80,80,0.7,0.7,3,48,0.01,5,0.33132336301276316,0.6686766369872368
0.0001,450,200,0.1,9,112,112,0.9,0.9,3,48,0.01,5,0.33132616582968855,0.6686738341703115
0.01,350,200,0.1,9,112,112,0.7,0.7,3,48,0.01,5,0.3313288183286987,0.6686711816713014
0.0001,450,200,0.1,9,112,112,0.7,0.7,3,48,0.01,5,0.33134627020883667,0.6686537297911633
0.01,350,100,0.2,9,112,112,0.7,0.7,3,48,0.1,5,0.33144302028566075,0.6685569797143393
0.0001,450,100,0.2,9,112,112,0.7,0.7,3,48,0.1,5,0.3314586933255855,0.6685413066744146
0.01,350,200,0.1,7,80,80,0.5,0.5,3,48,0.01,5,0.33151644926516655,0.6684835507348335
0.0001,450,200,0.1,7,80,80,0.5,0.5,3,48,0.01,5,0.3315303114918744,0.6684696885081256
0.01,350,200,0.1,9,112,112,0.9,0.9,7,112,1.0,5,0.33165502498873467,0.6683449750112653
0.0001,450,200,0.1,9,112,112,0.9,0.9,7,112,1.0,5,0.33166564536413806,0.668334354635862
0.01,350,200,0.1,9,112,112,0.5,0.5,9,144,0.01,5,0.3316771545607479,0.668322845439252
0.0001,450,200,0.1,9,112,112,0.5,0.5,9,144,0.01,5,0.3316906072940658,0.6683093927059343
0.01,350,200,0.1,9,112,112,0.5,0.5,9,144,1.0,5,0.331712697344107,0.668287302655893
0.0001,450,200,0.1,9,112,112,0.5,0.5,9,144,1.0,5,0.33172850314583285,0.6682714968541672
0.01,350,200,0.1,9,112,112,0.5,0.5,7,112,0.01,5,0.331836527220213,0.6681634727797869
0.0001,450,200,0.1,9,112,112,0.5,0.5,7,112,0.01,5,0.3318481840046441,0.6681518159953559
0.01,350,100,0.2,9,112,112,0.7,0.7,7,112,1.0,5,0.33187137630207136,0.6681286236979287
0.01,350,100,0.2,7,80,80,0.5,0.5,9,144,1.0,5,0.33188261953293635,0.6681173804670637
0.0001,450,100,0.2,9,112,112,0.7,0.7,7,112,1.0,5,0.3318878410637911,0.6681121589362089
0.0001,450,100,0.2,7,80,80,0.5,0.5,9,144,1.0,5,0.33189394557300256,0.6681060544269974
0.01,350,200,0.1,9,112,112,0.9,0.9,5,80,0.01,5,0.33194955052719194,0.6680504494728081
0.0001,450,200,0.1,9,112,112,0.9,0.9,5,80,0.01,5,0.33196213529552915,0.6680378647044709
0.01,350,100,0.2,7,80,80,0.7,0.7,7,112,1.0,5,0.3320010997248658,0.6679989002751342
0.01,350,200,0.1,9,112,112,0.9,0.9,5,80,0.1,5,0.3320046285337712,0.6679953714662288
0.0001,450,100,0.2,7,80,80,0.7,0.7,7,112,1.0,5,0.33201288937830553,0.6679871106216945
0.0001,450,200,0.1,9,112,112,0.9,0.9,5,80,0.1,5,0.33202040784470294,0.6679795921552971
0.01,350,200,0.1,9,112,112,0.5,0.5,3,48,0.1,5,0.332241973861725,0.667758026138275
0.0001,450,200,0.1,9,112,112,0.5,0.5,3,48,0.1,5,0.332256236846817,0.6677437631531831
0.01,350,200,0.1,9,112,112,0.9,0.9,3,48,1.0,5,0.3322906017049809,0.6677093982950191
0.01,350,200,0.1,7,80,80,0.5,0.5,3,48,1.0,5,0.33229685218496796,0.667703147815032
0.0001,450,200,0.1,9,112,112,0.9,0.9,3,48,1.0,5,0.3323089013163049,0.667691098683695
0.0001,450,200,0.1,7,80,80,0.5,0.5,3,48,1.0,5,0.3323144795160973,0.6676855204839027
0.01,350,100,0.2,5,48,48,0.5,0.5,3,48,1.0,5,0.33240209017241534,0.6675979098275846
0.0001,450,100,0.2,5,48,48,0.5,0.5,3,48,1.0,5,0.33242473839427056,0.6675752616057294
0.01,350,200,0.1,5,48,48,0.5,0.5,5,80,1.0,5,0.33272571671257994,0.6672742832874201
0.0001,450,200,0.1,5,48,48,0.5,0.5,5,80,1.0,5,0.33274217259049893,0.6672578274095011
0.01,350,100,0.2,9,112,112,0.9,0.9,7,112,0.1,5,0.33277911000846166,0.6672208899915384
0.01,350,200,0.1,7,80,80,0.5,0.5,5,80,0.01,5,0.332780956475872,0.667219043524128
0.0001,450,100,0.2,9,112,112,0.9,0.9,7,112,0.1,5,0.3327863106009285,0.6672136893990714
0.0001,450,200,0.1,7,80,80,0.5,0.5,5,80,0.01,5,0.3327977206877303,0.6672022793122697
0.01,350,100,0.2,9,112,112,0.7,0.7,5,80,0.1,5,0.3328575872496456,0.6671424127503545
0.0001,450,100,0.2,9,112,112,0.7,0.7,5,80,0.1,5,0.33286732438636013,0.6671326756136399
0.01,350,200,0.1,9,112,112,0.9,0.9,7,112,0.01,5,0.33290596316963567,0.6670940368303644
0.0001,450,200,0.1,9,112,112,0.9,0.9,7,112,0.01,5,0.33291655956177124,0.6670834404382288
0.01,350,100,0.2,9,112,112,0.5,0.5,3,48,0.1,5,0.33296125659687537,0.6670387434031246
0.0001,450,100,0.2,9,112,112,0.5,0.5,3,48,0.1,5,0.33297352104706235,0.6670264789529377
0.01,350,100,0.2,7,80,80,0.5,0.5,5,80,0.01,5,0.3329838908846044,0.6670161091153957
0.0001,450,100,0.2,7,80,80,0.5,0.5,5,80,0.01,5,0.33299983714711884,0.6670001628528812
0.01,350,200,0.1,7,80,80,0.7,0.7,3,48,0.01,5,0.3330039959670326,0.6669960040329674
0.0001,450,200,0.1,7,80,80,0.7,0.7,3,48,0.01,5,0.3330249630998691,0.6669750369001308
0.01,350,200,0.1,7,80,80,0.5,0.5,3,48,0.1,5,0.3330571451760637,0.6669428548239362
0.0001,450,200,0.1,7,80,80,0.5,0.5,3,48,0.1,5,0.33307603164664035,0.6669239683533597
0.01,350,100,0.2,7,80,80,0.9,0.9,3,48,1.0,5,0.3330984442161768,0.6669015557838232
0.0001,450,100,0.2,7,80,80,0.9,0.9,3,48,1.0,5,0.3331190531608476,0.6668809468391523
0.01,350,200,0.1,9,112,112,0.7,0.7,7,112,0.1,5,0.33312539408293057,0.6668746059170694
0.0001,450,200,0.1,9,112,112,0.7,0.7,7,112,0.1,5,0.33314187106459536,0.6668581289354046
0.01,350,100,0.2,9,112,112,0.9,0.9,5,80,0.1,5,0.3331778473428504,0.6668221526571496
0.0001,450,100,0.2,9,112,112,0.9,0.9,5,80,0.1,5,0.33318473138032717,0.6668152686196729
0.01,350,200,0.1,7,80,80,0.5,0.5,7,112,0.1,5,0.3332277304385596,0.6667722695614404
0.0001,450,200,0.1,7,80,80,0.5,0.5,7,112,0.1,5,0.3332429948208187,0.6667570051791814
0.0001,450,200,0.1,5,48,48,0.9,0.9,3,48,0.1,5,0.333340482795889,0.666659517204111
0.01,350,100,0.2,7,80,80,0.7,0.7,5,80,0.01,5,0.33341261388342713,0.6665873861165729
0.0001,450,100,0.2,7,80,80,0.7,0.7,5,80,0.01,5,0.33342050972649195,0.666579490273508
0.01,350,200,0.1,5,48,48,0.9,0.9,3,48,0.1,5,0.3334910007784867,0.6665089992215133
0.01,350,100,0.2,7,80,80,0.5,0.5,3,48,0.01,5,0.3335166299410162,0.6664833700589838
0.0001,450,100,0.2,7,80,80,0.5,0.5,3,48,0.01,5,0.3335342520159647,0.6664657479840352
0.01,350,200,0.1,9,112,112,0.9,0.9,7,112,0.1,5,0.3335395054619325,0.6664604945380674
0.0001,450,200,0.1,9,112,112,0.9,0.9,7,112,0.1,5,0.33354952100965185,0.6664504789903481
0.01,350,200,0.1,9,112,112,0.7,0.7,9,144,1.0,5,0.333610630914178,0.666389369085822
0.01,350,100,0.2,9,112,112,0.7,0.7,3,48,1.0,5,0.33361690875270333,0.6663830912472967
0.0001,450,200,0.1,9,112,112,0.7,0.7,9,144,1.0,5,0.33362824671430386,0.6663717532856961
0.0001,450,100,0.2,9,112,112,0.7,0.7,3,48,1.0,5,0.33363239849797144,0.6663676015020286
0.01,350,100,0.2,5,48,48,0.5,0.5,3,48,0.01,5,0.33363606616532754,0.6663639338346725
0.0001,450,100,0.2,5,48,48,0.5,0.5,3,48,0.01,5,0.33365743027302386,0.6663425697269761
0.01,350,200,0.1,9,112,112,0.9,0.9,3,48,0.1,5,0.3337320593348391,0.6662679406651608
0.0001,450,200,0.1,9,112,112,0.9,0.9,3,48,0.1,5,0.33374537574269536,0.6662546242573046
0.01,350,100,0.2,9,112,112,0.7,0.7,3,48,0.01,5,0.3339110309411596,0.6660889690588404
0.01,350,100,0.2,7,80,80,0.7,0.7,3,48,1.0,5,0.3339293814334932,0.6660706185665068
0.0001,450,100,0.2,9,112,112,0.7,0.7,3,48,0.01,5,0.33393090381143803,0.666069096188562
0.0001,450,100,0.2,7,80,80,0.7,0.7,3,48,1.0,5,0.3339449492038076,0.6660550507961924
0.01,350,100,0.2,9,112,112,0.5,0.5,7,112,0.1,5,0.3339501293181944,0.6660498706818057
0.01,350,200,0.1,5,48,48,0.5,0.5,5,80,0.01,5,0.333959927051623,0.6660400729483771
0.0001,450,100,0.2,9,112,112,0.5,0.5,7,112,0.1,5,0.33396526854131875,0.6660347314586812
0.0001,450,200,0.1,5,48,48,0.5,0.5,5,80,0.01,5,0.33397991213134504,0.666020087868655
0.01,350,100,0.2,9,112,112,0.9,0.9,7,112,1.0,5,0.3341875141989146,0.6658124858010854
0.01,350,200,0.1,9,112,112,0.7,0.7,3,48,1.0,5,0.3341899271976786,0.6658100728023214
0.0001,450,100,0.2,9,112,112,0.9,0.9,7,112,1.0,5,0.33419633251635195,0.665803667483648
0.0001,450,200,0.1,9,112,112,0.7,0.7,3,48,1.0,5,0.33420883140354435,0.6657911685964557
0.01,350,100,0.2,9,112,112,0.7,0.7,7,112,0.1,5,0.3342158609271554,0.6657841390728446
0.0001,450,100,0.2,9,112,112,0.7,0.7,7,112,0.1,5,0.33422756609519666,0.6657724339048033
