eps_lasso,n_alphas_lasso,n_estimators_XGB,learning_rate_XGB,max_depth_XGB,reg_lambda_XGB,subsample_XGB,colsample_bytree_XGB,min_child_weight_XGB,reg_alpha_XGB,degree,mse,r2
0.0001,450,200,0.1,9,9,0.9,0.9,16,0.01,10,0.15174019450497855,0.8482598054950214
0.01,350,100,0.2,7,7,0.9,0.9,16,1.0,10,0.15179548644741647,0.8482045135525835
0.0001,450,100,0.2,7,7,0.9,0.9,16,1.0,10,0.1518117116666798,0.8481882883333202
0.01,350,200,0.1,9,9,0.9,0.9,16,0.1,10,0.1520622636625169,0.8479377363374831
0.0001,450,200,0.1,9,9,0.9,0.9,16,0.1,10,0.15207795403731977,0.8479220459626802
0.01,350,200,0.1,7,7,0.7,0.7,16,0.01,10,0.15217193584887506,0.8478280641511249
0.0001,450,200,0.1,7,7,0.7,0.7,16,0.01,10,0.15218383827690352,0.8478161617230965
0.01,350,100,0.2,9,9,0.7,0.7,16,0.01,10,0.15234951533133387,0.8476504846686661
0.0001,450,100,0.2,9,9,0.7,0.7,16,0.01,10,0.15237142246729085,0.8476285775327091
0.01,350,100,0.2,3,3,0.7,0.7,16,1.0,10,0.1523952405344078,0.8476047594655922
0.0001,450,100,0.2,3,3,0.7,0.7,16,1.0,10,0.1524145016357398,0.8475854983642602
0.01,350,100,0.2,5,5,0.7,0.7,16,0.1,10,0.15252905243850168,0.8474709475614983
0.0001,450,100,0.2,5,5,0.7,0.7,16,0.1,10,0.15255205969085875,0.8474479403091413
0.01,350,100,0.2,9,9,0.9,0.9,16,1.0,10,0.1528844399933474,0.8471155600066527
0.0001,450,100,0.2,9,9,0.9,0.9,16,1.0,10,0.15290119401764346,0.8470988059823565
0.01,350,200,0.1,7,7,0.9,0.9,16,0.01,10,0.15315385235269147,0.8468461476473086
0.0001,450,200,0.1,7,7,0.9,0.9,16,0.01,10,0.15316710980657433,0.8468328901934257
0.01,350,200,0.1,5,5,0.9,0.9,16,0.1,10,0.15326054625387336,0.8467394537461266
0.0001,450,200,0.1,5,5,0.9,0.9,16,0.1,10,0.15327414714768195,0.846725852852318
0.01,350,100,0.2,5,5,0.9,0.9,16,0.01,10,0.15444563098926467,0.8455543690107353
0.0001,450,100,0.2,5,5,0.9,0.9,16,0.01,10,0.15446357623215043,0.8455364237678495
0.01,350,200,0.1,5,5,0.7,0.7,16,0.1,10,0.15448495990676542,0.8455150400932345
0.0001,450,200,0.1,5,5,0.7,0.7,16,0.1,10,0.1545048798178124,0.8454951201821876
0.01,350,100,0.2,5,5,0.9,0.9,16,1.0,10,0.1552289386966101,0.8447710613033899
0.0001,450,100,0.2,5,5,0.9,0.9,16,1.0,10,0.15524889839887948,0.8447511016011205
0.01,350,100,0.2,9,9,0.9,0.9,16,0.01,10,0.15611221906975667,0.8438877809302433
0.0001,450,100,0.2,9,9,0.9,0.9,16,0.01,10,0.15613490922442633,0.8438650907755737
0.01,350,200,0.1,5,5,0.7,0.7,16,0.01,10,0.1561635292704973,0.8438364707295027
0.0001,450,200,0.1,5,5,0.7,0.7,16,0.01,10,0.15617971590619598,0.843820284093804
0.01,350,100,0.2,7,7,0.7,0.7,16,0.01,10,0.15650058880957798,0.843499411190422
0.0001,450,100,0.2,7,7,0.7,0.7,16,0.01,10,0.15651170108242476,0.8434882989175753
0.01,350,100,0.2,9,9,0.7,0.7,16,0.1,10,0.15687413290705857,0.8431258670929415
0.0001,450,100,0.2,9,9,0.7,0.7,16,0.1,10,0.15689765651331777,0.8431023434866822
0.01,350,100,0.2,9,9,0.9,0.9,16,0.1,10,0.16026993289406466,0.8397300671059353
0.0001,450,100,0.2,9,9,0.9,0.9,16,0.1,10,0.16028804553761491,0.8397119544623851
0.01,350,100,0.2,7,7,0.9,0.9,16,0.01,10,0.16194195126597344,0.8380580487340266
0.0001,450,100,0.2,7,7,0.9,0.9,16,0.01,10,0.16195836625500523,0.8380416337449947
1.0,250,200,0.1,5,5,0.7,0.7,16,1.0,10,0.17353508500533327,0.8264649149946668
1.0,250,200,0.1,3,3,0.5,0.5,16,1.0,10,0.17648034728422796,0.823519652715772
1.0,250,200,0.1,7,7,0.7,0.7,16,0.01,10,0.1771472489729124,0.8228527510270875
1.0,250,200,0.1,3,3,0.5,0.5,16,0.01,10,0.17836685745995545,0.8216331425400445
1.0,250,200,0.1,5,5,0.5,0.5,16,0.01,10,0.17929972677668565,0.8207002732233144
1.0,250,200,0.1,5,5,0.7,0.7,16,0.1,10,0.1797657353017739,0.8202342646982261
1.0,250,100,0.2,5,5,0.7,0.7,16,1.0,10,0.18062597990693963,0.8193740200930604
1.0,250,200,0.1,9,9,0.7,0.7,16,0.01,10,0.1810654856820106,0.8189345143179894
1.0,250,200,0.1,3,3,0.5,0.5,16,0.1,10,0.18246057519970463,0.8175394248002954
1.0,250,200,0.1,7,7,0.5,0.5,16,0.01,10,0.183014001692604,0.8169859983073959
1.0,250,200,0.1,5,5,0.5,0.5,16,0.1,10,0.1835753382787358,0.8164246617212643
1.0,250,200,0.1,5,5,0.7,0.7,16,0.01,10,0.18357809513221818,0.8164219048677819
1.0,250,200,0.1,9,9,0.7,0.7,16,1.0,10,0.18363460646944366,0.8163653935305564
1.0,250,200,0.1,7,7,0.5,0.5,16,1.0,10,0.1844543249485514,0.8155456750514486
1.0,250,100,0.2,7,7,0.7,0.7,16,0.1,10,0.18469966872076232,0.8153003312792377
1.0,250,200,0.1,7,7,0.5,0.5,16,0.1,10,0.18536197644750602,0.8146380235524939
1.0,250,100,0.2,5,5,0.7,0.7,16,0.01,10,0.1854047414722611,0.814595258527739
1.0,250,200,0.1,3,3,0.7,0.7,16,0.01,10,0.18582357420228943,0.8141764257977105
1.0,250,200,0.1,9,9,0.5,0.5,16,0.01,10,0.1874601387486294,0.8125398612513706
1.0,250,200,0.1,5,5,0.5,0.5,16,1.0,10,0.18750583671552695,0.8124941632844731
1.0,250,200,0.1,9,9,0.5,0.5,16,0.1,10,0.1881680044030859,0.8118319955969141
1.0,250,200,0.1,3,3,0.7,0.7,16,1.0,10,0.1895516238002629,0.8104483761997371
1.0,250,200,0.1,3,3,0.9,0.9,16,1.0,10,0.19015161587069626,0.8098483841293037
1.0,250,200,0.1,7,7,0.9,0.9,16,1.0,10,0.19039179335189502,0.809608206648105
1.0,250,200,0.1,3,3,0.7,0.7,16,0.1,10,0.19050984012014022,0.8094901598798598
1.0,250,200,0.1,7,7,0.7,0.7,16,0.1,10,0.19089771091488722,0.8091022890851127
1.0,250,100,0.2,7,7,0.7,0.7,16,1.0,10,0.19095017026626268,0.8090498297337373
1.0,250,200,0.1,7,7,0.9,0.9,16,0.1,10,0.19097122540903175,0.8090287745909682
1.0,250,200,0.1,9,9,0.7,0.7,16,0.1,10,0.19117741402025745,0.8088225859797425
1.0,250,200,0.1,5,5,0.9,0.9,16,0.01,10,0.1914057004675315,0.8085942995324685
1.0,250,200,0.1,9,9,0.5,0.5,16,1.0,10,0.19230714359037993,0.8076928564096201
1.0,250,200,0.1,5,5,0.9,0.9,48,0.1,10,0.1937268432779879,0.806273156722012
1.0,250,200,0.1,9,9,0.9,0.9,16,1.0,10,0.19373157670026853,0.8062684232997315
1.0,250,200,0.1,3,3,0.9,0.9,16,0.1,10,0.19382659601476557,0.8061734039852344
1.0,250,200,0.1,3,3,0.7,0.7,48,0.01,10,0.19413266131952658,0.8058673386804734
1.0,250,200,0.1,7,7,0.7,0.7,16,1.0,10,0.19448681831658277,0.8055131816834172
1.0,250,200,0.1,3,3,0.7,0.7,48,0.1,10,0.19465966868512294,0.805340331314877
1.0,250,100,0.2,5,5,0.9,0.9,16,0.1,10,0.19473442694608908,0.8052655730539109
1.0,250,100,0.2,7,7,0.5,0.5,16,0.1,10,0.19479804985665677,0.8052019501433432
1.0,250,200,0.1,9,9,0.9,0.9,48,0.1,10,0.1948583666741387,0.8051416333258613
1.0,250,100,0.2,3,3,0.9,0.9,16,0.01,10,0.19500029378657163,0.8049997062134284
1.0,250,200,0.1,5,5,0.9,0.9,16,1.0,10,0.19503729731333774,0.8049627026866623
1.0,250,100,0.2,3,3,0.5,0.5,16,0.1,10,0.195074216724856,0.804925783275144
1.0,250,200,0.1,3,3,0.9,0.9,48,1.0,10,0.1958633136459739,0.8041366863540261
1.0,250,200,0.1,5,5,0.9,0.9,48,0.01,10,0.19609626124125729,0.8039037387587427
1.0,250,100,0.2,5,5,0.7,0.7,16,0.1,10,0.19640692109000873,0.8035930789099912
1.0,250,200,0.1,3,3,0.9,0.9,48,0.1,10,0.19649864598502748,0.8035013540149725
1.0,250,100,0.2,7,7,0.5,0.5,16,0.01,10,0.19666375608621733,0.8033362439137827
1.0,250,200,0.1,7,7,0.9,0.9,48,1.0,10,0.19668122122152049,0.8033187787784795
1.0,250,100,0.2,5,5,0.5,0.5,16,0.1,10,0.19728899777221268,0.8027110022277874
1.0,250,100,0.2,3,3,0.9,0.9,48,1.0,10,0.19746633762096333,0.8025336623790367
1.0,250,100,0.2,7,7,0.7,0.7,48,0.01,10,0.19753802850264787,0.8024619714973521
1.0,250,200,0.1,9,9,0.9,0.9,48,0.01,10,0.1981999761074871,0.8018000238925129
1.0,250,100,0.2,7,7,0.7,0.7,16,0.01,10,0.1983231021896655,0.8016768978103345
1.0,250,100,0.2,9,9,0.7,0.7,16,1.0,10,0.19841617777521847,0.8015838222247815
1.0,250,100,0.2,9,9,0.7,0.7,48,0.1,10,0.19855735919259995,0.8014426408074
1.0,250,100,0.2,3,3,0.9,0.9,16,0.1,10,0.19870489469018926,0.8012951053098107
1.0,250,200,0.1,5,5,0.9,0.9,48,1.0,10,0.19922122822257074,0.8007787717774293
1.0,250,100,0.2,3,3,0.7,0.7,48,0.01,10,0.19923309114461926,0.8007669088553807
1.0,250,200,0.1,7,7,0.9,0.9,48,0.01,10,0.19949064740820094,0.800509352591799
1.0,250,200,0.1,5,5,0.7,0.7,48,0.01,10,0.19955548701705225,0.8004445129829477
1.0,250,200,0.1,5,5,0.7,0.7,48,0.1,10,0.19959787474730942,0.8004021252526906
1.0,250,200,0.1,5,5,0.7,0.7,48,1.0,10,0.19980254811825102,0.800197451881749
1.0,250,200,0.1,9,9,0.9,0.9,48,1.0,10,0.19993597268094196,0.800064027319058
1.0,250,200,0.1,3,3,0.7,0.7,48,1.0,10,0.20019954045784805,0.799800459542152
1.0,250,100,0.2,9,9,0.7,0.7,48,0.01,10,0.20042497237058896,0.799575027629411
1.0,250,100,0.2,5,5,0.7,0.7,48,0.1,10,0.20052369377508,0.7994763062249199
1.0,250,100,0.2,9,9,0.9,0.9,48,0.01,10,0.20073998692371436,0.7992600130762857
1.0,250,100,0.2,3,3,0.7,0.7,16,0.1,10,0.20075351043780376,0.7992464895621962
1.0,250,200,0.1,7,7,0.7,0.7,48,0.1,10,0.2009518104655313,0.7990481895344688
1.0,250,200,0.1,9,9,0.9,0.9,16,0.1,10,0.20098791363967666,0.7990120863603234
1.0,250,200,0.1,3,3,0.9,0.9,48,0.01,10,0.20118766483888392,0.798812335161116
1.0,250,100,0.2,3,3,0.9,0.9,16,1.0,10,0.20127556194520044,0.7987244380547995
1.0,250,100,0.2,7,7,0.7,0.7,48,0.1,10,0.20149437542210233,0.7985056245778976
1.0,250,100,0.2,7,7,0.9,0.9,16,0.1,10,0.20163905826193523,0.7983609417380648
1.0,250,100,0.2,3,3,0.7,0.7,48,0.1,10,0.20172061348042056,0.7982793865195794
1.0,250,100,0.2,3,3,0.7,0.7,16,0.01,10,0.2019309371467943,0.7980690628532057
1.0,250,100,0.2,9,9,0.9,0.9,48,1.0,10,0.20195175612716593,0.798048243872834
1.0,250,200,0.1,9,9,0.7,0.7,48,1.0,10,0.2023771660431584,0.7976228339568416
1.0,250,100,0.2,5,5,0.9,0.9,16,0.01,10,0.20254544313680398,0.797454556863196
1.0,250,200,0.1,3,3,0.9,0.9,16,0.01,10,0.20262418024838189,0.7973758197516181
1.0,250,100,0.2,5,5,0.5,0.5,16,0.01,10,0.20282222688276627,0.7971777731172337
1.0,250,200,0.1,7,7,0.7,0.7,48,0.01,10,0.20306022237727167,0.7969397776227283
1.0,250,100,0.2,3,3,0.5,0.5,16,1.0,10,0.20315544331127058,0.7968445566887294
1.0,250,100,0.2,5,5,0.5,0.5,16,1.0,10,0.20317168354790527,0.7968283164520947
1.0,250,100,0.2,9,9,0.9,0.9,48,0.1,10,0.20329592328611223,0.7967040767138878
1.0,250,200,0.1,7,7,0.7,0.7,48,1.0,10,0.20353561452100946,0.7964643854789906
1.0,250,100,0.2,5,5,0.7,0.7,48,1.0,10,0.2035799250394128,0.7964200749605872
1.0,250,100,0.2,5,5,0.7,0.7,48,0.01,10,0.20495360569301138,0.7950463943069886
1.0,250,100,0.2,3,3,0.7,0.7,48,1.0,10,0.20503184592767215,0.7949681540723279
1.0,250,200,0.1,9,9,0.7,0.7,48,0.1,10,0.20525421633836738,0.7947457836616326
1.0,250,100,0.2,9,9,0.7,0.7,48,1.0,10,0.20584603122713171,0.7941539687728683
1.0,250,200,0.1,5,5,0.9,0.9,16,0.1,10,0.20590236960792413,0.7940976303920759
1.0,250,100,0.2,7,7,0.5,0.5,16,1.0,10,0.2061403700710096,0.7938596299289904
1.0,250,200,0.1,9,9,0.7,0.7,48,0.01,10,0.2061412143947488,0.7938587856052512
1.0,250,100,0.2,5,5,0.9,0.9,48,0.1,10,0.20701574380621604,0.792984256193784
1.0,250,100,0.2,7,7,0.9,0.9,16,1.0,10,0.2074389723956583,0.7925610276043417
1.0,250,100,0.2,9,9,0.5,0.5,16,1.0,10,0.2075663507028845,0.7924336492971155
1.0,250,100,0.2,9,9,0.5,0.5,16,0.1,10,0.20763670454351374,0.7923632954564863
1.0,250,100,0.2,5,5,0.9,0.9,48,1.0,10,0.2076610340322804,0.7923389659677196
1.0,250,200,0.1,7,7,0.9,0.9,48,0.1,10,0.2080741060691811,0.7919258939308189
1.0,250,100,0.2,3,3,0.5,0.5,16,0.01,10,0.20850646984839324,0.7914935301516067
1.0,250,100,0.2,7,7,0.9,0.9,48,1.0,10,0.208553635408164,0.791446364591836
1.0,250,100,0.2,9,9,0.5,0.5,16,0.01,10,0.208619547025843,0.791380452974157
1.0,250,100,0.2,7,7,0.9,0.9,16,0.01,10,0.20907268248905392,0.7909273175109461
1.0,250,200,0.1,7,7,0.9,0.9,16,0.01,10,0.21143173470261376,0.7885682652973862
1.0,250,100,0.2,5,5,0.9,0.9,48,0.01,10,0.21248635883336522,0.7875136411666348
1.0,250,100,0.2,7,7,0.7,0.7,48,1.0,10,0.21305498256224845,0.7869450174377516
1.0,250,100,0.2,9,9,0.9,0.9,16,1.0,10,0.21313510437720773,0.7868648956227923
1.0,250,100,0.2,9,9,0.7,0.7,16,0.1,10,0.21510773566627517,0.7848922643337248
1.0,250,100,0.2,9,9,0.7,0.7,16,0.01,10,0.21569920931885758,0.7843007906811424
1.0,250,100,0.2,7,7,0.9,0.9,48,0.01,10,0.21587809986601403,0.784121900133986
1.0,250,100,0.2,7,7,0.9,0.9,48,0.1,10,0.21609140440012528,0.7839085955998747
1.0,250,100,0.2,9,9,0.9,0.9,16,0.1,10,0.21672020563324584,0.7832797943667542
1.0,250,100,0.2,3,3,0.9,0.9,48,0.1,10,0.2173532429666668,0.7826467570333332
1.0,250,100,0.2,3,3,0.7,0.7,16,1.0,10,0.21736116960554736,0.7826388303944527
1.0,250,100,0.2,5,5,0.9,0.9,16,1.0,10,0.21876098499129049,0.7812390150087095
1.0,250,200,0.1,9,9,0.9,0.9,16,0.01,10,0.22054801076963296,0.7794519892303671
1.0,250,100,0.2,9,9,0.9,0.9,16,0.01,10,0.2215768034415054,0.7784231965584946
1.0,250,100,0.2,3,3,0.9,0.9,48,0.01,10,0.22224444655076878,0.7777555534492312
1.0,250,100,0.2,3,3,0.5,0.5,48,0.01,10,0.2292425619850527,0.7707574380149473
1.0,250,200,0.1,3,3,0.5,0.5,48,0.01,10,0.23018072271704443,0.7698192772829555
1.0,250,100,0.2,5,5,0.5,0.5,48,0.1,10,0.23363407439979983,0.7663659256002002
1.0,250,200,0.1,3,3,0.5,0.5,48,0.1,10,0.2343957827015157,0.7656042172984843
1.0,250,100,0.2,5,5,0.9,0.9,80,0.01,10,0.23462714764195994,0.7653728523580401
1.0,250,200,0.1,9,9,0.5,0.5,48,0.01,10,0.2358866703985015,0.7641133296014985
1.0,250,100,0.2,5,5,0.9,0.9,80,0.1,10,0.23639387302390735,0.7636061269760926
1.0,250,100,0.2,5,5,0.5,0.5,48,0.01,10,0.2366030450280925,0.7633969549719075
1.0,250,200,0.1,7,7,0.5,0.5,48,0.1,10,0.23665112793405585,0.7633488720659442
1.0,250,200,0.1,5,5,0.5,0.5,48,0.1,10,0.23740051309470936,0.7625994869052907
1.0,250,200,0.1,9,9,0.5,0.5,48,0.1,10,0.23759153688874016,0.7624084631112599
1.0,250,200,0.1,5,5,0.5,0.5,48,0.01,10,0.23849567640756633,0.7615043235924337
1.0,250,100,0.2,3,3,0.9,0.9,80,0.1,10,0.23866480304920834,0.7613351969507917
1.0,250,100,0.2,3,3,0.5,0.5,48,0.1,10,0.2387383139577226,0.7612616860422774
1.0,250,200,0.1,7,7,0.5,0.5,48,0.01,10,0.23886177863164995,0.7611382213683501
1.0,250,100,0.2,7,7,0.9,0.9,80,0.01,10,0.23944767108717194,0.7605523289128281
1.0,250,100,0.2,9,9,0.5,0.5,48,0.1,10,0.23949559992859348,0.7605044000714065
1.0,250,100,0.2,3,3,0.9,0.9,80,0.01,10,0.24004910125973167,0.7599508987402683
1.0,250,200,0.1,7,7,0.5,0.5,48,1.0,10,0.24017986887889556,0.7598201311211045
1.0,250,200,0.1,3,3,0.5,0.5,48,1.0,10,0.2401897715427337,0.7598102284572663
1.0,250,100,0.2,9,9,0.9,0.9,80,0.01,10,0.24055610637586922,0.7594438936241308
1.0,250,100,0.2,3,3,0.5,0.5,48,1.0,10,0.24083082679506163,0.7591691732049384
1.0,250,100,0.2,7,7,0.9,0.9,80,0.1,10,0.2416750057542298,0.7583249942457702
1.0,250,200,0.1,3,3,0.9,0.9,80,0.01,10,0.24201617744853623,0.7579838225514638
1.0,250,100,0.2,3,3,0.9,0.9,80,1.0,10,0.24312541554816933,0.7568745844518306
1.0,250,200,0.1,3,3,0.9,0.9,80,0.1,10,0.24315075632393648,0.7568492436760635
1.0,250,200,0.1,7,7,0.9,0.9,80,0.1,10,0.2432750960860517,0.7567249039139483
1.0,250,200,0.1,7,7,0.9,0.9,80,0.01,10,0.24384183926089703,0.756158160739103
1.0,250,200,0.1,5,5,0.5,0.5,48,1.0,10,0.24389552544984436,0.7561044745501556
1.0,250,100,0.2,7,7,0.9,0.9,80,1.0,10,0.24407134850471107,0.755928651495289
1.0,250,100,0.2,5,5,0.9,0.9,80,1.0,10,0.2441105008264696,0.7558894991735304
1.0,250,100,0.2,7,7,0.5,0.5,48,0.1,10,0.2446384759229718,0.7553615240770282
1.0,250,200,0.1,5,5,0.9,0.9,80,0.1,10,0.24471797764857375,0.7552820223514263
1.0,250,100,0.2,7,7,0.5,0.5,48,0.01,10,0.24498684667932077,0.7550131533206792
1.0,250,200,0.1,5,5,0.9,0.9,80,0.01,10,0.24501281621486168,0.7549871837851383
1.0,250,100,0.2,9,9,0.9,0.9,80,1.0,10,0.24560749646407817,0.7543925035359218
1.0,250,200,0.1,3,3,0.9,0.9,80,1.0,10,0.2460463413776703,0.7539536586223297
1.0,250,200,0.1,9,9,0.9,0.9,80,0.1,10,0.2462262356265842,0.7537737643734158
1.0,250,200,0.1,9,9,0.9,0.9,80,0.01,10,0.24624282015804252,0.7537571798419574
1.0,250,200,0.1,9,9,0.5,0.5,48,1.0,10,0.2464476487823368,0.7535523512176632
1.0,250,100,0.2,9,9,0.9,0.9,80,0.1,10,0.24715017762627395,0.7528498223737261
1.0,250,100,0.2,9,9,0.5,0.5,48,0.01,10,0.24723869912388272,0.7527613008761173
1.0,250,200,0.1,5,5,0.9,0.9,80,1.0,10,0.24737084241697782,0.7526291575830222
1.0,250,100,0.2,7,7,0.5,0.5,48,1.0,10,0.24738409865783978,0.7526159013421603
1.0,250,200,0.1,7,7,0.9,0.9,80,1.0,10,0.24954251719585563,0.7504574828041444
1.0,250,100,0.2,9,9,0.5,0.5,48,1.0,10,0.24987986040065494,0.7501201395993451
1.0,250,200,0.1,9,9,0.9,0.9,80,1.0,10,0.2509261314014761,0.7490738685985239
1.0,250,100,0.2,3,3,0.7,0.7,80,0.1,10,0.2528652304868322,0.7471347695131678
1.0,250,100,0.2,5,5,0.5,0.5,48,1.0,10,0.25345954750452016,0.7465404524954798
1.0,250,100,0.2,3,3,0.7,0.7,80,0.01,10,0.25369126194228936,0.7463087380577107
1.0,250,100,0.2,7,7,0.7,0.7,80,0.1,10,0.25505159633169894,0.7449484036683011
1.0,250,100,0.2,9,9,0.7,0.7,80,0.1,10,0.25716378333549167,0.7428362166645084
1.0,250,100,0.2,5,5,0.7,0.7,80,0.1,10,0.25844836103568064,0.7415516389643193
1.0,250,100,0.2,3,3,0.7,0.7,80,1.0,10,0.25938093175519455,0.7406190682448055
1.0,250,200,0.1,3,3,0.7,0.7,80,0.1,10,0.25944062508903404,0.740559374910966
1.0,250,100,0.2,5,5,0.7,0.7,80,0.01,10,0.2597968786722847,0.7402031213277154
1.0,250,100,0.2,7,7,0.7,0.7,80,0.01,10,0.2602960104858961,0.7397039895141039
1.0,250,100,0.2,5,5,0.7,0.7,80,1.0,10,0.26047704594078286,0.7395229540592172
1.0,250,100,0.2,9,9,0.7,0.7,80,0.01,10,0.2613381252090785,0.7386618747909215
1.0,250,200,0.1,3,3,0.7,0.7,80,0.01,10,0.2614004095672265,0.7385995904327736
1.0,250,100,0.2,7,7,0.7,0.7,80,1.0,10,0.2626004996495155,0.7373995003504845
1.0,250,200,0.1,5,5,0.7,0.7,80,0.01,10,0.263313533588402,0.736686466411598
1.0,250,200,0.1,5,5,0.7,0.7,80,0.1,10,0.2638186986789758,0.7361813013210242
1.0,250,200,0.1,7,7,0.7,0.7,80,0.1,10,0.26418568854936864,0.7358143114506314
1.0,250,200,0.1,7,7,0.7,0.7,80,0.01,10,0.2654158672318217,0.7345841327681784
1.0,250,200,0.1,5,5,0.7,0.7,80,1.0,10,0.2659223439635176,0.7340776560364823
1.0,250,200,0.1,3,3,0.7,0.7,80,1.0,10,0.2662854643672164,0.7337145356327837
1.0,250,200,0.1,9,9,0.7,0.7,80,0.01,10,0.2663532666315338,0.7336467333684662
1.0,250,100,0.2,9,9,0.7,0.7,80,1.0,10,0.2664499504342527,0.7335500495657473
1.0,250,200,0.1,9,9,0.7,0.7,80,0.1,10,0.267212664346854,0.732787335653146
1.0,250,200,0.1,7,7,0.7,0.7,80,1.0,10,0.27063408071069966,0.7293659192893003
1.0,250,200,0.1,9,9,0.7,0.7,80,1.0,10,0.2711233675638534,0.7288766324361466
1.0,250,100,0.2,5,5,0.9,0.9,112,0.01,10,0.31044839845009947,0.6895516015499006
1.0,250,100,0.2,3,3,0.9,0.9,112,0.01,10,0.3109229637919303,0.6890770362080697
1.0,250,200,0.1,3,3,0.9,0.9,112,0.1,10,0.3118020712740529,0.6881979287259471
1.0,250,200,0.1,3,3,0.9,0.9,112,0.01,10,0.31202341016727436,0.6879765898327257
1.0,250,100,0.2,5,5,0.9,0.9,112,0.1,10,0.3122549802196482,0.6877450197803519
1.0,250,200,0.1,7,7,0.9,0.9,112,0.01,10,0.31228359899545555,0.6877164010045445
1.0,250,100,0.2,3,3,0.9,0.9,112,0.1,10,0.3126180928540315,0.6873819071459685
1.0,250,100,0.2,7,7,0.9,0.9,112,0.01,10,0.3138442018467629,0.6861557981532371
1.0,250,200,0.1,5,5,0.9,0.9,112,0.01,10,0.3139661609373866,0.6860338390626134
1.0,250,100,0.2,7,7,0.9,0.9,112,0.1,10,0.3144425133753502,0.6855574866246499
1.0,250,200,0.1,7,7,0.9,0.9,112,0.1,10,0.3149884185096802,0.6850115814903198
1.0,250,200,0.1,5,5,0.9,0.9,112,0.1,10,0.31500841272033636,0.6849915872796637
1.0,250,200,0.1,9,9,0.9,0.9,112,0.01,10,0.31525172280460034,0.6847482771953997
1.0,250,200,0.1,9,9,0.9,0.9,112,0.1,10,0.31528995915455055,0.6847100408454494
1.0,250,200,0.1,3,3,0.9,0.9,112,1.0,10,0.3181775877398792,0.6818224122601209
1.0,250,100,0.2,3,3,0.9,0.9,112,1.0,10,0.3197990312130894,0.6802009687869106
1.0,250,100,0.2,9,9,0.9,0.9,112,0.1,10,0.32033212186816834,0.6796678781318317
1.0,250,100,0.2,7,7,0.9,0.9,112,1.0,10,0.32061994947036654,0.6793800505296335
0.01,350,200,0.1,3,3,0.5,0.5,48,1.0,5,0.32124972125888174,0.6787502787411183
0.0001,450,200,0.1,3,3,0.5,0.5,48,1.0,5,0.32126011170202445,0.6787398882979756
0.01,350,200,0.1,3,3,0.9,0.9,112,1.0,5,0.3215741794893334,0.6784258205106666
0.0001,450,200,0.1,3,3,0.9,0.9,112,1.0,5,0.32158577079724765,0.6784142292027524
0.01,350,200,0.1,9,9,0.5,0.5,48,0.01,5,0.32167058743114013,0.6783294125688599
0.0001,450,200,0.1,9,9,0.5,0.5,48,0.01,5,0.3216818574572164,0.6783181425427836
0.01,350,200,0.1,9,9,0.5,0.5,16,1.0,5,0.3216821935865826,0.6783178064134174
0.0001,450,200,0.1,9,9,0.5,0.5,16,1.0,5,0.32169361418158404,0.678306385818416
0.01,350,200,0.1,9,9,0.5,0.5,48,0.1,5,0.32176136362433716,0.6782386363756628
0.0001,450,200,0.1,9,9,0.5,0.5,48,0.1,5,0.3217723255106355,0.6782276744893645
0.01,350,200,0.1,7,7,0.5,0.5,48,0.1,5,0.3218158637792558,0.6781841362207441
0.0001,450,200,0.1,7,7,0.5,0.5,48,0.1,5,0.32183016227823663,0.6781698377217633
0.01,350,200,0.1,7,7,0.5,0.5,48,0.01,5,0.32186024425357174,0.6781397557464283
0.0001,450,200,0.1,7,7,0.5,0.5,48,0.01,5,0.32187215878694997,0.67812784121305
0.01,350,200,0.1,9,9,0.5,0.5,48,1.0,5,0.32189361209688166,0.6781063879031184
0.0001,450,200,0.1,9,9,0.5,0.5,48,1.0,5,0.32190540482533825,0.6780945951746618
0.01,350,200,0.1,5,5,0.5,0.5,48,1.0,5,0.3219484658294765,0.6780515341705236
0.0001,450,200,0.1,5,5,0.5,0.5,48,1.0,5,0.3219630910292094,0.6780369089707906
0.01,350,200,0.1,3,3,0.9,0.9,112,0.1,5,0.3219795931562336,0.6780204068437664
0.01,350,200,0.1,3,3,0.9,0.9,112,0.01,5,0.3219888301259858,0.6780111698740142
0.0001,450,200,0.1,3,3,0.9,0.9,112,0.1,5,0.32199026927650326,0.6780097307234967
0.0001,450,200,0.1,3,3,0.9,0.9,112,0.01,5,0.3219994727691141,0.6780005272308859
0.01,350,200,0.1,5,5,0.7,0.7,80,0.1,5,0.32201394978278225,0.6779860502172177
1.0,250,200,0.1,9,9,0.9,0.9,112,1.0,10,0.32201615487224927,0.6779838451277507
0.01,350,200,0.1,7,7,0.5,0.5,48,1.0,5,0.32204553236348527,0.6779544676365148
0.0001,450,200,0.1,7,7,0.5,0.5,48,1.0,5,0.32206100806249494,0.6779389919375051
1.0,250,200,0.1,5,5,0.9,0.9,112,1.0,10,0.3221522210500364,0.6778477789499636
0.01,350,200,0.1,5,5,0.9,0.9,112,0.01,5,0.32220042385136155,0.6777995761486384
0.0001,450,200,0.1,5,5,0.9,0.9,112,0.01,5,0.32221168906920933,0.6777883109307907
0.01,350,200,0.1,3,3,0.7,0.7,80,1.0,5,0.32228748718352784,0.6777125128164722
