max_depth_XGB,reg_lambda_XGB,n_estimators_random,n_estimators_XGB,learning_rate_XGB,min_samples_split_random,max_features_random,max_samples_random,subsample_XGB,colsample_bytree_XGB,min_samples_leaf_random,max_depth_random,min_child_weight_XGB,reg_alpha_XGB,degree,mse,r2,mse_y,auc_t
5,5,100,200,0.1,112,0.9,0.9,0.5,0.5,5,5,5,0.1,10,0.172503851,0.827496149,1.058570782,0.51727077
9,9,100,200,0.1,16,0.5,0.5,0.9,0.9,3,3,3,1,10,0.172526528,0.827473472,1.063852479,0.510128943
9,9,50,100,0.2,80,0.5,0.5,0.9,0.9,9,9,9,1,10,0.172591014,0.827408986,1.05804539,0.521227764
7,7,100,200,0.1,16,0.5,0.5,0.9,0.9,5,5,5,0.01,10,0.172618686,0.827381314,1.059695653,0.515304296
7,7,50,100,0.2,48,0.5,0.5,0.9,0.9,5,5,5,0.1,10,0.17263265,0.82736735,1.060412989,0.515245515
7,7,50,100,0.2,80,0.7,0.7,0.7,0.7,5,5,5,0.1,10,0.172754694,0.827245306,1.058788064,0.526512662
5,5,100,200,0.1,80,0.7,0.7,0.7,0.7,3,3,3,0.01,10,0.17276168,0.82723832,1.064517036,0.511927091
5,5,50,100,0.2,112,0.5,0.5,0.9,0.9,9,9,9,0.01,10,0.172794856,0.827205144,1.060643407,0.513674474
7,7,100,200,0.1,80,0.9,0.9,0.5,0.5,7,7,7,0.01,10,0.172800541,0.827199459,1.059765484,0.51936282
9,9,100,200,0.1,16,0.5,0.5,0.9,0.9,7,7,7,0.01,10,0.172890671,0.827109329,1.063145702,0.505474599
7,7,50,100,0.2,16,0.5,0.5,0.9,0.9,3,3,3,1,10,0.17289822,0.82710178,1.061977489,0.512977124
7,7,50,100,0.2,48,0.5,0.5,0.9,0.9,7,7,7,0.1,10,0.172908842,0.827091158,1.061489007,0.526395101
7,7,50,100,0.2,80,0.9,0.9,0.5,0.5,9,9,9,0.01,10,0.173084602,0.826915398,1.064511723,0.533940375
9,9,100,200,0.1,48,0.5,0.5,0.9,0.9,3,3,3,0.01,10,0.173098801,0.826901199,1.063736897,0.516867322
7,7,100,200,0.1,112,0.7,0.7,0.7,0.7,3,3,3,1,10,0.1731119,0.8268881,1.064390255,0.520295292
7,7,50,100,0.2,80,0.5,0.5,0.9,0.9,3,3,3,1,10,0.173121416,0.826878584,1.063543928,0.512977124
5,5,100,200,0.1,112,0.9,0.9,0.5,0.5,3,3,3,0.01,10,0.173139778,0.826860222,1.058465914,0.519942609
9,9,50,100,0.2,80,0.5,0.5,0.9,0.9,9,9,9,0.01,10,0.173163557,0.826836443,1.05804539,0.499551131
7,7,100,200,0.1,112,0.5,0.5,0.9,0.9,7,7,7,1,10,0.173195615,0.826804385,1.059300487,0.514884817
9,9,100,200,0.1,80,0.9,0.9,0.5,0.5,3,3,3,1,10,0.173222225,0.826777775,1.058662647,0.509372812
5,5,50,100,0.2,112,0.7,0.7,0.7,0.7,7,7,7,0.1,10,0.173261444,0.826738556,1.058214754,0.523832807
5,5,100,200,0.1,16,0.9,0.9,0.5,0.5,3,3,3,1,10,0.173271462,0.826728538,1.058736237,0.518841811
9,9,50,100,0.2,16,0.5,0.5,0.9,0.9,9,9,9,0.1,10,0.173284168,0.826715832,1.062516602,0.515178719
7,7,100,200,0.1,16,0.9,0.9,0.5,0.5,5,5,5,1,10,0.173320046,0.826679954,1.061867373,0.521396089
9,9,100,200,0.1,80,0.5,0.5,0.9,0.9,7,7,7,0.01,10,0.173351211,0.826648789,1.058247333,0.505474599
5,5,50,100,0.2,48,0.5,0.5,0.9,0.9,5,5,5,1,10,0.173376201,0.826623799,1.060412989,0.503037881
5,5,100,200,0.1,112,0.5,0.5,0.9,0.9,7,7,7,0.01,10,0.173380603,0.826619397,1.059300487,0.51186831
7,7,100,200,0.1,112,0.7,0.7,0.7,0.7,3,3,3,0.01,10,0.173462998,0.826537002,1.064390255,0.524647718
7,7,100,200,0.1,80,0.9,0.9,0.5,0.5,3,3,3,0.01,10,0.173513009,0.826486991,1.058662647,0.512742002
9,9,50,100,0.2,16,0.9,0.9,0.5,0.5,5,5,5,0.1,10,0.173588178,0.826411822,1.062820654,0.513271026
7,7,100,200,0.1,80,0.7,0.7,0.7,0.7,3,3,3,1,10,0.173602415,0.826397585,1.064517036,0.520295292
5,5,50,100,0.2,80,0.9,0.9,0.5,0.5,5,5,5,0.1,10,0.173651923,0.826348077,1.060761373,0.522320546
7,7,50,100,0.2,112,0.7,0.7,0.7,0.7,5,5,5,0.1,10,0.173662629,0.826337371,1.058761048,0.526512662
7,7,100,200,0.1,112,0.5,0.5,0.9,0.9,3,3,3,0.01,10,0.173669072,0.826330928,1.064897931,0.50682655
7,7,50,100,0.2,16,0.9,0.9,0.5,0.5,7,7,7,0.01,10,0.173787518,0.826212482,1.065848158,0.523143472
5,5,100,200,0.1,80,0.9,0.9,0.5,0.5,3,3,3,1,10,0.173787573,0.826212427,1.058662647,0.518841811
9,9,100,200,0.1,48,0.9,0.9,0.5,0.5,5,5,5,0.1,10,0.173826544,0.826173456,1.059862553,0.523950368
7,7,50,100,0.2,48,0.9,0.9,0.5,0.5,7,7,7,0.1,10,0.173856884,0.826143116,1.065035804,0.516934118
5,5,100,200,0.1,80,0.7,0.7,0.7,0.7,3,3,3,1,10,0.173857866,0.826142134,1.064517036,0.516287533
5,5,100,200,0.1,112,0.7,0.7,0.7,0.7,3,3,3,1,10,0.173924339,0.826075661,1.064390255,0.516287533
7,7,50,100,0.2,80,0.7,0.7,0.7,0.7,7,7,7,0.01,10,0.173956459,0.826043541,1.060283911,0.520346057
5,5,50,100,0.2,112,0.9,0.9,0.5,0.5,5,5,5,0.1,10,0.173986251,0.826013749,1.058197617,0.522320546
7,7,100,200,0.1,48,0.7,0.7,0.7,0.7,3,3,3,0.01,10,0.174007391,0.825992609,1.064384026,0.524647718
9,9,100,200,0.1,48,0.5,0.5,0.9,0.9,3,3,3,1,10,0.174015945,0.825984055,1.063736897,0.510128943
5,5,50,100,0.2,48,0.7,0.7,0.7,0.7,7,7,7,0.1,10,0.17408466,0.82591534,1.061970418,0.523832807
7,7,100,200,0.1,16,0.5,0.5,0.9,0.9,3,3,3,1,10,0.174086839,0.825913161,1.063852479,0.510951869
9,9,100,200,0.1,80,0.9,0.9,0.5,0.5,5,5,5,0.1,10,0.174094781,0.825905219,1.059643086,0.523950368
5,5,100,200,0.1,80,0.9,0.9,0.5,0.5,3,3,3,0.1,10,0.174186191,0.825813809,1.058662647,0.505079167
7,7,50,100,0.2,112,0.9,0.9,0.5,0.5,9,9,9,1,10,0.174227833,0.825772167,1.059172452,0.52621876
7,7,100,200,0.1,16,0.7,0.7,0.7,0.7,3,3,3,0.01,10,0.174244755,0.825755245,1.0637368,0.524647718
5,5,100,200,0.1,112,0.9,0.9,0.5,0.5,7,7,7,0.1,10,0.174247697,0.825752303,1.058112755,0.5166322
9,9,50,100,0.2,48,0.9,0.9,0.5,0.5,9,9,9,0.1,10,0.17425642,0.82574358,1.064494312,0.524773294
5,5,100,200,0.1,112,0.9,0.9,0.5,0.5,9,9,9,1,10,0.174304427,0.825695573,1.058347788,0.521580446
5,5,50,100,0.2,80,0.7,0.7,0.7,0.7,5,5,5,0.1,10,0.174306536,0.825693464,1.058788064,0.511053399
9,9,50,100,0.2,112,0.5,0.5,0.9,0.9,9,9,9,0.01,10,0.174308948,0.825691052,1.060643407,0.499551131
5,5,50,100,0.2,80,0.5,0.5,0.9,0.9,9,9,9,1,10,0.174309527,0.825690473,1.05804539,0.511633189
5,5,50,100,0.2,16,0.5,0.5,0.9,0.9,7,7,7,1,10,0.174377866,0.825622134,1.062327326,0.524757263
5,5,100,200,0.1,48,0.5,0.5,0.9,0.9,5,5,5,0.1,10,0.174393859,0.825606141,1.061027046,0.502172205
9,9,50,100,0.2,48,0.7,0.7,0.7,0.7,3,3,3,0.1,10,0.174468595,0.825531405,1.063885226,0.514951613
9,9,100,200,0.1,112,0.5,0.5,0.9,0.9,9,9,9,0.1,10,0.174535116,0.825464884,1.060542961,0.506062403
7,7,50,100,0.2,48,0.9,0.9,0.5,0.5,9,9,9,0.01,10,0.174565853,0.825434147,1.064494312,0.533940375
7,7,100,200,0.1,112,0.5,0.5,0.9,0.9,3,3,3,1,10,0.174568588,0.825431412,1.064897931,0.510951869
7,7,50,100,0.2,48,0.5,0.5,0.9,0.9,9,9,9,1,10,0.174577285,0.825422715,1.060852509,0.521043407
5,5,50,100,0.2,112,0.7,0.7,0.7,0.7,5,5,5,0.1,10,0.174587713,0.825412287,1.058761048,0.511053399
9,9,50,100,0.2,80,0.7,0.7,0.7,0.7,7,7,7,0.1,10,0.174832287,0.825167713,1.060283911,0.532722016
5,5,50,100,0.2,80,0.9,0.9,0.5,0.5,5,5,5,0.01,10,0.17483527,0.82516473,1.060761373,0.50774299
7,7,50,100,0.2,112,0.7,0.7,0.7,0.7,9,9,9,1,10,0.1748518,0.8251482,1.060170482,0.516573419
7,7,100,200,0.1,48,0.7,0.7,0.7,0.7,3,3,3,1,10,0.174859551,0.825140449,1.064384026,0.520295292
7,7,100,200,0.1,48,0.9,0.9,0.5,0.5,3,3,3,0.01,10,0.174871149,0.825128851,1.05836974,0.512742002
7,7,50,100,0.2,80,0.9,0.9,0.5,0.5,5,5,5,0.1,10,0.174874301,0.825125699,1.060761373,0.514144718
9,9,100,200,0.1,80,0.5,0.5,0.9,0.9,3,3,3,0.01,10,0.17489696,0.82510304,1.06464177,0.516867322
9,9,50,100,0.2,48,0.9,0.9,0.5,0.5,5,5,5,0.1,10,0.174898608,0.825101392,1.059838065,0.513271026
9,9,50,100,0.2,80,0.5,0.5,0.9,0.9,9,9,9,0.1,10,0.174903085,0.825096915,1.05804539,0.515178719
9,9,50,100,0.2,80,0.7,0.7,0.7,0.7,5,5,5,0.01,10,0.1749215,0.8250785,1.058788064,0.517850559
5,5,100,200,0.1,16,0.9,0.9,0.5,0.5,3,3,3,0.1,10,0.174976792,0.825023208,1.058736237,0.505079167
5,5,100,200,0.1,48,0.5,0.5,0.9,0.9,5,5,5,1,10,0.175020483,0.824979517,1.061027046,0.517455126
9,9,100,200,0.1,80,0.9,0.9,0.5,0.5,3,3,3,0.01,10,0.17505547,0.82494453,1.058662647,0.50774299
5,5,100,200,0.1,16,0.9,0.9,0.5,0.5,5,5,5,0.01,10,0.175064556,0.824935444,1.061867373,0.52348814
5,5,50,100,0.2,48,0.7,0.7,0.7,0.7,5,5,5,0.01,10,0.175093096,0.824906904,1.060437542,0.526790533
5,5,100,200,0.1,48,0.7,0.7,0.7,0.7,3,3,3,1,10,0.175137924,0.824862076,1.064384026,0.516287533
9,9,100,200,0.1,16,0.9,0.9,0.5,0.5,5,5,5,1,10,0.175157344,0.824842656,1.061867373,0.52697489
9,9,50,100,0.2,16,0.5,0.5,0.9,0.9,9,9,9,0.01,10,0.175206076,0.824793924,1.062516602,0.499551131
5,5,50,100,0.2,16,0.7,0.7,0.7,0.7,5,5,5,1,10,0.175248074,0.824751926,1.060684712,0.517623452
7,7,100,200,0.1,112,0.5,0.5,0.9,0.9,9,9,9,0.1,10,0.17527142,0.82472858,1.060542961,0.516749761
5,5,100,200,0.1,16,0.5,0.5,0.9,0.9,5,5,5,0.1,10,0.175284494,0.824715506,1.059695653,0.502172205
7,7,100,200,0.1,16,0.9,0.9,0.5,0.5,3,3,3,0.01,10,0.175311713,0.824688287,1.058736237,0.512742002
7,7,100,200,0.1,16,0.7,0.7,0.7,0.7,3,3,3,1,10,0.175337469,0.824662531,1.0637368,0.520295292
9,9,50,100,0.2,48,0.7,0.7,0.7,0.7,5,5,5,0.01,10,0.17534733,0.82465267,1.060437542,0.517850559
7,7,100,200,0.1,80,0.9,0.9,0.5,0.5,3,3,3,1,10,0.17536465,0.82463535,1.058662647,0.524706498
5,5,100,200,0.1,16,0.7,0.7,0.7,0.7,3,3,3,1,10,0.175377815,0.824622185,1.0637368,0.516287533
7,7,100,200,0.1,112,0.9,0.9,0.5,0.5,7,7,7,0.01,10,0.175426079,0.824573921,1.058112755,0.51936282
5,5,50,100,0.2,80,0.7,0.7,0.7,0.7,5,5,5,1,10,0.17546659,0.82453341,1.058788064,0.517623452
7,7,100,200,0.1,112,0.9,0.9,0.5,0.5,5,5,5,0.01,10,0.17547676,0.82452324,1.058570782,0.517623452
7,7,100,200,0.1,80,0.9,0.9,0.5,0.5,5,5,5,0.01,10,0.175514648,0.824485352,1.059643086,0.517623452
5,5,50,100,0.2,80,0.5,0.5,0.9,0.9,7,7,7,0.1,10,0.175528713,0.824471287,1.05892616,0.516749761
9,9,100,200,0.1,48,0.9,0.9,0.5,0.5,5,5,5,1,10,0.175567914,0.824432086,1.059862553,0.52697489
7,7,50,100,0.2,16,0.7,0.7,0.7,0.7,7,7,7,0.01,10,0.175601961,0.824398039,1.060829592,0.520346057
9,9,100,200,0.1,112,0.5,0.5,0.9,0.9,3,3,3,0.01,10,0.175733222,0.824266778,1.064897931,0.516867322
5,5,100,200,0.1,16,0.9,0.9,0.5,0.5,3,3,3,0.01,10,0.175737761,0.824262239,1.058736237,0.519942609
7,7,50,100,0.2,48,0.9,0.9,0.5,0.5,7,7,7,1,10,0.175810845,0.824189155,1.065035804,0.517110459
7,7,100,200,0.1,112,0.7,0.7,0.7,0.7,9,9,9,0.1,10,0.175816114,0.824183886,1.060090165,0.507280762
5,5,50,100,0.2,48,0.5,0.5,0.9,0.9,7,7,7,0.1,10,0.175850774,0.824149226,1.061489007,0.516749761
9,9,100,200,0.1,112,0.5,0.5,0.9,0.9,9,9,9,0.01,10,0.175869857,0.824130143,1.060542961,0.510422845
7,7,50,100,0.2,112,0.9,0.9,0.5,0.5,5,5,5,0.1,10,0.175879542,0.824120458,1.058197617,0.514144718
9,9,50,100,0.2,112,0.5,0.5,0.9,0.9,9,9,9,1,10,0.175908874,0.824091126,1.060643407,0.521227764
9,9,100,200,0.1,16,0.5,0.5,0.9,0.9,9,9,9,0.01,10,0.175922209,0.824077791,1.062496179,0.510422845
9,9,50,100,0.2,48,0.5,0.5,0.9,0.9,9,9,9,1,10,0.175947061,0.824052939,1.060852509,0.521227764
5,5,100,200,0.1,48,0.9,0.9,0.5,0.5,3,3,3,1,10,0.175974005,0.824025995,1.05836974,0.518841811
5,5,100,200,0.1,48,0.9,0.9,0.5,0.5,3,3,3,0.01,10,0.175987334,0.824012666,1.05836974,0.519942609
9,9,100,200,0.1,80,0.9,0.9,0.5,0.5,5,5,5,1,10,0.176038968,0.823961032,1.059643086,0.52697489
9,9,50,100,0.2,16,0.9,0.9,0.5,0.5,5,5,5,0.01,10,0.176068557,0.823931443,1.062820654,0.51936282
7,7,100,200,0.1,112,0.9,0.9,0.5,0.5,5,5,5,0.1,10,0.176092538,0.823907462,1.058570782,0.509893821
7,7,100,200,0.1,112,0.9,0.9,0.5,0.5,3,3,3,0.1,10,0.176121111,0.823878889,1.058465914,0.509204487
5,5,100,200,0.1,80,0.5,0.5,0.9,0.9,5,5,5,0.1,10,0.176181387,0.823818613,1.059705611,0.502172205
9,9,100,200,0.1,80,0.5,0.5,0.9,0.9,3,3,3,1,10,0.176197778,0.823802222,1.06464177,0.510128943
9,9,50,100,0.2,16,0.7,0.7,0.7,0.7,3,3,3,0.1,10,0.176247979,0.823752021,1.063179316,0.514951613
9,9,50,100,0.2,112,0.7,0.7,0.7,0.7,3,3,3,0.1,10,0.176279624,0.823720376,1.063853748,0.514951613
5,5,100,200,0.1,80,0.9,0.9,0.5,0.5,5,5,5,0.01,10,0.176400314,0.823599686,1.059643086,0.52348814
7,7,100,200,0.1,80,0.7,0.7,0.7,0.7,3,3,3,0.01,10,0.176449724,0.823550276,1.064517036,0.524647718
7,7,100,200,0.1,80,0.5,0.5,0.9,0.9,3,3,3,1,10,0.176470268,0.823529732,1.06464177,0.510951869
9,9,50,100,0.2,48,0.9,0.9,0.5,0.5,5,5,5,0.01,10,0.176545414,0.823454586,1.059838065,0.51936282
9,9,100,200,0.1,112,0.9,0.9,0.5,0.5,3,3,3,0.01,10,0.176607515,0.823392485,1.058465914,0.50774299
9,9,100,200,0.1,112,0.9,0.9,0.5,0.5,5,5,5,0.1,10,0.176616549,0.823383451,1.058570782,0.523950368
9,9,100,200,0.1,48,0.9,0.9,0.5,0.5,5,5,5,0.01,10,0.176625861,0.823374139,1.059862553,0.51256566
7,7,50,100,0.2,80,0.5,0.5,0.9,0.9,7,7,7,1,10,0.176686487,0.823313513,1.05892616,0.523429359
9,9,100,200,0.1,112,0.5,0.5,0.9,0.9,5,5,5,0.1,10,0.17670749,0.82329251,1.060890533,0.515707744
5,5,50,100,0.2,80,0.7,0.7,0.7,0.7,7,7,7,0.1,10,0.176717602,0.823282398,1.060283911,0.523832807
9,9,100,200,0.1,80,0.9,0.9,0.5,0.5,5,5,5,0.01,10,0.17672673,0.82327327,1.059643086,0.51256566
7,7,50,100,0.2,48,0.5,0.5,0.9,0.9,7,7,7,0.01,10,0.176752276,0.823247724,1.061489007,0.501004612
9,9,50,100,0.2,112,0.7,0.7,0.7,0.7,9,9,9,0.01,10,0.176794197,0.823205803,1.060170482,0.524118694
7,7,50,100,0.2,80,0.9,0.9,0.5,0.5,5,5,5,0.01,10,0.176894296,0.823105704,1.060761373,0.519891844
9,9,50,100,0.2,80,0.9,0.9,0.5,0.5,5,5,5,0.1,10,0.176946308,0.823053692,1.060761373,0.513271026
7,7,50,100,0.2,112,0.7,0.7,0.7,0.7,7,7,7,0.01,10,0.17705065,0.82294935,1.058214754,0.520346057
7,7,100,200,0.1,48,0.5,0.5,0.9,0.9,3,3,3,0.1,10,0.17710037,0.82289963,1.063736897,0.508213234
5,5,100,200,0.1,48,0.9,0.9,0.5,0.5,5,5,5,0.01,10,0.177100498,0.822899502,1.059862553,0.52348814
7,7,50,100,0.2,112,0.7,0.7,0.7,0.7,3,3,3,0.1,10,0.177110459,0.822889541,1.063853748,0.519245259
9,9,100,200,0.1,16,0.9,0.9,0.5,0.5,5,5,5,0.01,10,0.177171545,0.822828455,1.061867373,0.51256566
5,5,100,200,0.1,48,0.9,0.9,0.5,0.5,5,5,5,1,10,0.177258999,0.822741001,1.059862553,0.522908351
7,7,100,200,0.1,112,0.9,0.9,0.5,0.5,3,3,3,1,10,0.177314097,0.822685903,1.058465914,0.524706498
9,9,50,100,0.2,80,0.9,0.9,0.5,0.5,7,7,7,0.1,10,0.177372997,0.822627003,1.061602583,0.516405094
5,5,50,100,0.2,80,0.9,0.9,0.5,0.5,9,9,9,0.1,10,0.177406271,0.822593729,1.064511723,0.525345068
9,9,100,200,0.1,112,0.9,0.9,0.5,0.5,5,5,5,1,10,0.177408784,0.822591216,1.058570782,0.52697489
5,5,100,200,0.1,112,0.5,0.5,0.9,0.9,9,9,9,0.1,10,0.1776006,0.8223994,1.060542961,0.509893821
7,7,50,100,0.2,112,0.7,0.7,0.7,0.7,7,7,7,0.1,10,0.177661824,0.822338176,1.058214754,0.515061158
5,5,50,100,0.2,16,0.7,0.7,0.7,0.7,9,9,9,0.01,10,0.177695867,0.822304133,1.065455196,0.532898358
9,9,50,100,0.2,48,0.5,0.5,0.9,0.9,9,9,9,0.1,10,0.177701527,0.822298473,1.060852509,0.515178719
5,5,50,100,0.2,48,0.5,0.5,0.9,0.9,5,5,5,0.1,10,0.17781848,0.82218152,1.060412989,0.501239733
7,7,100,200,0.1,48,0.9,0.9,0.5,0.5,3,3,3,0.1,10,0.177863943,0.822136057,1.05836974,0.509204487
7,7,100,200,0.1,112,0.5,0.5,0.9,0.9,7,7,7,0.1,10,0.177910624,0.822089376,1.059300487,0.510356049
7,7,50,100,0.2,48,0.5,0.5,0.9,0.9,7,7,7,1,10,0.177923467,0.822076533,1.061489007,0.523429359
7,7,100,200,0.1,80,0.5,0.5,0.9,0.9,3,3,3,0.1,10,0.177963046,0.822036954,1.06464177,0.508213234
7,7,100,200,0.1,48,0.9,0.9,0.5,0.5,3,3,3,1,10,0.178122621,0.821877379,1.05836974,0.524706498
7,7,100,200,0.1,112,0.5,0.5,0.9,0.9,5,5,5,0.1,10,0.178149272,0.821850728,1.060890533,0.523664481
7,7,100,200,0.1,16,0.9,0.9,0.5,0.5,3,3,3,0.1,10,0.178163791,0.821836209,1.058736237,0.509204487
9,9,50,100,0.2,80,0.5,0.5,0.9,0.9,7,7,7,0.01,10,0.178261745,0.821738255,1.05892616,0.506869299
5,5,100,200,0.1,80,0.9,0.9,0.5,0.5,9,9,9,1,10,0.178279882,0.821720118,1.061009853,0.521580446
9,9,50,100,0.2,112,0.7,0.7,0.7,0.7,5,5,5,0.01,10,0.178422299,0.821577701,1.058761048,0.517850559
9,9,50,100,0.2,80,0.5,0.5,0.9,0.9,5,5,5,0.01,10,0.178492535,0.821507465,1.060013578,0.516228752
9,9,100,200,0.1,112,0.5,0.5,0.9,0.9,3,3,3,1,10,0.178516157,0.821483843,1.064897931,0.510128943
9,9,50,100,0.2,80,0.7,0.7,0.7,0.7,9,9,9,0.01,10,0.17851951,0.82148049,1.060167492,0.524118694
7,7,50,100,0.2,112,0.9,0.9,0.5,0.5,5,5,5,0.01,10,0.178538004,0.821461996,1.058197617,0.519891844
7,7,100,200,0.1,80,0.5,0.5,0.9,0.9,9,9,9,0.01,10,0.178635439,0.821364561,1.059120179,0.499735488
7,7,100,200,0.1,16,0.9,0.9,0.5,0.5,3,3,3,1,10,0.178658958,0.821341042,1.058736237,0.524706498
7,7,50,100,0.2,112,0.5,0.5,0.9,0.9,7,7,7,1,10,0.178698678,0.821301322,1.060986552,0.523429359
9,9,100,200,0.1,112,0.9,0.9,0.5,0.5,5,5,5,0.01,10,0.178751986,0.821248014,1.058570782,0.51256566
7,7,50,100,0.2,48,0.7,0.7,0.7,0.7,9,9,9,0.01,10,0.178769789,0.821230211,1.063365688,0.520455602
9,9,100,200,0.1,48,0.5,0.5,0.9,0.9,7,7,7,0.01,10,0.178842266,0.821157734,1.060226135,0.505474599
5,5,100,200,0.1,112,0.5,0.5,0.9,0.9,5,5,5,1,10,0.178959118,0.821040882,1.060890533,0.517455126
7,7,50,100,0.2,16,0.9,0.9,0.5,0.5,5,5,5,1,10,0.179053123,0.820946877,1.062820654,0.521580446
5,5,50,100,0.2,80,0.5,0.5,0.9,0.9,7,7,7,1,10,0.179102483,0.820897517,1.05892616,0.524757263
5,5,50,100,0.2,112,0.9,0.9,0.5,0.5,5,5,5,0.01,10,0.179199013,0.820800987,1.058197617,0.50774299
5,5,50,100,0.2,80,0.9,0.9,0.5,0.5,9,9,9,1,10,0.179214333,0.820785667,1.064511723,0.522211
7,7,50,100,0.2,48,0.7,0.7,0.7,0.7,3,3,3,0.1,10,0.179256447,0.820743553,1.063885226,0.519245259
5,5,100,200,0.1,48,0.7,0.7,0.7,0.7,3,3,3,0.1,10,0.179307152,0.820692848,1.064384026,0.511406082
9,9,50,100,0.2,48,0.7,0.7,0.7,0.7,3,3,3,1,10,0.179312892,0.820687108,1.063885226,0.511985871
9,9,50,100,0.2,112,0.9,0.9,0.5,0.5,7,7,7,0.1,10,0.179381142,0.820618858,1.058676495,0.516405094
5,5,50,100,0.2,48,0.5,0.5,0.9,0.9,5,5,5,0.01,10,0.179513829,0.820486171,1.060412989,0.509549154
9,9,50,100,0.2,80,0.7,0.7,0.7,0.7,9,9,9,0.1,10,0.179513947,0.820486053,1.060167492,0.526680988
7,7,100,200,0.1,112,0.9,0.9,0.5,0.5,7,7,7,0.1,10,0.179547132,0.820452868,1.058112755,0.508213234
5,5,100,200,0.1,16,0.7,0.7,0.7,0.7,3,3,3,0.1,10,0.179582122,0.820417878,1.0637368,0.511406082
5,5,50,100,0.2,112,0.5,0.5,0.9,0.9,9,9,9,0.1,10,0.1796589,0.8203411,1.060643407,0.510364065
9,9,100,200,0.1,80,0.5,0.5,0.9,0.9,5,5,5,0.01,10,0.179683498,0.820316502,1.059705611,0.517741013
5,5,50,100,0.2,48,0.5,0.5,0.9,0.9,7,7,7,1,10,0.179743292,0.820256708,1.061489007,0.524757263
7,7,50,100,0.2,80,0.7,0.7,0.7,0.7,7,7,7,0.1,10,0.179757231,0.820242769,1.060283911,0.515061158
9,9,100,200,0.1,80,0.5,0.5,0.9,0.9,7,7,7,0.1,10,0.179788481,0.820211519,1.058247333,0.50768421
9,9,50,100,0.2,16,0.5,0.5,0.9,0.9,7,7,7,0.01,10,0.179813744,0.820186256,1.062327326,0.506869299
7,7,50,100,0.2,80,0.5,0.5,0.9,0.9,7,7,7,0.1,10,0.179816931,0.820183069,1.05892616,0.526395101
7,7,100,200,0.1,80,0.9,0.9,0.5,0.5,3,3,3,0.1,10,0.179904304,0.820095696,1.058662647,0.509204487
7,7,50,100,0.2,48,0.9,0.9,0.5,0.5,7,7,7,0.01,10,0.179941729,0.820058271,1.065035804,0.523143472
5,5,50,100,0.2,112,0.5,0.5,0.9,0.9,7,7,7,1,10,0.179947786,0.820052214,1.060986552,0.524757263
7,7,50,100,0.2,48,0.7,0.7,0.7,0.7,5,5,5,1,10,0.1799581,0.8200419,1.060437542,0.5089186
9,9,50,100,0.2,112,0.7,0.7,0.7,0.7,7,7,7,0.1,10,0.180123767,0.819876233,1.058214754,0.532722016
5,5,50,100,0.2,16,0.5,0.5,0.9,0.9,7,7,7,0.1,10,0.180128895,0.819871105,1.062327326,0.516749761
7,7,100,200,0.1,112,0.5,0.5,0.9,0.9,9,9,9,0.01,10,0.180137265,0.819862735,1.060542961,0.499735488
7,7,100,200,0.1,16,0.5,0.5,0.9,0.9,3,3,3,0.1,10,0.180189926,0.819810074,1.063852479,0.508213234
9,9,50,100,0.2,112,0.9,0.9,0.5,0.5,5,5,5,0.1,10,0.180232158,0.819767842,1.058197617,0.513271026
5,5,50,100,0.2,16,0.5,0.5,0.9,0.9,5,5,5,0.01,10,0.180366975,0.819633025,1.05588901,0.509549154
9,9,100,200,0.1,80,0.7,0.7,0.7,0.7,3,3,3,1,10,0.180416515,0.819583485,1.064517036,0.504667703
9,9,50,100,0.2,48,0.5,0.5,0.9,0.9,7,7,7,0.1,10,0.180455444,0.819544556,1.061489007,0.514136702
9,9,50,100,0.2,48,0.5,0.5,0.9,0.9,5,5,5,0.01,10,0.180493852,0.819506148,1.060412989,0.516228752
7,7,100,200,0.1,112,0.5,0.5,0.9,0.9,5,5,5,0.01,10,0.18053472,0.81946528,1.060890533,0.515304296
5,5,50,100,0.2,80,0.7,0.7,0.7,0.7,9,9,9,0.01,10,0.180600806,0.819399194,1.060167492,0.532898358
5,5,50,100,0.2,112,0.5,0.5,0.9,0.9,9,9,9,1,10,0.180628297,0.819371703,1.060643407,0.511633189
7,7,50,100,0.2,48,0.9,0.9,0.5,0.5,5,5,5,1,10,0.180692952,0.819307048,1.059838065,0.521580446
5,5,100,200,0.1,16,0.5,0.5,0.9,0.9,3,3,3,0.01,10,0.18069495,0.81930505,1.063852479,0.5194216
7,7,100,200,0.1,112,0.5,0.5,0.9,0.9,3,3,3,0.1,10,0.180709014,0.819290986,1.064897931,0.508213234
9,9,100,200,0.1,48,0.5,0.5,0.9,0.9,5,5,5,0.01,10,0.18075227,0.81924773,1.061027046,0.517741013
9,9,100,200,0.1,48,0.7,0.7,0.7,0.7,3,3,3,0.1,10,0.180851533,0.819148467,1.064384026,0.521623196
9,9,50,100,0.2,48,0.5,0.5,0.9,0.9,5,5,5,0.1,10,0.180857288,0.819142712,1.060412989,0.515178719
9,9,50,100,0.2,80,0.7,0.7,0.7,0.7,9,9,9,1,10,0.180858994,0.819141006,1.060167492,0.517850559
5,5,100,200,0.1,80,0.9,0.9,0.5,0.5,5,5,5,1,10,0.180987134,0.819012866,1.059643086,0.522908351
