max_depth_XGB,reg_lambda_XGB,n_estimators_random,n_estimators_XGB,learning_rate_XGB,min_samples_split_random,max_features_random,max_samples_random,subsample_XGB,colsample_bytree_XGB,min_samples_leaf_random,max_depth_random,min_child_weight_XGB,reg_alpha_XGB,degree,mse,r2,mse_y,auc_t
7,7,50,100,0.2,48,0.7,0.7,0.7,0.7,7,7,7,0.01,5,0.340564742,0.659435258,1.061970418,0.520346057
5,5,100,200,0.1,80,0.9,0.9,0.5,0.5,9,9,9,0.1,5,0.340596873,0.659403127,1.061009853,0.521631211
5,5,100,200,0.1,48,0.5,0.5,0.9,0.9,5,5,5,1,5,0.340644968,0.659355032,1.061027046,0.517455126
9,9,50,100,0.2,48,0.7,0.7,0.7,0.7,9,9,9,0.01,5,0.340659338,0.659340662,1.063365688,0.524118694
7,7,100,200,0.1,80,0.5,0.5,0.9,0.9,9,9,9,1,5,0.340689382,0.659310618,1.059120179,0.521858318
9,9,100,200,0.1,48,0.7,0.7,0.7,0.7,9,9,9,0.01,5,0.340721346,0.659278654,1.061833626,0.510187723
5,5,100,200,0.1,16,0.5,0.5,0.9,0.9,7,7,7,0.01,5,0.340722542,0.659277458,1.063145702,0.51186831
7,7,100,200,0.1,112,0.7,0.7,0.7,0.7,7,7,7,0.1,5,0.340744092,0.659255908,1.059561836,0.518312787
5,5,100,200,0.1,112,0.7,0.7,0.7,0.7,7,7,7,0.1,5,0.340782438,0.659217562,1.059561836,0.502458092
5,5,100,200,0.1,16,0.5,0.5,0.9,0.9,9,9,9,1,5,0.340797231,0.659202769,1.062496179,0.516749761
7,7,100,200,0.1,112,0.7,0.7,0.7,0.7,9,9,9,0.1,5,0.340800438,0.659199562,1.060090165,0.507280762
9,9,100,200,0.1,112,0.7,0.7,0.7,0.7,7,7,7,0.01,5,0.340803759,0.659196241,1.059561836,0.514943597
7,7,100,200,0.1,16,0.9,0.9,0.5,0.5,7,7,7,0.01,5,0.34080941,0.65919059,1.066555186,0.51936282
7,7,50,100,0.2,80,0.7,0.7,0.7,0.7,5,5,5,0.1,5,0.340818823,0.659181177,1.058788064,0.526512662
7,7,100,200,0.1,112,0.7,0.7,0.7,0.7,9,9,9,0.01,5,0.340823201,0.659176799,1.060090165,0.509835041
9,9,50,100,0.2,80,0.7,0.7,0.7,0.7,5,5,5,1,5,0.340913587,0.659086413,1.058788064,0.516044395
5,5,100,200,0.1,48,0.5,0.5,0.9,0.9,7,7,7,0.01,5,0.340929455,0.659070545,1.060226135,0.51186831
5,5,100,200,0.1,48,0.7,0.7,0.7,0.7,5,5,5,1,5,0.340936925,0.659063075,1.060026046,0.514136702
7,7,100,200,0.1,112,0.7,0.7,0.7,0.7,5,5,5,1,5,0.340945647,0.659054353,1.059980001,0.514077922
5,5,100,200,0.1,48,0.7,0.7,0.7,0.7,9,9,9,0.01,5,0.340956395,0.659043605,1.061833626,0.508036893
9,9,50,100,0.2,112,0.7,0.7,0.7,0.7,5,5,5,0.1,5,0.340981296,0.659018704,1.058761048,0.506591428
5,5,100,200,0.1,112,0.7,0.7,0.7,0.7,5,5,5,0.01,5,0.340999365,0.659000635,1.059980001,0.510128943
9,9,50,100,0.2,16,0.9,0.9,0.5,0.5,9,9,9,0.1,5,0.341044238,0.658955762,1.068622406,0.524773294
9,9,100,200,0.1,112,0.7,0.7,0.7,0.7,7,7,7,0.1,5,0.34104733,0.65895267,1.059561836,0.515002378
7,7,100,200,0.1,48,0.5,0.5,0.9,0.9,9,9,9,1,5,0.341085265,0.658914735,1.060661105,0.521858318
9,9,100,200,0.1,80,0.7,0.7,0.7,0.7,5,5,5,1,5,0.34109241,0.65890759,1.061032594,0.513027889
5,5,100,200,0.1,80,0.7,0.7,0.7,0.7,9,9,9,0.01,5,0.341101463,0.658898537,1.059824322,0.508036893
9,9,100,200,0.1,112,0.9,0.9,0.5,0.5,9,9,9,0.01,5,0.341123286,0.658876714,1.058347788,0.518320802
5,5,50,100,0.2,112,0.7,0.7,0.7,0.7,9,9,9,1,5,0.341205667,0.658794333,1.060170482,0.515758508
9,9,100,200,0.1,80,0.9,0.9,0.5,0.5,9,9,9,0.01,5,0.341337518,0.658662482,1.061009853,0.518320802
7,7,100,200,0.1,112,0.9,0.9,0.5,0.5,3,3,3,1,5,0.341369495,0.658630505,1.058465914,0.524706498
5,5,50,100,0.2,16,0.7,0.7,0.7,0.7,9,9,9,1,5,0.341405475,0.658594525,1.065455196,0.515758508
7,7,100,200,0.1,48,0.7,0.7,0.7,0.7,7,7,7,0.1,5,0.34145457,0.65854543,1.061359697,0.518312787
7,7,50,100,0.2,80,0.5,0.5,0.9,0.9,9,9,9,0.1,5,0.341502655,0.658497345,1.05804539,0.52145487
9,9,50,100,0.2,16,0.7,0.7,0.7,0.7,7,7,7,0.01,5,0.341576125,0.658423875,1.060829592,0.513035904
5,5,100,200,0.1,16,0.9,0.9,0.5,0.5,5,5,5,1,5,0.341600679,0.658399321,1.061867373,0.522908351
5,5,100,200,0.1,48,0.5,0.5,0.9,0.9,5,5,5,0.01,5,0.341606991,0.658393009,1.061027046,0.507229997
9,9,100,200,0.1,16,0.9,0.9,0.5,0.5,7,7,7,1,5,0.341608087,0.658391913,1.066555186,0.523605701
9,9,100,200,0.1,80,0.7,0.7,0.7,0.7,9,9,9,0.01,5,0.341612507,0.658387493,1.059824322,0.510187723
5,5,100,200,0.1,112,0.7,0.7,0.7,0.7,5,5,5,1,5,0.341617,0.658383,1.059980001,0.514136702
7,7,100,200,0.1,112,0.9,0.9,0.5,0.5,3,3,3,0.01,5,0.341629219,0.658370781,1.058465914,0.512742002
9,9,50,100,0.2,80,0.7,0.7,0.7,0.7,9,9,9,0.1,5,0.341642496,0.658357504,1.060167492,0.526680988
9,9,50,100,0.2,48,0.7,0.7,0.7,0.7,9,9,9,0.1,5,0.34166823,0.65833177,1.063365688,0.526680988
7,7,100,200,0.1,16,0.9,0.9,0.5,0.5,7,7,7,0.1,5,0.341672645,0.658327355,1.066555186,0.508213234
7,7,100,200,0.1,80,0.9,0.9,0.5,0.5,3,3,3,1,5,0.341715842,0.658284158,1.058662647,0.524706498
7,7,50,100,0.2,112,0.7,0.7,0.7,0.7,7,7,7,0.01,5,0.341788914,0.658211086,1.058214754,0.520346057
9,9,100,200,0.1,16,0.9,0.9,0.5,0.5,7,7,7,0.1,5,0.341853526,0.658146474,1.066555186,0.524471377
7,7,100,200,0.1,16,0.9,0.9,0.5,0.5,3,3,3,1,5,0.341952732,0.658047268,1.058736237,0.524706498
7,7,100,200,0.1,48,0.9,0.9,0.5,0.5,3,3,3,1,5,0.341969154,0.658030846,1.05836974,0.524706498
5,5,100,200,0.1,16,0.9,0.9,0.5,0.5,9,9,9,1,5,0.342041278,0.657958722,1.068723629,0.521580446
5,5,100,200,0.1,80,0.7,0.7,0.7,0.7,7,7,7,0.01,5,0.342068794,0.657931206,1.060313217,0.516573419
5,5,50,100,0.2,112,0.7,0.7,0.7,0.7,7,7,7,0.1,5,0.34214663,0.65785337,1.058214754,0.523832807
5,5,100,200,0.1,112,0.9,0.9,0.5,0.5,7,7,7,0.01,5,0.342147499,0.657852501,1.058112755,0.518900592
5,5,100,200,0.1,112,0.7,0.7,0.7,0.7,9,9,9,1,5,0.342155231,0.657844769,1.060090165,0.498223227
9,9,100,200,0.1,112,0.9,0.9,0.5,0.5,3,3,3,0.1,5,0.34216832,0.65783168,1.058465914,0.512632456
5,5,100,200,0.1,80,0.9,0.9,0.5,0.5,7,7,7,0.01,5,0.342177301,0.657822699,1.059765484,0.518900592
9,9,100,200,0.1,112,0.7,0.7,0.7,0.7,5,5,5,1,5,0.342239679,0.657760321,1.059980001,0.513027889
7,7,100,200,0.1,16,0.9,0.9,0.5,0.5,5,5,5,0.1,5,0.342247814,0.657752186,1.061867373,0.509893821
9,9,100,200,0.1,16,0.9,0.9,0.5,0.5,5,5,5,1,5,0.342289597,0.657710403,1.061867373,0.52697489
9,9,100,200,0.1,80,0.9,0.9,0.5,0.5,3,3,3,0.1,5,0.342296895,0.657703105,1.058662647,0.512632456
9,9,100,200,0.1,48,0.7,0.7,0.7,0.7,5,5,5,1,5,0.342313269,0.657686731,1.060026046,0.513027889
9,9,100,200,0.1,16,0.9,0.9,0.5,0.5,3,3,3,0.1,5,0.342333414,0.657666586,1.058736237,0.512632456
7,7,50,100,0.2,48,0.7,0.7,0.7,0.7,7,7,7,0.1,5,0.342383022,0.657616978,1.061970418,0.515061158
9,9,100,200,0.1,48,0.9,0.9,0.5,0.5,3,3,3,0.1,5,0.342515216,0.657484784,1.05836974,0.512632456
9,9,100,200,0.1,16,0.5,0.5,0.9,0.9,7,7,7,0.01,5,0.34252424,0.65747576,1.063145702,0.505474599
5,5,100,200,0.1,80,0.5,0.5,0.9,0.9,9,9,9,0.1,5,0.342550246,0.657449754,1.059120179,0.509893821
7,7,100,200,0.1,48,0.7,0.7,0.7,0.7,7,7,7,0.01,5,0.342554502,0.657445498,1.061359697,0.513086669
5,5,100,200,0.1,80,0.5,0.5,0.9,0.9,5,5,5,0.01,5,0.342598644,0.657401356,1.059705611,0.507229997
5,5,50,100,0.2,80,0.5,0.5,0.9,0.9,7,7,7,0.01,5,0.342609401,0.657390599,1.05892616,0.498450333
5,5,100,200,0.1,80,0.5,0.5,0.9,0.9,5,5,5,1,5,0.342659909,0.657340091,1.059705611,0.517455126
9,9,50,100,0.2,80,0.7,0.7,0.7,0.7,9,9,9,0.01,5,0.342677011,0.657322989,1.060167492,0.524118694
9,9,50,100,0.2,48,0.7,0.7,0.7,0.7,5,5,5,1,5,0.342681579,0.657318421,1.060437542,0.516044395
7,7,100,200,0.1,112,0.5,0.5,0.9,0.9,9,9,9,1,5,0.342682308,0.657317692,1.060542961,0.521858318
7,7,100,200,0.1,112,0.9,0.9,0.5,0.5,5,5,5,1,5,0.342697751,0.657302249,1.058570782,0.521396089
9,9,50,100,0.2,16,0.7,0.7,0.7,0.7,9,9,9,0.1,5,0.342713824,0.657286176,1.065455196,0.526680988
5,5,100,200,0.1,16,0.9,0.9,0.5,0.5,5,5,5,0.01,5,0.34276979,0.65723021,1.061867373,0.52348814
7,7,50,100,0.2,112,0.7,0.7,0.7,0.7,5,5,5,0.1,5,0.342786594,0.657213406,1.058761048,0.526512662
9,9,50,100,0.2,48,0.7,0.7,0.7,0.7,3,3,3,1,5,0.342809962,0.657190038,1.063885226,0.511985871
5,5,50,100,0.2,16,0.7,0.7,0.7,0.7,3,3,3,0.1,5,0.342824732,0.657175268,1.063179316,0.511229741
9,9,50,100,0.2,16,0.7,0.7,0.7,0.7,3,3,3,1,5,0.342841214,0.657158786,1.063179316,0.511985871
5,5,100,200,0.1,48,0.5,0.5,0.9,0.9,9,9,9,0.1,5,0.342864589,0.657135411,1.060661105,0.509893821
7,7,100,200,0.1,112,0.7,0.7,0.7,0.7,7,7,7,0.01,5,0.342877988,0.657122012,1.059561836,0.513086669
5,5,100,200,0.1,112,0.7,0.7,0.7,0.7,9,9,9,0.01,5,0.342904845,0.657095155,1.060090165,0.508036893
9,9,50,100,0.2,80,0.7,0.7,0.7,0.7,3,3,3,1,5,0.342913957,0.657086043,1.063291027,0.511985871
9,9,100,200,0.1,48,0.9,0.9,0.5,0.5,9,9,9,0.1,5,0.342930637,0.657069363,1.062968105,0.523311798
7,7,100,200,0.1,80,0.9,0.9,0.5,0.5,5,5,5,1,5,0.342941221,0.657058779,1.059643086,0.521396089
9,9,50,100,0.2,80,0.5,0.5,0.9,0.9,5,5,5,1,5,0.342942217,0.657057783,1.060013578,0.519891844
9,9,100,200,0.1,80,0.5,0.5,0.9,0.9,9,9,9,0.1,5,0.342962544,0.657037456,1.059120179,0.506062403
9,9,50,100,0.2,48,0.7,0.7,0.7,0.7,5,5,5,0.01,5,0.343012341,0.656987659,1.060437542,0.517850559
9,9,100,200,0.1,16,0.9,0.9,0.5,0.5,5,5,5,0.1,5,0.343016508,0.656983492,1.061867373,0.523950368
9,9,100,200,0.1,48,0.5,0.5,0.9,0.9,7,7,7,0.01,5,0.343080611,0.656919389,1.060226135,0.505474599
5,5,50,100,0.2,48,0.7,0.7,0.7,0.7,3,3,3,0.1,5,0.343082374,0.656917626,1.063885226,0.511229741
5,5,100,200,0.1,16,0.5,0.5,0.9,0.9,5,5,5,1,5,0.343093519,0.656906481,1.059695653,0.517455126
7,7,50,100,0.2,80,0.7,0.7,0.7,0.7,7,7,7,0.1,5,0.343162421,0.656837579,1.060283911,0.515061158
7,7,50,100,0.2,48,0.7,0.7,0.7,0.7,5,5,5,0.1,5,0.343178411,0.656821589,1.060437542,0.526512662
5,5,100,200,0.1,48,0.9,0.9,0.5,0.5,7,7,7,0.01,5,0.343204153,0.656795847,1.062165477,0.518900592
7,7,50,100,0.2,48,0.5,0.5,0.9,0.9,9,9,9,0.1,5,0.343247743,0.656752257,1.060852509,0.52145487
9,9,100,200,0.1,48,0.5,0.5,0.9,0.9,5,5,5,0.1,5,0.343283683,0.656716317,1.061027046,0.515707744
7,7,100,200,0.1,16,0.7,0.7,0.7,0.7,5,5,5,0.1,5,0.343285384,0.656714616,1.06055672,0.509314032
9,9,50,100,0.2,16,0.9,0.9,0.5,0.5,7,7,7,0.01,5,0.343288655,0.656711345,1.065848158,0.526101199
7,7,50,100,0.2,80,0.7,0.7,0.7,0.7,7,7,7,0.01,5,0.343294625,0.656705375,1.060283911,0.520346057
9,9,50,100,0.2,80,0.7,0.7,0.7,0.7,3,3,3,0.01,5,0.343380094,0.656619906,1.063291027,0.520639959
7,7,100,200,0.1,48,0.9,0.9,0.5,0.5,7,7,7,0.01,5,0.343389488,0.656610512,1.062165477,0.51936282
7,7,100,200,0.1,48,0.5,0.5,0.9,0.9,5,5,5,1,5,0.343417204,0.656582796,1.061027046,0.512044652
7,7,100,200,0.1,112,0.9,0.9,0.5,0.5,7,7,7,0.1,5,0.343435996,0.656564004,1.058112755,0.508213234
9,9,100,200,0.1,48,0.5,0.5,0.9,0.9,5,5,5,0.01,5,0.343471797,0.656528203,1.061027046,0.517741013
7,7,50,100,0.2,16,0.7,0.7,0.7,0.7,7,7,7,0.1,5,0.343472582,0.656527418,1.060829592,0.515061158
5,5,50,100,0.2,80,0.7,0.7,0.7,0.7,3,3,3,0.1,5,0.343473343,0.656526657,1.063291027,0.511229741
7,7,100,200,0.1,80,0.7,0.7,0.7,0.7,5,5,5,0.1,5,0.343508543,0.656491457,1.061032594,0.509314032
5,5,100,200,0.1,80,0.5,0.5,0.9,0.9,9,9,9,0.01,5,0.343510378,0.656489622,1.059120179,0.513321791
7,7,100,200,0.1,48,0.9,0.9,0.5,0.5,7,7,7,0.1,5,0.343536088,0.656463912,1.062165477,0.508213234
5,5,100,200,0.1,112,0.9,0.9,0.5,0.5,3,3,3,1,5,0.343549533,0.656450467,1.058465914,0.518841811
5,5,100,200,0.1,112,0.9,0.9,0.5,0.5,3,3,3,0.1,5,0.343553048,0.656446952,1.058465914,0.505079167
9,9,100,200,0.1,80,0.5,0.5,0.9,0.9,5,5,5,1,5,0.343561484,0.656438516,1.059705611,0.522211
9,9,50,100,0.2,16,0.7,0.7,0.7,0.7,9,9,9,0.01,5,0.343565059,0.656434941,1.065455196,0.524118694
9,9,100,200,0.1,48,0.9,0.9,0.5,0.5,7,7,7,1,5,0.343585276,0.656414724,1.062165477,0.523605701
5,5,50,100,0.2,112,0.7,0.7,0.7,0.7,9,9,9,0.01,5,0.343618815,0.656381185,1.060170482,0.532898358
9,9,50,100,0.2,48,0.5,0.5,0.9,0.9,9,9,9,0.1,5,0.3436687,0.6563313,1.060852509,0.515178719
5,5,50,100,0.2,48,0.7,0.7,0.7,0.7,9,9,9,0.01,5,0.343677697,0.656322303,1.063365688,0.532898358
7,7,100,200,0.1,48,0.9,0.9,0.5,0.5,5,5,5,1,5,0.343697842,0.656302158,1.059862553,0.521396089
9,9,100,200,0.1,80,0.9,0.9,0.5,0.5,9,9,9,0.1,5,0.343716528,0.656283472,1.061009853,0.523311798
9,9,50,100,0.2,48,0.5,0.5,0.9,0.9,5,5,5,1,5,0.343717726,0.656282274,1.060412989,0.519891844
7,7,100,200,0.1,16,0.5,0.5,0.9,0.9,7,7,7,0.1,5,0.343747813,0.656252187,1.063145702,0.510356049
9,9,100,200,0.1,80,0.9,0.9,0.5,0.5,7,7,7,1,5,0.343767623,0.656232377,1.059765484,0.523605701
5,5,50,100,0.2,48,0.5,0.5,0.9,0.9,7,7,7,0.01,5,0.343774388,0.656225612,1.061489007,0.498450333
7,7,100,200,0.1,80,0.9,0.9,0.5,0.5,7,7,7,0.1,5,0.343842054,0.656157946,1.059765484,0.508213234
9,9,50,100,0.2,48,0.7,0.7,0.7,0.7,3,3,3,0.01,5,0.343848532,0.656151468,1.063885226,0.520639959
7,7,100,200,0.1,48,0.9,0.9,0.5,0.5,9,9,9,0.01,5,0.343876149,0.656123851,1.062968105,0.514313043
9,9,100,200,0.1,48,0.5,0.5,0.9,0.9,9,9,9,0.1,5,0.343921102,0.656078898,1.060661105,0.506062403
5,5,50,100,0.2,112,0.9,0.9,0.5,0.5,5,5,5,1,5,0.343926279,0.656073721,1.058197617,0.514371824
5,5,100,200,0.1,16,0.5,0.5,0.9,0.9,9,9,9,0.1,5,0.343952859,0.656047141,1.062496179,0.509893821
7,7,100,200,0.1,112,0.5,0.5,0.9,0.9,3,3,3,0.01,5,0.343953829,0.656046171,1.064897931,0.50682655
7,7,100,200,0.1,48,0.5,0.5,0.9,0.9,5,5,5,0.1,5,0.344009036,0.655990964,1.061027046,0.523664481
7,7,100,200,0.1,48,0.5,0.5,0.9,0.9,5,5,5,0.01,5,0.344010694,0.655989306,1.061027046,0.515304296
9,9,100,200,0.1,16,0.5,0.5,0.9,0.9,5,5,5,1,5,0.344042157,0.655957843,1.059695653,0.522211
9,9,50,100,0.2,16,0.7,0.7,0.7,0.7,3,3,3,0.01,5,0.344063466,0.655936534,1.063179316,0.520639959
9,9,50,100,0.2,48,0.7,0.7,0.7,0.7,9,9,9,1,5,0.344084083,0.655915917,1.063365688,0.517850559
9,9,100,200,0.1,80,0.5,0.5,0.9,0.9,7,7,7,0.01,5,0.344116938,0.655883062,1.058247333,0.505474599
7,7,100,200,0.1,80,0.5,0.5,0.9,0.9,7,7,7,0.1,5,0.344118933,0.655881067,1.058247333,0.510356049
9,9,50,100,0.2,112,0.7,0.7,0.7,0.7,9,9,9,0.1,5,0.344130347,0.655869653,1.060170482,0.526680988
5,5,100,200,0.1,112,0.9,0.9,0.5,0.5,5,5,5,1,5,0.344151275,0.655848725,1.058570782,0.522908351
9,9,100,200,0.1,80,0.9,0.9,0.5,0.5,7,7,7,0.1,5,0.344177056,0.655822944,1.059765484,0.524471377
7,7,100,200,0.1,80,0.5,0.5,0.9,0.9,9,9,9,0.1,5,0.344201459,0.655798541,1.059120179,0.516749761
7,7,100,200,0.1,80,0.9,0.9,0.5,0.5,7,7,7,0.01,5,0.344211643,0.655788357,1.059765484,0.51936282
7,7,100,200,0.1,80,0.9,0.9,0.5,0.5,9,9,9,0.01,5,0.344259783,0.655740217,1.061009853,0.514313043
5,5,50,100,0.2,16,0.7,0.7,0.7,0.7,3,3,3,1,5,0.34426739,0.65573261,1.063179316,0.511817545
9,9,50,100,0.2,16,0.9,0.9,0.5,0.5,9,9,9,1,5,0.344291591,0.655708409,1.068622406,0.53452818
5,5,100,200,0.1,48,0.9,0.9,0.5,0.5,9,9,9,0.01,5,0.344309554,0.655690446,1.062968105,0.520698739
5,5,100,200,0.1,48,0.7,0.7,0.7,0.7,7,7,7,0.01,5,0.344315489,0.655684511,1.061359697,0.516573419
9,9,100,200,0.1,48,0.9,0.9,0.5,0.5,7,7,7,0.1,5,0.344321439,0.655678561,1.062165477,0.524471377
5,5,50,100,0.2,80,0.7,0.7,0.7,0.7,3,3,3,1,5,0.344331977,0.655668023,1.063291027,0.511817545
9,9,100,200,0.1,112,0.9,0.9,0.5,0.5,9,9,9,0.1,5,0.344346438,0.655653562,1.058347788,0.523311798
9,9,100,200,0.1,112,0.5,0.5,0.9,0.9,7,7,7,1,5,0.344376254,0.655623746,1.059300487,0.514834052
5,5,100,200,0.1,112,0.5,0.5,0.9,0.9,9,9,9,1,5,0.344405929,0.655594071,1.060542961,0.516749761
5,5,50,100,0.2,48,0.7,0.7,0.7,0.7,3,3,3,1,5,0.344418602,0.655581398,1.063885226,0.511817545
7,7,100,200,0.1,112,0.9,0.9,0.5,0.5,5,5,5,0.1,5,0.344427989,0.655572011,1.058570782,0.509893821
5,5,100,200,0.1,16,0.9,0.9,0.5,0.5,3,3,3,1,5,0.344435733,0.655564267,1.058736237,0.518841811
5,5,100,200,0.1,80,0.9,0.9,0.5,0.5,3,3,3,1,5,0.344440571,0.655559429,1.058662647,0.518841811
7,7,100,200,0.1,16,0.5,0.5,0.9,0.9,7,7,7,1,5,0.344499273,0.655500727,1.063145702,0.514884817
5,5,50,100,0.2,80,0.7,0.7,0.7,0.7,9,9,9,0.01,5,0.344511354,0.655488646,1.060167492,0.532898358
9,9,100,200,0.1,112,0.7,0.7,0.7,0.7,9,9,9,0.01,5,0.344517938,0.655482062,1.060090165,0.510187723
5,5,100,200,0.1,48,0.9,0.9,0.5,0.5,3,3,3,1,5,0.344521217,0.655478783,1.05836974,0.518841811
9,9,50,100,0.2,16,0.7,0.7,0.7,0.7,9,9,9,1,5,0.34454768,0.65545232,1.065455196,0.517850559
5,5,100,200,0.1,112,0.9,0.9,0.5,0.5,5,5,5,0.01,5,0.34455877,0.65544123,1.058570782,0.52348814
5,5,100,200,0.1,112,0.9,0.9,0.5,0.5,9,9,9,0.01,5,0.34456162,0.65543838,1.058347788,0.520698739
5,5,100,200,0.1,80,0.9,0.9,0.5,0.5,5,5,5,1,5,0.344586914,0.655413086,1.059643086,0.522908351
5,5,100,200,0.1,112,0.5,0.5,0.9,0.9,7,7,7,0.01,5,0.344594044,0.655405956,1.059300487,0.51186831
5,5,100,200,0.1,80,0.9,0.9,0.5,0.5,3,3,3,0.1,5,0.344625303,0.655374697,1.058662647,0.505079167
9,9,100,200,0.1,80,0.5,0.5,0.9,0.9,9,9,9,0.01,5,0.344658744,0.655341256,1.059120179,0.510422845
9,9,100,200,0.1,16,0.5,0.5,0.9,0.9,9,9,9,1,5,0.344690829,0.655309171,1.062496179,0.516455859
9,9,100,200,0.1,112,0.9,0.9,0.5,0.5,7,7,7,0.1,5,0.344698032,0.655301968,1.058112755,0.524471377
5,5,50,100,0.2,16,0.9,0.9,0.5,0.5,5,5,5,0.1,5,0.344742067,0.655257933,1.062820654,0.522320546
9,9,100,200,0.1,112,0.9,0.9,0.5,0.5,3,3,3,1,5,0.34476452,0.65523548,1.058465914,0.509372812
9,9,100,200,0.1,112,0.9,0.9,0.5,0.5,7,7,7,1,5,0.344781169,0.655218831,1.058112755,0.523605701
5,5,50,100,0.2,48,0.9,0.9,0.5,0.5,9,9,9,1,5,0.344790723,0.655209277,1.064494312,0.522211
7,7,100,200,0.1,112,0.9,0.9,0.5,0.5,9,9,9,0.01,5,0.344796026,0.655203974,1.058347788,0.514313043
9,9,50,100,0.2,112,0.7,0.7,0.7,0.7,3,3,3,0.01,5,0.344796276,0.655203724,1.063853748,0.520639959
5,5,100,200,0.1,16,0.9,0.9,0.5,0.5,3,3,3,0.1,5,0.344815868,0.655184132,1.058736237,0.505079167
7,7,100,200,0.1,80,0.9,0.9,0.5,0.5,5,5,5,0.1,5,0.344823009,0.655176991,1.059643086,0.509893821
5,5,50,100,0.2,16,0.9,0.9,0.5,0.5,7,7,7,1,5,0.344828399,0.655171601,1.065848158,0.528193249
5,5,100,200,0.1,48,0.5,0.5,0.9,0.9,5,5,5,0.1,5,0.344836911,0.655163089,1.061027046,0.502172205
9,9,100,200,0.1,80,0.5,0.5,0.9,0.9,9,9,9,1,5,0.344862314,0.655137686,1.059120179,0.516455859
9,9,50,100,0.2,48,0.7,0.7,0.7,0.7,7,7,7,0.1,5,0.344881374,0.655118626,1.061970418,0.532722016
5,5,50,100,0.2,112,0.9,0.9,0.5,0.5,5,5,5,0.1,5,0.344897947,0.655102053,1.058197617,0.522320546
5,5,100,200,0.1,48,0.9,0.9,0.5,0.5,3,3,3,0.1,5,0.344900006,0.655099994,1.05836974,0.505079167
5,5,50,100,0.2,80,0.9,0.9,0.5,0.5,9,9,9,0.1,5,0.344931476,0.655068524,1.064511723,0.525345068
7,7,100,200,0.1,48,0.5,0.5,0.9,0.9,7,7,7,1,5,0.344970054,0.655029946,1.060226135,0.514884817
9,9,50,100,0.2,112,0.7,0.7,0.7,0.7,5,5,5,0.01,5,0.345008372,0.654991628,1.058761048,0.517850559
5,5,50,100,0.2,80,0.9,0.9,0.5,0.5,5,5,5,1,5,0.345023947,0.654976053,1.060761373,0.514371824
7,7,100,200,0.1,112,0.7,0.7,0.7,0.7,5,5,5,0.1,5,0.345033687,0.654966313,1.059980001,0.509314032
5,5,100,200,0.1,80,0.9,0.9,0.5,0.5,9,9,9,0.01,5,0.345046917,0.654953083,1.061009853,0.520698739
5,5,100,200,0.1,112,0.5,0.5,0.9,0.9,9,9,9,0.01,5,0.345072086,0.654927914,1.060542961,0.513321791
7,7,50,100,0.2,16,0.7,0.7,0.7,0.7,7,7,7,0.01,5,0.345074429,0.654925571,1.060829592,0.520346057
5,5,50,100,0.2,16,0.9,0.9,0.5,0.5,7,7,7,0.01,5,0.345099625,0.654900375,1.065848158,0.515656979
5,5,50,100,0.2,80,0.9,0.9,0.5,0.5,9,9,9,1,5,0.345115662,0.654884338,1.064511723,0.522211
9,9,100,200,0.1,16,0.5,0.5,0.9,0.9,9,9,9,0.1,5,0.345142982,0.654857018,1.062496179,0.506062403
9,9,50,100,0.2,112,0.7,0.7,0.7,0.7,3,3,3,1,5,0.345151985,0.654848015,1.063853748,0.511985871
7,7,50,100,0.2,16,0.9,0.9,0.5,0.5,9,9,9,0.01,5,0.34515975,0.65484025,1.068622406,0.533940375
9,9,100,200,0.1,112,0.9,0.9,0.5,0.5,5,5,5,1,5,0.345178377,0.654821623,1.058570782,0.52697489
5,5,100,200,0.1,48,0.5,0.5,0.9,0.9,9,9,9,0.01,5,0.345182047,0.654817953,1.060661105,0.513321791
9,9,100,200,0.1,80,0.5,0.5,0.9,0.9,5,5,5,0.1,5,0.345188144,0.654811856,1.059705611,0.515707744
5,5,100,200,0.1,112,0.9,0.9,0.5,0.5,3,3,3,0.01,5,0.345211719,0.654788281,1.058465914,0.519942609
5,5,100,200,0.1,16,0.5,0.5,0.9,0.9,5,5,5,0.01,5,0.345216371,0.654783629,1.059695653,0.507229997
7,7,50,100,0.2,112,0.5,0.5,0.9,0.9,9,9,9,0.1,5,0.345216618,0.654783382,1.060643407,0.52145487
9,9,100,200,0.1,80,0.9,0.9,0.5,0.5,5,5,5,1,5,0.345219355,0.654780645,1.059643086,0.52697489
9,9,100,200,0.1,16,0.9,0.9,0.5,0.5,3,3,3,1,5,0.345225727,0.654774273,1.058736237,0.509372812
5,5,50,100,0.2,80,0.7,0.7,0.7,0.7,7,7,7,0.01,5,0.345260216,0.654739784,1.060283911,0.514716491
5,5,100,200,0.1,48,0.9,0.9,0.5,0.5,5,5,5,1,5,0.345263801,0.654736199,1.059862553,0.522908351
7,7,50,100,0.2,112,0.7,0.7,0.7,0.7,7,7,7,0.1,5,0.345288254,0.654711746,1.058214754,0.515061158
5,5,100,200,0.1,112,0.5,0.5,0.9,0.9,5,5,5,0.01,5,0.345292547,0.654707453,1.060890533,0.507229997
5,5,100,200,0.1,80,0.9,0.9,0.5,0.5,5,5,5,0.01,5,0.345300603,0.654699397,1.059643086,0.52348814
5,5,50,100,0.2,16,0.9,0.9,0.5,0.5,5,5,5,1,5,0.345307998,0.654692002,1.062820654,0.514371824
